,Unnamed: 0.1,Unnamed: 0.1.1,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude,time,pitch
0,0,0,i,0.84,0.99,100.0,0.15,1,0.15,0.0,0.6207580658740437,0.915,90.79679826318147
1,1,1,met,0.99,1.2,100.0,0.2099999999999999,3,0.06999999999999997,0.0,0.46424407914743465,1.095,94.20617401751579
2,2,2,a,1.2,1.26,100.0,0.06,1,0.06,0.0,0.12917213747729386,1.23,87.86443337442515
3,3,3,traveller,1.26,1.92,100.0,0.6599999999999999,9,0.07333333333333332,0.030000000000000027,0.5658355082730069,1.59,82.80194983751736
4,4,4,from,1.95,2.13,100.0,0.1799999999999999,4,0.04499999999999998,0.0,0.32470853802972904,2.04,73.63954890762837
5,5,5,an,2.13,2.25,100.0,0.1200000000000001,2,0.06000000000000005,0.0,0.7857160174487545,2.19,68.74022761517317
6,6,6,antique,2.25,2.88,100.0,0.6299999999999999,7,0.08999999999999998,0.0,0.3725951515884706,2.565,88.80659651413121
7,7,7,land,2.88,3.36,100.0,0.48,4,0.12,0.0,0.43581430909251423,3.12,82.68189600426206
8,8,8,who,3.36,3.51,100.0,0.1499999999999999,3,0.04999999999999997,0.0,0.17003052460992832,3.435,
9,9,9,said,3.51,3.93,100.0,0.4200000000000004,4,0.1050000000000001,0.7200000000000002,0.5085889856293092,3.72,73.46970628090594
10,10,10,two,4.65,4.98,100.0,0.33,3,0.11,0.0,0.34121944606899784,4.815,114.38417206817773
11,11,11,vast,4.98,5.58,100.0,0.5999999999999996,4,0.1499999999999999,0.0,0.9037575255347878,5.28,95.03329085397317
12,12,12,and,5.58,5.73,100.0,0.1500000000000003,3,0.0500000000000001,0.0,0.2530279349348819,5.655,73.73428245263848
13,13,13,trunk,5.73,6.06,100.0,0.3299999999999992,5,0.06599999999999984,0.0,0.1941561577457291,5.895,96.07947578564773
14,14,14,lists,6.06,6.3,82.0137,0.2400000000000002,5,0.04800000000000004,0.0,0.42911531271761794,6.18,101.6983950458484
15,15,15,legs,6.3,6.72,100.0,0.4199999999999999,4,0.10499999999999997,0.0,0.4037938413194052,6.51,83.85212326836981
16,16,16,of,6.72,6.84,100.0,0.1200000000000001,2,0.06000000000000005,0.0,0.379990641112581,6.779999999999999,68.36222299722074
17,17,17,stone,6.84,7.32,100.0,0.4800000000000004,5,0.09600000000000009,0.0,0.4194881376068243,7.08,78.214006242383
18,18,18,stand,7.32,7.68,100.0,0.3599999999999994,5,0.07199999999999987,0.0,0.6243720292870519,7.5,79.26561838071255
19,19,19,in,7.68,7.77,100.0,0.0899999999999998,2,0.0449999999999999,0.0,0.21237101819451618,7.725,
