,Word,Start,End,length,time_spent,std_time_spent,speed,post_space
0,the,3.32,3.32,3,0.0,0.0,inf,0.6600000000000001
1,the,3.98,3.98,3,0.0,0.0,inf,1.06
2,the,5.04,5.04,3,0.0,0.0,inf,1.2000000000000002
3,ozimon,6.24,6.76,6,0.5199999999999996,0.0866666666666666,11.538461538461547,0.040000000000000036
4,does,6.8,7.28,4,0.4800000000000004,0.1200000000000001,8.333333333333327,0.17999999999999972
5,by,7.46,7.6,2,0.13999999999999968,0.06999999999999984,14.285714285714318,0.040000000000000036
6,policy,7.64,8.06,6,0.4200000000000008,0.07000000000000013,14.285714285714258,0.05999999999999872
7,besilee,8.12,8.86,7,0.7400000000000002,0.10571428571428575,9.459459459459456,2.0200000000000014
8,i,10.88,10.98,1,0.09999999999999964,0.09999999999999964,10.000000000000036,0.08000000000000007
9,made,11.06,11.22,4,0.16000000000000014,0.040000000000000036,24.99999999999998,0.019999999999999574
10,a,11.24,11.28,1,0.03999999999999915,0.03999999999999915,25.000000000000533,0.0600000000000005
11,traveller,11.34,11.8,9,0.46000000000000085,0.051111111111111204,19.565217391304312,0.08000000000000007
12,from,11.88,12.06,4,0.17999999999999972,0.04499999999999993,22.222222222222257,0.03999999999999915
13,an,12.1,12.16,2,0.0600000000000005,0.03000000000000025,33.33333333333306,0.0600000000000005
14,antique,12.22,12.64,7,0.41999999999999993,0.05999999999999999,16.666666666666668,0.05999999999999872
15,land,12.7,13.16,4,0.46000000000000085,0.11500000000000021,8.695652173913027,0.33999999999999986
16,who,13.5,13.64,3,0.14000000000000057,0.046666666666666856,21.428571428571342,0.09999999999999964
17,said,13.74,14.06,4,0.3200000000000003,0.08000000000000007,12.49999999999999,0.33999999999999986
18,two,14.4,14.6,3,0.1999999999999993,0.06666666666666643,15.000000000000053,0.08000000000000007
19,waste,14.68,15.1,5,0.41999999999999993,0.08399999999999999,11.904761904761907,0.040000000000000924
20,and,15.14,15.22,3,0.08000000000000007,0.02666666666666669,37.499999999999964,0.05999999999999872
21,drunkest,15.28,15.7,8,0.41999999999999993,0.05249999999999999,19.04761904761905,0.040000000000000924
22,legs,15.74,16.0,4,0.2599999999999998,0.06499999999999995,15.384615384615397,0.019999999999999574
23,of,16.02,16.08,2,0.05999999999999872,0.02999999999999936,33.333333333334046,0.060000000000002274
24,stone,16.14,16.66,5,0.5199999999999996,0.10399999999999991,9.615384615384624,0.33999999999999986
25,standing,17.0,17.46,8,0.46000000000000085,0.05750000000000011,17.391304347826054,0.019999999999999574
26,the,17.48,17.54,3,0.05999999999999872,0.019999999999999574,50.000000000001066,0.060000000000002274
27,desert,17.6,18.16,6,0.5599999999999987,0.09333333333333312,10.714285714285738,0.4800000000000004
28,near,18.64,18.84,4,0.1999999999999993,0.04999999999999982,20.00000000000007,0.03999999999999915
29,them,18.88,19.12,4,0.240000000000002,0.0600000000000005,16.66666666666653,0.14000000000000057
30,on,19.26,19.36,2,0.09999999999999787,0.049999999999998934,20.000000000000426,0.060000000000002274
31,the,19.42,19.48,3,0.05999999999999872,0.019999999999999574,50.000000000001066,0.05999999999999872
32,sand,19.54,20.04,4,0.5,0.125,8.0,0.46000000000000085
33,half,20.5,20.8,4,0.3000000000000007,0.07500000000000018,13.333333333333302,0.0799999999999983
34,sunk,20.88,21.28,4,0.40000000000000213,0.10000000000000053,9.999999999999947,0.0799999999999983
35,a,21.36,21.44,1,0.08000000000000185,0.08000000000000185,12.499999999999712,0.05999999999999872
36,shattered,21.5,21.96,9,0.46000000000000085,0.051111111111111204,19.565217391304312,0.03999999999999915
37,bessarch,22.0,22.5,8,0.5,0.0625,16.0,0.03999999999999915
38,lies,22.54,23.02,4,0.4800000000000004,0.1200000000000001,8.333333333333327,0.35999999999999943
39,whose,23.38,23.66,5,0.28000000000000114,0.05600000000000023,17.857142857142783,0.05999999999999872
40,frown,23.72,24.18,5,0.46000000000000085,0.09200000000000016,10.869565217391283,0.6600000000000001
41,and,24.84,25.0,3,0.16000000000000014,0.05333333333333338,18.749999999999982,0.03999999999999915
42,wrinkled,25.04,25.44,8,0.40000000000000213,0.050000000000000266,19.999999999999893,0.13999999999999702
