,time,pitch
0,0.02498866213151729,
1,0.03498866213151729,
2,0.04498866213151729,
3,0.05498866213151729,
4,0.06498866213151729,
5,0.0749886621315173,
6,0.08498866213151729,
7,0.0949886621315173,
8,0.1049886621315173,
9,0.11498866213151729,
10,0.1249886621315173,
11,0.13498866213151728,
12,0.1449886621315173,
13,0.1549886621315173,
14,0.1649886621315173,
15,0.1749886621315173,
16,0.1849886621315173,
17,0.1949886621315173,
18,0.20498866213151729,
19,0.2149886621315173,
20,0.2249886621315173,
21,0.23498866213151728,
22,0.2449886621315173,
23,0.2549886621315173,
24,0.2649886621315173,
25,0.2749886621315173,
26,0.2849886621315173,
27,0.2949886621315173,
28,0.3049886621315173,
29,0.31498866213151727,
30,0.3249886621315173,
31,0.3349886621315173,
32,0.3449886621315173,
33,0.3549886621315173,
34,0.3649886621315173,
35,0.3749886621315173,
36,0.3849886621315173,
37,0.3949886621315173,
38,0.4049886621315173,
39,0.4149886621315173,
40,0.4249886621315173,
41,0.4349886621315173,
42,0.4449886621315173,
43,0.4549886621315173,
44,0.4649886621315173,
45,0.4749886621315173,
46,0.4849886621315173,
47,0.4949886621315173,
48,0.5049886621315173,
49,0.5149886621315173,
50,0.5249886621315173,
51,0.5349886621315173,
52,0.5449886621315173,
53,0.5549886621315173,
54,0.5649886621315173,
55,0.5749886621315173,
56,0.5849886621315173,
57,0.5949886621315174,
58,0.6049886621315173,
59,0.6149886621315173,
60,0.6249886621315173,
61,0.6349886621315173,
62,0.6449886621315173,
63,0.6549886621315173,
64,0.6649886621315173,
65,0.6749886621315173,
66,0.6849886621315173,
67,0.6949886621315173,
68,0.7049886621315173,
69,0.7149886621315173,
70,0.7249886621315174,
71,0.7349886621315173,
72,0.7449886621315173,
73,0.7549886621315173,
74,0.7649886621315173,
75,0.7749886621315173,
76,0.7849886621315173,
77,0.7949886621315173,
78,0.8049886621315173,
79,0.8149886621315173,
80,0.8249886621315173,
81,0.8349886621315173,
82,0.8449886621315174,
83,0.8549886621315174,
84,0.8649886621315173,
85,0.8749886621315173,
86,0.8849886621315173,
87,0.8949886621315173,
88,0.9049886621315173,
89,0.9149886621315173,
90,0.9249886621315173,
91,0.9349886621315173,
92,0.9449886621315173,
93,0.9549886621315173,
94,0.9649886621315173,
95,0.9749886621315174,
96,0.9849886621315173,
97,0.9949886621315173,
98,1.0049886621315172,
99,1.0149886621315172,
100,1.0249886621315172,
101,1.0349886621315172,
102,1.0449886621315172,
103,1.0549886621315172,
104,1.0649886621315172,
105,1.0749886621315172,
106,1.0849886621315172,
107,1.0949886621315172,
108,1.1049886621315173,
109,1.1149886621315173,
110,1.1249886621315173,
111,1.1349886621315173,
112,1.1449886621315173,
113,1.1549886621315173,
114,1.1649886621315173,
115,1.1749886621315173,
116,1.184988662131517,
117,1.194988662131517,
118,1.2049886621315171,
119,1.2149886621315171,
120,1.2249886621315171,
121,1.2349886621315171,
122,1.2449886621315172,
123,1.2549886621315172,
124,1.2649886621315172,
125,1.2749886621315172,
126,1.2849886621315172,
127,1.2949886621315172,
128,1.3049886621315172,
129,1.3149886621315172,
130,1.3249886621315172,
131,1.3349886621315172,
132,1.3449886621315172,
133,1.3549886621315173,
134,1.3649886621315173,
135,1.3749886621315173,
136,1.3849886621315173,
137,1.3949886621315173,
138,1.4049886621315173,
139,1.4149886621315173,
140,1.4249886621315173,
141,1.434988662131517,
142,1.444988662131517,
143,1.4549886621315171,
144,1.4649886621315171,
145,1.4749886621315171,
146,1.4849886621315171,
147,1.4949886621315172,
148,1.5049886621315172,
149,1.5149886621315172,
150,1.5249886621315172,
151,1.5349886621315172,
152,1.5449886621315172,
153,1.5549886621315172,
154,1.5649886621315172,
155,1.5749886621315172,
156,1.5849886621315172,
157,1.5949886621315172,
158,1.6049886621315173,
159,1.6149886621315173,
160,1.6249886621315173,
161,1.6349886621315173,
162,1.6449886621315173,
163,1.6549886621315173,
164,1.6649886621315173,
165,1.6749886621315173,
166,1.6849886621315173,
167,1.694988662131517,
168,1.7049886621315171,
169,1.7149886621315171,
170,1.7249886621315171,
171,1.7349886621315171,
172,1.7449886621315172,
173,1.7549886621315172,
174,1.7649886621315172,
175,1.7749886621315172,
176,1.7849886621315172,
177,1.7949886621315172,
178,1.8049886621315172,
179,1.8149886621315172,
180,1.8249886621315172,
181,1.8349886621315172,
182,1.8449886621315172,
183,1.8549886621315173,
184,1.8649886621315173,
185,1.8749886621315173,
186,1.8849886621315173,
187,1.8949886621315173,
188,1.9049886621315173,
189,1.9149886621315173,
190,1.9249886621315173,
191,1.9349886621315173,
192,1.944988662131517,
193,1.9549886621315171,
194,1.9649886621315171,
195,1.9749886621315171,
196,1.9849886621315171,
197,1.9949886621315172,
198,2.004988662131517,
199,2.0149886621315174,
200,2.024988662131517,
201,2.0349886621315174,
202,2.044988662131517,
203,2.0549886621315174,
204,2.064988662131517,
205,2.074988662131517,
206,2.0849886621315172,
207,2.094988662131517,
208,2.1049886621315173,
209,2.114988662131517,
210,2.1249886621315173,
211,2.134988662131517,
212,2.1449886621315173,
213,2.154988662131517,
214,2.1649886621315173,
215,2.174988662131517,
216,2.1849886621315173,
217,2.194988662131517,
218,2.2049886621315173,
219,2.214988662131517,
220,2.2249886621315174,
221,2.234988662131517,
222,2.2449886621315174,
223,2.254988662131517,
224,2.2649886621315174,
225,2.274988662131517,
226,2.2849886621315174,
227,2.294988662131517,
228,2.3049886621315174,
229,2.314988662131517,
230,2.3249886621315174,
231,2.3349886621315172,
232,2.344988662131517,
233,2.3549886621315173,
234,2.364988662131517,
235,2.3749886621315173,
236,2.384988662131517,
237,2.3949886621315173,
238,2.404988662131517,
239,2.4149886621315173,
240,2.424988662131517,
241,2.4349886621315173,
242,2.444988662131517,
243,2.4549886621315173,
244,2.464988662131517,
245,2.4749886621315174,
246,2.484988662131517,
