,time,pitch
0,0.025000000000003127,
1,0.035000000000003126,
2,0.04500000000000313,
3,0.05500000000000313,
4,0.06500000000000312,
5,0.07500000000000313,
6,0.08500000000000313,
7,0.09500000000000314,
8,0.10500000000000313,
9,0.11500000000000313,
10,0.12500000000000314,
11,0.13500000000000312,
12,0.14500000000000313,
13,0.15500000000000314,
14,0.16500000000000314,
15,0.17500000000000313,
16,0.18500000000000313,
17,0.19500000000000314,
18,0.20500000000000312,
19,0.21500000000000313,
20,0.22500000000000314,
21,0.23500000000000312,
22,0.24500000000000313,
23,0.2550000000000031,
24,0.2650000000000031,
25,0.27500000000000313,
26,0.28500000000000314,
27,0.29500000000000315,
28,0.30500000000000316,
29,0.3150000000000031,
30,0.3250000000000031,
31,0.33500000000000313,
32,0.34500000000000314,
33,0.35500000000000315,
34,0.36500000000000316,
35,0.37500000000000316,
36,0.3850000000000031,
37,0.3950000000000031,
38,0.40500000000000314,
39,0.41500000000000314,
40,0.42500000000000315,
41,0.43500000000000316,
42,0.4450000000000031,
43,0.4550000000000031,
44,0.46500000000000313,
45,0.47500000000000314,
46,0.48500000000000315,
47,0.49500000000000316,
48,0.5050000000000031,
49,0.5150000000000031,
50,0.5250000000000031,
51,0.5350000000000031,
52,0.5450000000000031,
53,0.5550000000000032,
54,0.5650000000000032,
55,0.5750000000000032,
56,0.5850000000000032,
57,0.5950000000000032,
58,0.6050000000000031,
59,0.6150000000000031,
60,0.6250000000000031,
61,0.6350000000000031,
62,0.6450000000000031,
63,0.6550000000000031,
64,0.6650000000000031,
65,0.6750000000000032,
66,0.6850000000000032,
67,0.6950000000000032,
68,0.7050000000000032,
69,0.7150000000000032,
70,0.7250000000000032,
71,0.7350000000000031,
72,0.7450000000000031,
73,0.7550000000000031,
74,0.7650000000000031,
75,0.7750000000000031,
76,0.7850000000000031,
77,0.7950000000000031,
78,0.8050000000000032,
79,0.8150000000000032,
80,0.8250000000000032,
81,0.8350000000000032,
82,0.8450000000000032,
83,0.8550000000000032,
84,0.8650000000000031,
85,0.8750000000000031,
86,0.8850000000000031,
87,0.8950000000000031,
88,0.9050000000000031,
89,0.9150000000000031,
90,0.9250000000000032,
91,0.9350000000000032,
92,0.9450000000000032,
93,0.9550000000000032,
94,0.9650000000000032,
95,0.9750000000000032,
96,0.9850000000000031,
97,0.9950000000000031,
98,1.005000000000003,
99,1.015000000000003,
100,1.025000000000003,
101,1.035000000000003,
102,1.045000000000003,
103,1.055000000000003,
104,1.065000000000003,
105,1.075000000000003,
106,1.085000000000003,
107,1.095000000000003,
108,1.105000000000003,
109,1.115000000000003,
110,1.125000000000003,
111,1.1350000000000031,
112,1.1450000000000031,
113,1.1550000000000031,
114,1.1650000000000031,
115,1.1750000000000032,
116,1.185000000000003,
117,1.195000000000003,
118,1.205000000000003,
119,1.215000000000003,
120,1.225000000000003,
121,1.235000000000003,
122,1.245000000000003,
123,1.255000000000003,
124,1.265000000000003,
125,1.275000000000003,
126,1.285000000000003,
127,1.295000000000003,
128,1.305000000000003,
129,1.315000000000003,
130,1.325000000000003,
131,1.335000000000003,
132,1.345000000000003,
133,1.355000000000003,
134,1.365000000000003,
135,1.375000000000003,
136,1.3850000000000031,
137,1.3950000000000031,
138,1.4050000000000031,
139,1.4150000000000031,
140,1.4250000000000032,
141,1.435000000000003,
142,1.445000000000003,
143,1.455000000000003,
144,1.465000000000003,109.73343496688211
145,1.475000000000003,110.21682505356094
146,1.485000000000003,109.98125253480978
147,1.495000000000003,111.14127409648611
148,1.505000000000003,112.26520311281638
149,1.515000000000003,112.99649656349757
150,1.525000000000003,114.15374478749736
151,1.535000000000003,114.93569632659447
152,1.545000000000003,115.10414803976666
153,1.555000000000003,115.8619002653764
154,1.565000000000003,115.93784550969424
155,1.575000000000003,116.12027501718244
156,1.585000000000003,116.46048253270486
157,1.595000000000003,117.42123660533261
158,1.605000000000003,117.63937996211892
159,1.615000000000003,118.65962955025157
160,1.625000000000003,119.57510078499413
161,1.6350000000000031,120.246714554098
162,1.6450000000000031,120.70664855737623
163,1.6550000000000031,122.09703411169544
164,1.6650000000000031,123.01696299855928
165,1.6750000000000032,123.25542516528489
166,1.6850000000000032,122.75948851628625
167,1.695000000000003,122.51239042579077
168,1.705000000000003,121.76890189614289
169,1.715000000000003,121.02665834878117
170,1.725000000000003,121.48622328175497
171,1.735000000000003,122.19380295414186
172,1.745000000000003,122.5014477384816
173,1.755000000000003,122.28488616868059
174,1.765000000000003,121.94260647910647
175,1.775000000000003,121.66545577219739
176,1.785000000000003,121.29631137942229
177,1.795000000000003,120.12373351260001
178,1.805000000000003,118.79715625972581
179,1.815000000000003,118.16683691275513
180,1.825000000000003,118.26018056637963
181,1.835000000000003,118.19393784600294
182,1.845000000000003,119.65932951294977
183,1.855000000000003,119.25066388839731
184,1.865000000000003,119.51369579240408
185,1.875000000000003,121.09684965281676
186,1.8850000000000031,121.17899041216381
187,1.8950000000000031,120.92192582986377
188,1.9050000000000031,120.45369003693608
189,1.9150000000000031,120.00439812737696
190,1.9250000000000032,120.19074685376754
191,1.9350000000000032,118.86569654636205
192,1.945000000000003,116.39828848187705
193,1.955000000000003,115.70818688752851
194,1.965000000000003,116.39780586290979
195,1.975000000000003,116.04814130688673
196,1.985000000000003,114.65674166182383
197,1.995000000000003,111.71160644141582
198,2.005000000000003,109.17387452503556
199,2.0150000000000032,109.63555880285337
200,2.025000000000003,108.7588149120485
201,2.0350000000000033,108.42457224113267
202,2.045000000000003,108.57743137102251
203,2.0550000000000033,107.87283182779429
204,2.065000000000003,108.10217281910776
205,2.075000000000003,108.5509029939648
206,2.085000000000003,109.8886343028513
207,2.095000000000003,112.10368143661422
208,2.105000000000003,113.7336750163556
209,2.115000000000003,113.88133182036673
210,2.125000000000003,113.83017330943177
211,2.135000000000003,114.55737299131188
212,2.145000000000003,120.37540970192009
213,2.155000000000003,116.75700437022967
214,2.165000000000003,
215,2.175000000000003,
216,2.185000000000003,115.18320215863643
217,2.195000000000003,116.74112281016616
218,2.205000000000003,117.05870000577879
219,2.215000000000003,116.87665218817813
220,2.225000000000003,
221,2.235000000000003,
222,2.245000000000003,
223,2.255000000000003,
224,2.2650000000000032,122.02816482583765
225,2.275000000000003,114.09237709529951
226,2.2850000000000033,112.13998066832235
227,2.295000000000003,112.72655196941561
228,2.3050000000000033,113.69329075774762
229,2.315000000000003,117.39508556927683
230,2.3250000000000033,123.01983452870284
231,2.335000000000003,122.39996262134555
232,2.345000000000003,118.99492345624262
233,2.355000000000003,119.33081001523317
234,2.365000000000003,121.10329194348374
235,2.375000000000003,
236,2.385000000000003,
237,2.395000000000003,
238,2.405000000000003,
239,2.415000000000003,
240,2.425000000000003,
241,2.435000000000003,
242,2.445000000000003,
243,2.455000000000003,
244,2.465000000000003,
245,2.475000000000003,101.0887990388526
246,2.485000000000003,98.8998100960047
247,2.495000000000003,97.6267932886247
248,2.505000000000003,96.166842686927
249,2.5150000000000032,96.44383702046837
250,2.525000000000003,97.25629522866323
251,2.5350000000000033,97.45004078663462
252,2.545000000000003,96.86109444550198
253,2.5550000000000033,95.55877771234326
254,2.565000000000003,90.14153298250545
255,2.5750000000000033,81.81850471240627
256,2.585000000000003,82.5195876718167
257,2.595000000000003,96.92682276673875
258,2.605000000000003,98.37685929910027
259,2.615000000000003,84.34249353693822
260,2.625000000000003,95.5488370464557
261,2.635000000000003,98.6139706974981
262,2.645000000000003,99.06787193595032
263,2.655000000000003,97.46389352721295
264,2.665000000000003,96.10865392160514
265,2.675000000000003,94.870679185473
266,2.685000000000003,95.05718712767114
267,2.695000000000003,97.17890363400386
268,2.705000000000003,98.71426895904031
269,2.715000000000003,102.98767460181105
270,2.725000000000003,101.33939205352787
271,2.735000000000003,102.77192728076844
272,2.745000000000003,100.92046530234116
273,2.755000000000003,98.91367013528041
274,2.7650000000000032,98.72410444630975
275,2.775000000000003,97.0326291523351
276,2.7850000000000033,98.91836745966457
277,2.795000000000003,99.41738255635065
278,2.8050000000000033,100.5885883632957
279,2.815000000000003,100.03379478596173
280,2.8250000000000033,99.58788605540312
281,2.835000000000003,99.08431067293961
282,2.845000000000003,98.99884761066043
283,2.855000000000003,95.05988169359512
284,2.865000000000003,85.25170409808912
285,2.875000000000003,85.76060817061126
286,2.885000000000003,96.72624766642332
287,2.895000000000003,98.61183223485084
288,2.905000000000003,98.89579144220336
289,2.915000000000003,99.39111385963035
290,2.925000000000003,
291,2.935000000000003,
292,2.945000000000003,
293,2.955000000000003,
294,2.965000000000003,
295,2.975000000000003,
296,2.985000000000003,
297,2.995000000000003,
298,3.005000000000003,
299,3.0150000000000032,
300,3.025000000000003,
301,3.0350000000000033,
302,3.045000000000003,
303,3.0550000000000033,
304,3.065000000000003,
305,3.0750000000000033,105.62119143601524
306,3.085000000000003,99.27990968188432
307,3.0950000000000033,97.77711936763579
308,3.105000000000003,96.38916762766725
309,3.115000000000003,96.18021084773672
310,3.125000000000003,96.25369920420438
311,3.135000000000003,96.92490364189179
312,3.145000000000003,97.71492976818003
313,3.155000000000003,97.31760005987775
314,3.165000000000003,97.69797975444409
315,3.175000000000003,99.0948113516688
316,3.185000000000003,100.27933216021655
317,3.195000000000003,100.61912939350186
318,3.205000000000003,99.44471736964765
319,3.215000000000003,85.21363901577621
320,3.225000000000003,131.49176954540417
321,3.235000000000003,122.39699484145386
322,3.245000000000003,102.99067397531408
323,3.255000000000003,103.06139776354777
