,Unnamed: 0.1,Unnamed: 0.1.1,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude,time,pitch
0,0,0,i,2.79,2.94,100.0,0.15,1,0.15,0.0,0.768535697437443,2.865,87.14538191866609
1,1,1,met,2.94,3.15,100.0,0.21,3,0.06999999999999999,0.0,0.6989345979681026,3.045,79.19521840875362
2,2,2,a,3.15,3.24,100.0,0.09,1,0.09,0.029999999999999805,0.5875797153007264,3.1950000000000003,70.48359015525163
3,3,3,traveller,3.27,3.72,100.0,0.45,9,0.05,0.029999999999999805,0.46769068010002507,3.495,76.21222757121846
4,4,4,from,3.75,3.9,100.0,0.15,4,0.0375,0.0,0.4807507153999774,3.825,64.56461596906105
5,5,5,an,3.9,3.99,100.0,0.09,2,0.045,0.0,0.48891365608832765,3.945,71.4257987944896
6,6,6,antique,3.99,4.41,100.0,0.42,7,0.06,0.0,0.6971024662158368,4.2,80.75975957021305
7,7,7,land,4.41,4.77,100.0,0.36,4,0.09,0.0,0.7095906344068565,4.59,
8,8,8,who,4.77,4.95,100.0,0.18,3,0.06,0.0,0.5490195957419578,4.859999999999999,
9,9,9,said,4.95,5.4,100.0,0.45,4,0.1125,1.08,0.5479072073423559,5.175000000000001,
10,10,10,two,6.48,6.66,73.7794,0.18,3,0.06,0.0,0.6826849255022643,6.57,96.8664780300212
11,11,11,vast,6.66,7.29,100.0,0.63,4,0.1575,0.17999999999999972,0.4536519545207519,6.975,78.27604070226468
12,12,12,and,7.47,7.62,100.0,0.15,3,0.049999999999999996,0.0,0.5477044167265788,7.545,75.93947902455986
13,13,13,chocolate,7.62,8.01,51.6642,0.39,9,0.043333333333333335,0.08536100000000069,0.6988144078274834,7.814999999999999,87.26541700180232
14,14,14,legs,8.095361,8.43,100.0,0.334639,4,0.08365975,0.0,0.583759698464954,8.2626805,109.5289951292486
15,15,15,of,8.43,8.52,100.0,0.09,2,0.045,0.0,0.5073547097031137,8.475,
16,16,16,stone,8.52,9.06,100.0,0.54,5,0.10800000000000001,0.3899999999999988,0.4800010167369199,8.79,80.04642523696342
17,17,17,stand,9.45,9.96,100.0,0.51,5,0.10200000000000001,0.0,0.5911053751457496,9.705,102.6786590894545
18,18,18,in,9.96,10.05,100.0,0.09,2,0.045,0.0,0.5405200122642233,10.005,104.26321496196239
19,19,19,the,10.05,10.14,100.0,0.09,3,0.03,0.0,0.5335761201578155,10.095,102.16420922841854
20,20,20,desert,10.14,10.56,100.0,0.42,6,0.06999999999999999,0.8699999999999992,0.4667636244816166,10.35,96.10498665591254
