,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time
0,yeah,12.36,12.36,0.0,6.18,1,4,0.0,,6.18,12.36
1,the,18.54,18.54,0.0,0.5199999999999996,1,3,0.0,,0.5199999999999996,18.54
2,president,19.06,19.38,0.3200000000000003,1.4600000000000009,1,9,0.03555555555555559,0.2317727776117065,1.4600000000000009,19.22
3,mister,20.84,21.02,0.1799999999999997,0.0399999999999991,0,6,0.029999999999999947,0.0809555508991112,0.03999999999999915,20.93
4,vice,21.06,21.28,0.2200000000000024,0.0399999999999991,0,4,0.0550000000000006,0.5208054523516751,0.03999999999999915,21.17
5,president,21.32,21.74,0.4199999999999981,1.16,0,9,0.046666666666666454,0.3696395854938761,1.1600000000000001,21.53
6,governor,22.9,23.28,0.3800000000000025,1.7999999999999972,0,8,0.04750000000000031,0.416352449769251,1.7999999999999972,23.09
7,congressman,25.08,25.5,0.4200000000000017,0.0599999999999987,1,11,0.03818181818181834,0.1556647452054009,0.05999999999999872,25.29
8,thomas,25.56,26.0,0.4400000000000013,1.120000000000001,1,6,0.07333333333333354,0.3261765410531295,1.120000000000001,25.78
9,senator,27.12,27.4,0.2799999999999976,0.0600000000000022,1,7,0.039999999999999654,0.125259692713739,0.060000000000002274,27.259999999999998
10,wylley,27.46,27.88,0.4199999999999981,0.0199999999999995,1,6,0.06999999999999969,0.5966532790476672,0.019999999999999574,27.67
11,and,27.9,27.94,0.0400000000000027,0.0599999999999987,1,3,0.013333333333334233,0.1189692684712729,0.05999999999999872,27.92
12,congressman,28.0,28.46,0.4600000000000008,0.0399999999999991,1,11,0.04181818181818189,0.1271685213190961,0.03999999999999915,28.23
13,miller,28.5,28.78,0.2800000000000011,0.9800000000000004,1,6,0.04666666666666685,0.4830375493098512,0.9800000000000004,28.64
14,mister,29.76,29.98,0.2199999999999988,0.0599999999999987,0,6,0.036666666666666466,0.0,0.05999999999999872,29.87
15,webb,30.04,30.42,0.3800000000000025,0.9399999999999976,0,4,0.09500000000000063,0.5937092431273274,0.9399999999999977,30.23
16,now,31.36,31.68,0.3200000000000003,1.3400000000000034,0,3,0.10666666666666676,0.6554225357386325,1.3400000000000034,31.52
17,scientists,33.02,33.64,0.6199999999999974,0.740000000000002,1,10,0.06199999999999974,0.2552516395513521,0.740000000000002,33.33
18,distinguished,34.38,34.78,0.3999999999999986,0.0600000000000022,1,13,0.03076923076923066,0.1135272233065617,0.060000000000002274,34.58
