,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time
0,yeah,0.32,0.32,0.0,5.0,1,4,0.0,,5.0,0.32
1,the,5.32,5.38,0.0599999999999996,0.1000000000000005,1,3,0.01999999999999987,0.2462512280544211,0.10000000000000053,5.35
2,thing,5.48,5.64,0.1599999999999992,0.04,1,5,0.03199999999999984,0.8413141099227318,0.040000000000000036,5.5600000000000005
3,that,5.68,5.82,0.1400000000000005,0.6600000000000001,1,4,0.03500000000000013,0.7203142916847619,0.6600000000000001,5.75
4,i'm,6.48,6.6,0.1199999999999992,0.04,1,3,0.03999999999999974,0.2652316926078139,0.040000000000000036,6.54
5,just,6.64,6.74,0.1000000000000005,0.0199999999999995,1,4,0.025000000000000126,0.424595246184531,0.019999999999999574,6.6899999999999995
6,gonna,6.76,6.88,0.1200000000000001,0.0600000000000005,1,5,0.02400000000000002,0.2635074891904453,0.0600000000000005,6.82
7,emphasize,6.94,7.4,0.4599999999999999,0.0599999999999996,1,9,0.0511111111111111,0.295553018171179,0.05999999999999961,7.17
8,from,7.46,7.54,0.08,0.0199999999999995,1,4,0.02,0.3010417236343388,0.019999999999999574,7.5
9,the,7.56,7.62,0.0600000000000005,0.0599999999999996,1,3,0.020000000000000167,0.3665836586500126,0.05999999999999961,7.59
10,start,7.68,8.0,0.3200000000000003,0.2799999999999993,1,5,0.06400000000000006,0.333021760954663,0.27999999999999936,7.84
11,that,8.28,8.4,0.120000000000001,0.0199999999999995,1,4,0.03000000000000025,0.2377815192803401,0.019999999999999574,8.34
12,i,8.42,8.44,0.0199999999999995,0.0600000000000005,1,1,0.0199999999999995,0.3332148405751399,0.0600000000000005,8.43
13,think,8.5,8.66,0.1600000000000001,0.0199999999999995,1,5,0.032000000000000015,0.2945199911009697,0.019999999999999574,8.58
14,is,8.68,8.78,0.0999999999999996,0.0400000000000009,1,2,0.0499999999999998,0.337066379482162,0.040000000000000924,8.73
15,the,8.82,8.88,0.0600000000000005,0.0399999999999991,1,3,0.020000000000000167,0.2227614037913418,0.03999999999999915,8.850000000000001
16,really,8.92,9.12,0.1999999999999993,0.1000000000000014,1,6,0.033333333333333215,0.4676735744877412,0.10000000000000142,9.02
17,hard,9.22,9.54,0.3199999999999985,0.0400000000000009,1,4,0.07999999999999963,0.3553543637748124,0.040000000000000924,9.379999999999999
18,thing,9.58,9.84,0.2599999999999998,0.08,1,5,0.051999999999999956,0.2163144211689087,0.08000000000000007,9.71
19,for,9.92,10.1,0.1799999999999997,0.7200000000000006,1,3,0.059999999999999894,0.1342812057868321,0.7200000000000006,10.01
20,well,10.82,10.96,0.1400000000000005,0.0199999999999995,1,4,0.03500000000000013,0.4571597728705551,0.019999999999999574,10.89
21,for,10.98,11.08,0.0999999999999996,0.0399999999999991,1,3,0.0333333333333332,0.1999735691754718,0.03999999999999915,11.030000000000001
22,engineers,11.12,11.6,0.4800000000000004,0.0199999999999995,1,9,0.05333333333333338,0.5940226168239181,0.019999999999999574,11.36
23,but,11.62,11.7,0.08,0.0400000000000009,1,3,0.02666666666666667,0.3681533070051865,0.040000000000000924,11.66
24,especially,11.74,12.1,0.3599999999999994,0.0600000000000005,1,10,0.035999999999999935,0.2578099062034211,0.0600000000000005,11.92
25,the,12.16,12.22,0.0600000000000005,0.0399999999999991,1,3,0.020000000000000167,0.1906237400491208,0.03999999999999915,12.190000000000001
26,non,12.26,12.54,0.2799999999999993,0.0400000000000009,1,3,0.0933333333333331,0.437928061653949,0.040000000000000924,12.399999999999999
27,engineers,12.58,13.14,0.5600000000000005,0.6199999999999992,1,9,0.062222222222222276,0.2400293327146313,0.6199999999999992,12.86
28,is,13.76,13.96,0.200000000000001,0.0399999999999991,1,2,0.1000000000000005,0.4104343543811016,0.03999999999999915,13.86
29,that,14.0,14.24,0.2400000000000002,0.3599999999999994,1,4,0.06000000000000005,0.5354616662331141,0.35999999999999943,14.120000000000001
30,the,14.6,14.68,0.08,0.0999999999999996,1,3,0.02666666666666667,0.4011894882587751,0.09999999999999964,14.64
31,advent,14.78,15.22,0.4400000000000013,0.0399999999999991,1,6,0.07333333333333354,0.3550025879663225,0.03999999999999915,15.0
32,of,15.26,15.36,0.0999999999999996,0.0600000000000005,1,2,0.0499999999999998,0.189677881994265,0.0600000000000005,15.309999999999999
33,these,15.42,15.58,0.1600000000000001,0.0399999999999991,1,5,0.032000000000000015,0.2990736795453741,0.03999999999999915,15.5
34,a,15.62,15.74,0.120000000000001,0.0600000000000005,1,1,0.120000000000001,0.1930296955860783,0.0600000000000005,15.68
35,i,15.8,15.86,0.0599999999999987,0.1000000000000014,1,1,0.0599999999999987,0.3360570352394025,0.10000000000000142,15.83
36,systems,15.96,16.62,0.6600000000000001,0.0999999999999978,1,7,0.0942857142857143,0.1725082487013981,0.09999999999999787,16.29
37,are,16.72,16.84,0.120000000000001,0.0399999999999991,1,3,0.040000000000000334,0.1881858391081965,0.03999999999999915,16.78
38,really,16.88,17.08,0.1999999999999993,0.0800000000000018,1,6,0.033333333333333215,0.4021714325467737,0.08000000000000185,16.979999999999997
39,requiring,17.16,17.8,0.6400000000000006,0.1999999999999993,1,9,0.07111111111111118,0.3118574434063837,0.1999999999999993,17.48
40,us,18.0,18.22,0.2199999999999988,0.3800000000000025,1,2,0.1099999999999994,0.3810966909094184,0.38000000000000256,18.11
41,as,18.6,18.76,0.1600000000000001,0.0799999999999983,1,2,0.08000000000000004,0.2687370643955387,0.0799999999999983,18.68
42,people,18.84,19.34,0.5,0.120000000000001,1,6,0.08333333333333333,0.1829794104529538,0.120000000000001,19.09
43,to,19.46,19.54,0.0799999999999983,0.0800000000000018,1,2,0.03999999999999915,0.1081564186637384,0.08000000000000185,19.5
44,formalize,19.62,20.38,0.759999999999998,0.3000000000000007,1,9,0.08444444444444422,0.4472440690895639,0.3000000000000007,20.0
45,what,20.68,20.86,0.1799999999999997,0.0399999999999991,1,4,0.04499999999999992,0.440917361492799,0.03999999999999915,20.77
46,we,20.9,20.98,0.0800000000000018,0.0799999999999983,1,2,0.0400000000000009,0.4285710393344182,0.0799999999999983,20.939999999999998
47,think,21.06,21.26,0.2000000000000028,0.0199999999999995,1,5,0.040000000000000556,0.2492587752621578,0.019999999999999574,21.16
48,are,21.28,21.36,0.0799999999999983,0.0600000000000022,1,3,0.0266666666666661,0.2170420670392738,0.060000000000002274,21.32
49,successful,21.42,21.94,0.5199999999999996,0.0599999999999987,1,10,0.051999999999999956,0.1328008545454547,0.05999999999999872,21.68
50,outcomes,22.0,22.6,0.6000000000000014,0.3200000000000003,1,8,0.07500000000000018,0.1541253883536519,0.3200000000000003,22.3
51,in,22.92,23.04,0.1199999999999974,0.0399999999999991,1,2,0.0599999999999987,0.1697368951730005,0.03999999999999915,22.98
52,ways,23.08,23.28,0.2000000000000028,0.0,1,4,0.0500000000000007,0.7371526483881962,0.0,23.18
