,Word,Start,End,length,time_spent,std_time_spent,speed,post_space,time
0,the,5.38,5.38,3,0.0,0.0,inf,2.1799999999999997,5.38
1,the,7.56,7.56,3,0.0,0.0,inf,2.1000000000000005,7.56
2,the,9.66,9.66,3,0.0,0.0,inf,1.6199999999999992,9.66
3,the,11.28,11.28,3,0.0,0.0,inf,1.6400000000000006,11.28
4,so,12.92,13.06,2,0.1400000000000005,0.07000000000000026,14.285714285714228,0.5599999999999987,12.99
5,i'll,13.62,13.82,4,0.200000000000001,0.05000000000000025,19.999999999999893,0.03999999999999915,13.719999999999999
6,be,13.86,13.94,2,0.08,0.04,24.99999999999998,0.040000000000000924,13.899999999999999
7,speaking,13.98,14.3,8,0.3200000000000003,0.040000000000000036,24.99999999999998,0.019999999999999574,14.14
8,to,14.32,14.38,2,0.0600000000000005,0.03000000000000025,33.33333333333306,0.03999999999999915,14.350000000000001
9,you,14.42,14.48,3,0.0600000000000005,0.020000000000000167,49.99999999999959,0.08000000000000007,14.45
10,using,14.56,14.8,5,0.2400000000000002,0.04800000000000004,20.833333333333314,0.05999999999999872,14.68
11,language,14.86,15.36,8,0.5,0.0625,16.0,0.7800000000000011,15.11
12,because,16.14,16.46,7,0.3200000000000003,0.045714285714285756,21.874999999999982,0.03999999999999915,16.3
13,i,16.5,16.54,1,0.0399999999999991,0.0399999999999991,25.000000000000533,0.10000000000000142,16.52
14,can,16.64,16.9,3,0.259999999999998,0.086666666666666,11.538461538461627,0.7200000000000024,16.77
15,this,17.62,17.78,4,0.1600000000000001,0.04000000000000002,24.99999999999998,0.03999999999999915,17.700000000000003
16,is,17.82,17.92,2,0.1000000000000014,0.0500000000000007,19.99999999999972,0.05999999999999872,17.87
17,one,17.98,18.14,3,0.1600000000000001,0.053333333333333365,18.749999999999982,0.0,18.060000000000002
18,of,18.14,18.2,2,0.0599999999999987,0.02999999999999935,33.333333333334046,0.03999999999999915,18.17
19,these,18.24,18.38,5,0.1400000000000005,0.0280000000000001,35.714285714285566,0.060000000000002274,18.31
20,magical,18.44,18.84,7,0.3999999999999986,0.05714285714285694,17.500000000000064,0.03999999999999915,18.64
21,abilities,18.88,19.38,9,0.5,0.05555555555555555,18.0,0.060000000000002274,19.13
22,that,19.44,19.54,4,0.0999999999999978,0.02499999999999945,40.00000000000085,0.060000000000002274,19.490000000000002
23,we,19.6,19.66,2,0.0599999999999987,0.02999999999999935,33.333333333334046,0.0799999999999983,19.630000000000003
24,humans,19.74,20.12,6,0.3800000000000025,0.06333333333333376,15.78947368421042,0.05999999999999872,19.93
25,have,20.18,20.56,4,0.379999999999999,0.09499999999999975,10.526315789473712,0.5800000000000018,20.369999999999997
26,we,21.14,21.24,2,0.0999999999999978,0.0499999999999989,20.000000000000423,0.060000000000002274,21.189999999999998
27,can,21.3,21.44,3,0.1400000000000005,0.046666666666666835,21.428571428571345,0.13999999999999702,21.37
28,transmit,21.58,22.32,8,0.740000000000002,0.09250000000000025,10.810810810810782,0.23999999999999844,21.95
29,really,22.56,22.78,6,0.2200000000000024,0.03666666666666706,27.27272727272697,0.0799999999999983,22.67
30,complicated,22.86,23.48,11,0.620000000000001,0.056363636363636456,17.74193548387094,0.0799999999999983,23.17
31,thoughts,23.56,24.04,8,0.4800000000000004,0.06000000000000005,16.666666666666654,0.1999999999999993,23.799999999999997
32,to,24.24,24.32,2,0.0800000000000018,0.0400000000000009,24.999999999999424,0.05999999999999872,24.28
33,one,24.38,24.54,3,0.1600000000000001,0.053333333333333365,18.749999999999982,0.019999999999999574,24.46
34,another,24.56,24.9,7,0.3399999999999998,0.04857142857142854,20.588235294117656,0.5800000000000018,24.729999999999997
35,so,25.48,25.58,2,0.0999999999999978,0.0499999999999989,20.000000000000423,0.060000000000002274,25.53
36,what,25.64,25.74,4,0.0999999999999978,0.02499999999999945,40.00000000000085,0.020000000000003126,25.689999999999998
37,i'm,25.76,25.84,3,0.0799999999999983,0.0266666666666661,37.5000000000008,0.019999999999999574,25.8
38,doing,25.86,26.08,5,0.2199999999999988,0.04399999999999976,22.727272727272844,0.060000000000002274,25.97
39,right,26.14,26.28,5,0.1400000000000005,0.0280000000000001,35.714285714285566,0.03999999999999915,26.21
40,now,26.32,26.58,3,0.259999999999998,0.086666666666666,11.538461538461627,0.060000000000002274,26.45
41,is,26.64,26.76,2,0.120000000000001,0.0600000000000005,16.66666666666653,0.05999999999999872,26.700000000000003
42,i'm,26.82,27.0,3,0.1799999999999997,0.059999999999999894,16.666666666666693,0.4800000000000004,26.91
43,making,27.48,27.78,6,0.3000000000000007,0.05000000000000012,19.999999999999957,0.09999999999999787,27.630000000000003
44,sounds,27.88,28.26,6,0.3800000000000025,0.06333333333333376,15.78947368421042,0.05999999999999872,28.07
45,with,28.32,28.44,4,0.120000000000001,0.03000000000000025,33.33333333333306,0.05999999999999872,28.380000000000003
46,my,28.5,28.62,2,0.120000000000001,0.0600000000000005,16.66666666666653,0.0799999999999983,28.560000000000002
47,mouth,28.7,29.06,5,0.3599999999999994,0.07199999999999987,13.88888888888891,0.060000000000002274,28.88
48,as,29.12,29.26,2,0.1400000000000005,0.07000000000000026,14.285714285714228,0.03999999999999915,29.19
49,i'm,29.3,29.4,3,0.0999999999999978,0.0333333333333326,30.00000000000064,0.0400000000000027,29.35
50,mix,29.44,29.66,3,0.2199999999999988,0.07333333333333293,13.636363636363706,0.019999999999999574,29.55
51,hailing,29.68,30.08,7,0.3999999999999986,0.05714285714285694,17.500000000000064,0.020000000000003126,29.88
52,and,30.1,30.16,3,0.0599999999999987,0.019999999999999567,50.000000000001066,0.05999999999999872,30.130000000000003
53,making,30.22,30.48,6,0.2600000000000015,0.043333333333333585,23.076923076922935,0.09999999999999787,30.35
54,tones,30.58,31.1,5,0.5200000000000031,0.10400000000000062,9.615384615384558,0.03999999999999915,30.84
55,and,31.14,31.24,3,0.0999999999999978,0.0333333333333326,30.00000000000064,0.060000000000002274,31.189999999999998
56,hissism,31.3,31.74,7,0.4399999999999977,0.06285714285714253,15.909090909090992,0.060000000000002274,31.52
57,puffs,31.8,32.22,5,0.4199999999999981,0.08399999999999962,11.904761904761957,0.46000000000000085,32.01
58,and,32.68,32.82,3,0.1400000000000005,0.046666666666666835,21.428571428571345,0.020000000000003126,32.75
59,those,32.84,33.02,5,0.1799999999999997,0.035999999999999935,27.77777777777782,0.01999999999999602,32.93000000000001
60,are,33.04,33.12,3,0.0799999999999983,0.0266666666666661,37.5000000000008,0.03999999999999915,33.08
61,creating,33.16,33.52,8,0.3600000000000065,0.04500000000000081,22.22222222222182,0.09999999999999432,33.34
62,air,33.62,33.82,3,0.2000000000000028,0.0666666666666676,14.999999999999789,0.060000000000002274,33.72
63,vibrations,33.88,34.56,10,0.6799999999999997,0.06799999999999998,14.705882352941185,0.0799999999999983,34.22
64,in,34.64,34.74,2,0.1000000000000014,0.0500000000000007,19.99999999999972,0.03999999999999915,34.69
65,the,34.78,34.84,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.05999999999999517,34.81
66,air,34.9,35.18,3,0.2800000000000011,0.0933333333333337,10.714285714285673,0.5600000000000023,35.04
67,those,35.74,35.94,5,0.1999999999999957,0.03999999999999914,25.000000000000533,0.03999999999999915,35.84
68,air,35.98,36.12,3,0.1400000000000005,0.046666666666666835,21.428571428571345,0.03999999999999915,36.05
69,vibrations,36.16,36.62,10,0.4600000000000008,0.04600000000000008,21.739130434782567,0.020000000000003126,36.39
70,are,36.64,36.72,3,0.0799999999999983,0.0266666666666661,37.5000000000008,0.060000000000002274,36.68
71,travelling,36.78,37.26,10,0.4799999999999969,0.04799999999999969,20.83333333333347,0.060000000000002274,37.019999999999996
72,to,37.32,37.4,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.10000000000000142,37.36
73,you,37.5,37.76,3,0.259999999999998,0.086666666666666,11.538461538461627,0.46000000000000085,37.629999999999995
74,they're,38.22,38.38,7,0.1600000000000037,0.022857142857143384,43.74999999999899,0.03999999999999915,38.3
75,hitting,38.42,38.66,7,0.2399999999999948,0.034285714285713545,29.16666666666729,0.04000000000000625,38.54
76,your,38.7,38.8,4,0.0999999999999943,0.024999999999998575,40.000000000002274,0.04000000000000625,38.75
77,ear,38.84,39.02,3,0.1799999999999997,0.059999999999999894,16.666666666666693,0.03999999999999915,38.93000000000001
78,drums,39.06,39.56,5,0.5,0.1,10.0,0.4399999999999977,39.31
79,and,40.0,40.16,3,0.1599999999999966,0.0533333333333322,18.7500000000004,0.020000000000003126,40.08
80,then,40.18,40.32,4,0.1400000000000005,0.03500000000000013,28.571428571428456,0.03999999999999915,40.25
81,your,40.36,40.5,4,0.1400000000000005,0.03500000000000013,28.571428571428456,0.0799999999999983,40.43
82,brain,40.58,41.08,5,0.5,0.1,10.0,0.240000000000002,40.83
83,takes,41.32,41.82,5,0.5,0.1,10.0,0.3999999999999986,41.57
84,those,42.22,42.44,5,0.2199999999999988,0.04399999999999976,22.727272727272844,0.03999999999999915,42.33
85,vibrations,42.48,43.34,10,0.8600000000000065,0.08600000000000066,11.627906976744098,0.05999999999999517,42.91
86,from,43.4,43.56,4,0.1600000000000037,0.040000000000000924,24.999999999999424,0.01999999999999602,43.480000000000004
87,your,43.58,43.68,4,0.1000000000000014,0.02500000000000035,39.99999999999943,0.03999999999999915,43.629999999999995
88,ear,43.72,43.88,3,0.1600000000000037,0.053333333333334565,18.749999999999567,0.01999999999999602,43.8
89,drums,43.9,44.26,5,0.3599999999999994,0.07199999999999987,13.88888888888891,0.35999999999999943,44.08
90,and,44.62,44.76,3,0.1400000000000005,0.046666666666666835,21.428571428571345,0.060000000000002274,44.69
91,transforms,44.82,45.46,10,0.6400000000000006,0.06400000000000006,15.624999999999986,0.03999999999999915,45.14
92,them,45.5,45.66,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.060000000000002274,45.58
93,into,45.72,46.08,4,0.3599999999999994,0.08999999999999984,11.111111111111128,0.7199999999999989,45.9
