,Unnamed: 0,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude
0,0,i,15.33,15.51,100.0,0.18,1,0.7142857142857143,0.0,0.6209117006272713
1,1,met,15.51,15.87,100.0,0.36,3,0.42857142857142855,0.0,0.44533675656700666
2,2,a,15.87,15.93,100.0,0.06,1,0.14285714285714285,0.030000000000001137,0.1376503346381966
3,3,traveller,15.96,16.65,100.0,0.69,9,0.2222222222222222,0.21000000000000085,0.1900592328699453
4,4,from,16.86,17.1,100.0,0.24,4,0.14285714285714285,0.0,0.12410341556595976
5,5,an,17.1,17.28,100.0,0.18,2,0.2857142857142857,0.11999999999999744,0.14625261956570113
6,6,antique,17.4,17.97,100.0,0.57,7,0.24489795918367344,0.0,0.1700651565716393
7,7,land,17.97,18.54,100.0,0.57,4,0.5357142857142857,0.5399999999999991,0.1616576246871632
8,8,who,19.08,19.23,100.0,0.15,3,0.09523809523809523,0.0,0.23203040254787033
9,9,said,19.23,19.68,100.0,0.45,4,0.3928571428571429,1.0800000000000018,0.19392641830466262
10,10,too,20.76,21.06,86.0061,0.3,3,0.3333333333333333,0.0,0.19294594328514947
11,11,fast,21.06,21.69,100.0,0.63,4,0.6071428571428572,0.029999999999997584,0.2984911729475687
12,12,and,21.72,21.9,100.0,0.18,3,0.14285714285714285,0.0,0.13346748494388933
13,13,trunk,21.9,22.26,99.4398,0.36,5,0.19999999999999998,0.0,0.082633993891386
14,14,loose,22.26,22.5,64.399,0.24,5,0.08571428571428573,0.0,0.11129450118494387
15,15,legs,22.5,22.89,100.0,0.39,4,0.32142857142857145,0.0,0.19093545854029587
16,16,of,22.89,23.01,100.0,0.12,2,0.14285714285714285,0.0,0.06467158328127821
17,17,stone,23.01,23.67,100.0,0.66,5,0.48571428571428577,0.05999999999999872,0.14756488336325616
18,18,stand,23.73,24.39,100.0,0.66,5,0.48571428571428577,0.0,0.2054949127219184
19,19,in,24.39,24.51,100.0,0.12,2,0.14285714285714285,0.0,0.03312111615318991
20,20,the,24.51,24.63,100.0,0.12,3,0.04761904761904763,0.0,0.041772407826745295
