,Word,Start,End,length,time_spent,std_time_spent,post_space
0,look,0.66,0.78,4,0.12,0.03,0.05999999999999994
1,mitch,0.84,1.02,5,0.18000000000000005,0.03600000000000001,0.040000000000000036
2,mcconnell's,1.06,1.54,11,0.48,0.04363636363636363,0.040000000000000036
3,a,1.58,1.62,1,0.040000000000000036,0.040000000000000036,0.039999999999999813
4,disaster,1.66,2.28,8,0.6199999999999999,0.07749999999999999,0.10000000000000009
5,the,2.38,2.44,3,0.06000000000000005,0.020000000000000018,0.040000000000000036
6,republicans,2.48,3.14,11,0.6600000000000001,0.06000000000000001,0.040000000000000036
7,have,3.18,3.34,4,0.1599999999999997,0.039999999999999925,0.040000000000000036
8,to,3.38,3.44,2,0.06000000000000005,0.030000000000000027,0.06000000000000005
9,get,3.5,3.62,3,0.1200000000000001,0.040000000000000036,0.020000000000000018
10,a,3.64,3.68,1,0.040000000000000036,0.040000000000000036,0.06000000000000005
11,new,3.74,3.88,3,0.13999999999999968,0.04666666666666656,0.040000000000000036
12,leader,3.92,4.22,6,0.2999999999999998,0.04999999999999997,0.40000000000000036
13,mitch,4.62,4.84,5,0.21999999999999975,0.04399999999999995,0.040000000000000036
14,mcconnell,4.88,5.34,9,0.45999999999999996,0.05111111111111111,0.040000000000000036
15,allowed,5.38,5.74,7,0.3600000000000003,0.051428571428571476,0.040000000000000036
16,this,5.78,5.94,4,0.16000000000000014,0.040000000000000036,0.019999999999999574
17,to,5.96,6.06,2,0.09999999999999964,0.04999999999999982,0.0600000000000005
18,happen,6.12,6.52,6,0.39999999999999947,0.06666666666666658,0.2600000000000007
19,the,6.78,6.86,3,0.08000000000000007,0.02666666666666669,0.09999999999999964
20,unfrastructure,6.96,7.72,14,0.7599999999999998,0.05428571428571427,0.040000000000000036
21,bill,7.76,7.92,4,0.16000000000000014,0.040000000000000036,0.020000000000000462
22,i,7.94,7.98,1,0.040000000000000036,0.040000000000000036,0.08000000000000007
23,call,8.06,8.24,4,0.17999999999999972,0.04499999999999993,0.019999999999999574
24,it,8.26,8.36,2,0.09999999999999964,0.04999999999999982,0.08000000000000007
25,unfrastruction,8.44,9.12,14,0.6799999999999997,0.04857142857142855,0.0600000000000005
26,on,9.18,9.28,2,0.09999999999999964,0.04999999999999982,0.0600000000000005
27,infrastructure,9.34,9.92,14,0.5800000000000001,0.04142857142857143,0.019999999999999574
28,it's,9.94,10.02,4,0.08000000000000007,0.020000000000000018,0.040000000000000924
29,only,10.06,10.24,4,0.17999999999999972,0.04499999999999993,0.08000000000000007
30,nine,10.32,10.54,4,0.21999999999999886,0.054999999999999716,0.0600000000000005
31,percent,10.6,11.04,7,0.4399999999999995,0.06285714285714279,0.0600000000000005
32,infrastructure,11.1,11.84,14,0.7400000000000002,0.05285714285714287,0.5
33,so,12.34,12.46,2,0.120000000000001,0.0600000000000005,0.0799999999999983
34,that,12.54,12.68,4,0.14000000000000057,0.03500000000000014,0.040000000000000924
35,means,12.72,12.96,5,0.2400000000000002,0.04800000000000004,0.019999999999999574
36,you,12.98,13.04,3,0.05999999999999872,0.019999999999999574,0.0600000000000005
37,take,13.1,13.36,4,0.2599999999999998,0.06499999999999995,0.2400000000000002
38,ninety,13.6,14.0,6,0.40000000000000036,0.06666666666666672,0.08000000000000007
39,percent,14.08,14.54,7,0.4599999999999991,0.06571428571428559,0.120000000000001
40,ninety,14.66,14.98,6,0.3200000000000003,0.05333333333333338,0.08000000000000007
41,one,15.06,15.22,3,0.16000000000000014,0.05333333333333338,0.05999999999999872
42,percent,15.28,15.66,7,0.3800000000000008,0.054285714285714395,0.03999999999999915
43,of,15.7,15.8,2,0.10000000000000142,0.05000000000000071,0.08000000000000007
44,the,15.88,15.98,3,0.09999999999999964,0.033333333333333215,0.120000000000001
45,money,16.1,16.36,5,0.259999999999998,0.0519999999999996,0.060000000000002274
46,that,16.42,16.5,4,0.0799999999999983,0.019999999999999574,0.03999999999999915
47,we're,16.54,16.64,5,0.10000000000000142,0.020000000000000285,0.03999999999999915
48,raising,16.68,17.06,7,0.379999999999999,0.054285714285714146,0.019999999999999574
49,is,17.08,17.18,2,0.10000000000000142,0.05000000000000071,0.03999999999999915
50,going,17.22,17.32,5,0.10000000000000142,0.020000000000000285,0.0
51,to,17.32,17.36,2,0.03999999999999915,0.019999999999999574,0.03999999999999915
52,be,17.4,17.46,2,0.060000000000002274,0.030000000000001137,0.0799999999999983
53,thrown,17.54,17.84,6,0.3000000000000007,0.05000000000000012,0.03999999999999915
54,out,17.88,18.04,3,0.16000000000000014,0.05333333333333338,0.019999999999999574
55,the,18.06,18.14,3,0.08000000000000185,0.026666666666667282,0.03999999999999915
56,window,18.18,18.56,6,0.379999999999999,0.06333333333333317,0.5400000000000027
57,in,19.1,19.2,2,0.09999999999999787,0.049999999999998934,0.03999999999999915
58,order,19.24,19.44,5,0.20000000000000284,0.04000000000000057,0.019999999999999574
59,to,19.46,19.52,2,0.05999999999999872,0.02999999999999936,0.05999999999999872
60,get,19.58,19.72,3,0.14000000000000057,0.046666666666666856,0.08000000000000185
61,nine,19.8,20.0,4,0.1999999999999993,0.04999999999999982,0.03999999999999915
62,percent,20.04,20.38,7,0.33999999999999986,0.04857142857142855,0.0400000000000027
63,infrastructure,20.42,21.08,14,0.6599999999999966,0.047142857142856896,0.6600000000000001
64,there,21.74,21.86,5,0.120000000000001,0.024000000000000198,0.019999999999999574
65,was,21.88,22.0,3,0.120000000000001,0.040000000000000334,0.03999999999999915
66,no,22.04,22.16,2,0.120000000000001,0.0600000000000005,0.10000000000000142
67,way,22.26,22.46,3,0.1999999999999993,0.06666666666666643,0.0799999999999983
68,that,22.54,22.66,4,0.120000000000001,0.03000000000000025,0.03999999999999915
69,that,22.7,22.84,4,0.14000000000000057,0.03500000000000014,0.03999999999999915
70,should,22.88,23.04,6,0.16000000000000014,0.02666666666666669,0.019999999999999574
71,have,23.06,23.14,4,0.08000000000000185,0.020000000000000462,0.0
72,been,23.14,23.24,4,0.09999999999999787,0.024999999999999467,0.060000000000002274
73,passed,23.3,23.5,6,0.1999999999999993,0.033333333333333215,0.03999999999999915
74,should,23.54,23.66,6,0.120000000000001,0.020000000000000167,0.019999999999999574
75,have,23.68,23.74,4,0.05999999999999872,0.01499999999999968,0.020000000000003126
76,been,23.76,23.86,4,0.09999999999999787,0.024999999999999467,0.019999999999999574
77,a,23.88,23.9,1,0.019999999999999574,0.019999999999999574,0.060000000000002274
78,hundred,23.96,24.22,7,0.259999999999998,0.03714285714285686,0.060000000000002274
79,percent,24.28,24.64,7,0.35999999999999943,0.051428571428571344,0.03999999999999915
80,for,24.68,24.78,3,0.10000000000000142,0.033333333333333805,0.05999999999999872
81,infrastructure,24.84,25.54,14,0.6999999999999993,0.04999999999999995,0.38000000000000256
82,so,25.92,26.02,2,0.09999999999999787,0.049999999999998934,0.05999999999999872
83,what's,26.08,26.26,6,0.18000000000000327,0.030000000000000544,0.019999999999999574
84,happening,26.28,26.7,9,0.41999999999999815,0.04666666666666646,0.03999999999999915
85,is,26.74,26.94,2,0.20000000000000284,0.10000000000000142,1.0199999999999996
86,we,27.96,28.06,2,0.09999999999999787,0.049999999999998934,0.0400000000000027
87,had,28.1,28.2,3,0.09999999999999787,0.033333333333332625,0.019999999999999574
88,a,28.22,28.26,1,0.0400000000000027,0.0400000000000027,0.05999999999999872
89,thing,28.32,28.46,5,0.14000000000000057,0.028000000000000115,0.03999999999999915
90,called,28.5,28.7,6,0.1999999999999993,0.033333333333333215,0.03999999999999915
91,the,28.74,28.8,3,0.060000000000002274,0.020000000000000757,0.05999999999999872
92,debt,28.86,29.08,4,0.21999999999999886,0.054999999999999716,0.0400000000000027
93,ceiling,29.12,29.6,7,0.4800000000000004,0.06857142857142863,0.4599999999999973
94,and,30.06,30.22,3,0.16000000000000014,0.05333333333333338,0.0
95,he,30.22,30.28,2,0.060000000000002274,0.030000000000001137,0.05999999999999872
96,couldn't,30.34,30.56,8,0.21999999999999886,0.027499999999999858,0.060000000000002274
97,use,30.62,30.84,3,0.21999999999999886,0.07333333333333296,0.03999999999999915
98,that,30.88,31.06,4,0.17999999999999972,0.04499999999999993,0.0400000000000027
99,to,31.1,31.18,2,0.0799999999999983,0.03999999999999915,0.03999999999999915
100,win,31.22,31.38,3,0.16000000000000014,0.05333333333333338,0.060000000000002274
101,everything,31.44,32.0,10,0.5599999999999987,0.05599999999999987,0.10000000000000142
102,and,32.1,32.24,3,0.14000000000000057,0.046666666666666856,0.01999999999999602
103,he,32.26,32.3,2,0.03999999999999915,0.019999999999999574,0.060000000000002274
104,chose,32.36,32.66,5,0.29999999999999716,0.05999999999999943,0.060000000000002274
105,not,32.72,32.88,3,0.1600000000000037,0.053333333333334565,0.03999999999999915
106,to,32.92,33.04,2,0.11999999999999744,0.05999999999999872,0.3999999999999986
107,and,33.44,33.58,3,0.14000000000000057,0.046666666666666856,0.03999999999999915
108,we,33.62,33.7,2,0.0800000000000054,0.0400000000000027,0.03999999999999915
109,have,33.74,33.84,4,0.10000000000000142,0.025000000000000355,0.01999999999999602
110,a,33.86,33.9,1,0.03999999999999915,0.03999999999999915,0.0799999999999983
111,bigger,33.98,34.26,6,0.28000000000000114,0.046666666666666856,0.03999999999999915
112,problem,34.3,34.78,7,0.480000000000004,0.06857142857142914,0.060000000000002274
113,because,34.84,35.14,7,0.29999999999999716,0.04285714285714245,0.01999999999999602
114,they,35.16,35.22,4,0.060000000000002274,0.015000000000000568,0.060000000000002274
115,have,35.28,35.36,4,0.0799999999999983,0.019999999999999574,0.020000000000003126
116,a,35.38,35.42,1,0.03999999999999915,0.03999999999999915,0.03999999999999915
117,so,35.46,35.62,2,0.1599999999999966,0.0799999999999983,0.060000000000002274
118,called,35.68,35.94,6,0.259999999999998,0.043333333333333,0.060000000000002274
119,voting,36.0,36.34,6,0.3400000000000034,0.05666666666666723,0.03999999999999915
120,rights,36.38,36.68,6,0.29999999999999716,0.049999999999999524,0.020000000000003126
121,bill,36.7,36.88,4,0.17999999999999972,0.04499999999999993,0.03999999999999915
122,which,36.92,37.1,5,0.17999999999999972,0.03599999999999994,0.0
123,is,37.1,37.24,2,0.14000000000000057,0.07000000000000028,0.01999999999999602
124,a,37.26,37.32,1,0.060000000000002274,0.060000000000002274,0.03999999999999915
125,voting,37.36,37.64,6,0.28000000000000114,0.046666666666666856,0.01999999999999602
126,rights,37.66,37.86,6,0.20000000000000284,0.033333333333333805,0.020000000000003126
127,for,37.88,37.96,3,0.0799999999999983,0.0266666666666661,0.060000000000002274
128,democrats,38.02,38.62,9,0.5999999999999943,0.06666666666666604,0.03999999999999915
129,because,38.66,39.0,7,0.3400000000000034,0.04857142857142906,0.3400000000000034
130,republicans,39.34,40.0,11,0.6599999999999966,0.05999999999999969,0.03999999999999915
131,will,40.04,40.14,4,0.10000000000000142,0.025000000000000355,0.0799999999999983
132,never,40.22,40.44,5,0.21999999999999886,0.043999999999999775,0.060000000000002274
133,be,40.5,40.58,2,0.0799999999999983,0.03999999999999915,0.03999999999999915
134,elected,40.62,41.0,7,0.38000000000000256,0.05428571428571465,0.03999999999999915
135,again,41.04,41.34,5,0.30000000000000426,0.06000000000000085,0.17999999999999972
136,if,41.52,41.64,2,0.11999999999999744,0.05999999999999872,0.060000000000002274
137,that,41.7,41.82,4,0.11999999999999744,0.02999999999999936,0.03999999999999915
138,happens,41.86,42.26,7,0.3999999999999986,0.05714285714285694,0.03999999999999915
139,if,42.3,42.38,2,0.0800000000000054,0.0400000000000027,0.03999999999999915
140,that,42.42,42.56,4,0.14000000000000057,0.03500000000000014,0.03999999999999915
141,passes,42.6,43.04,6,0.4399999999999977,0.07333333333333296,0.14000000000000057
