,Word,Start,End,length,time_spent,std_time_spent,speed,post_space
0,the,3.92,3.92,3,0.0,0.0,inf,9.28
1,the,13.2,13.2,3,0.0,0.0,inf,1.0200000000000014
2,okay,14.22,14.58,4,0.35999999999999943,0.08999999999999986,11.111111111111128,0.4599999999999991
3,okay,15.04,15.46,4,0.4200000000000017,0.10500000000000043,9.523809523809485,0.8399999999999999
4,okay,16.3,16.52,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.03999999999999915
5,now,16.56,16.64,3,0.08000000000000185,0.026666666666667282,37.49999999999913,0.05999999999999872
6,i,16.7,16.76,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.03999999999999915
7,don't,16.8,16.88,5,0.0799999999999983,0.01599999999999966,62.500000000001336,0.0400000000000027
8,want,16.92,17.04,4,0.11999999999999744,0.02999999999999936,33.333333333334046,0.0
9,to,17.04,17.1,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.4799999999999969
10,alarm,17.58,17.98,5,0.40000000000000213,0.08000000000000043,12.499999999999934,0.03999999999999915
11,anybody,18.02,18.38,7,0.35999999999999943,0.051428571428571344,19.444444444444475,0.0400000000000027
12,in,18.42,18.48,2,0.05999999999999872,0.02999999999999936,33.333333333334046,0.03999999999999915
13,this,18.52,18.68,4,0.16000000000000014,0.040000000000000036,24.99999999999998,0.08000000000000185
14,room,18.76,19.14,4,0.379999999999999,0.09499999999999975,10.526315789473712,1.7199999999999989
15,but,20.86,20.98,3,0.120000000000001,0.040000000000000334,24.999999999999794,0.019999999999999574
16,it's,21.0,21.12,4,0.120000000000001,0.03000000000000025,33.33333333333306,0.0799999999999983
17,just,21.2,21.38,4,0.17999999999999972,0.04499999999999993,22.222222222222257,0.060000000000002274
18,come,21.44,21.56,4,0.11999999999999744,0.02999999999999936,33.333333333334046,0.0400000000000027
19,to,21.6,21.66,2,0.05999999999999872,0.02999999999999936,33.333333333334046,0.03999999999999915
20,my,21.7,21.76,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999999915
21,attention,21.8,22.18,9,0.379999999999999,0.04222222222222211,23.68421052631585,0.03999999999999915
22,that,22.22,22.3,4,0.08000000000000185,0.020000000000000462,49.99999999999885,0.019999999999999574
23,the,22.32,22.38,3,0.05999999999999872,0.019999999999999574,50.000000000001066,0.060000000000002274
24,person,22.44,22.74,6,0.29999999999999716,0.049999999999999524,20.00000000000019,0.0400000000000027
25,to,22.78,22.86,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.019999999999999574
26,your,22.88,23.0,4,0.120000000000001,0.03000000000000025,33.33333333333306,0.0799999999999983
27,right,23.08,23.3,5,0.22000000000000242,0.04400000000000048,22.727272727272478,0.03999999999999915
28,is,23.34,23.42,2,0.08000000000000185,0.040000000000000924,24.999999999999424,0.03999999999999915
29,a,23.46,23.5,1,0.03999999999999915,0.03999999999999915,25.000000000000533,0.05999999999999872
30,liar,23.56,23.98,4,0.4200000000000017,0.10500000000000043,9.523809523809485,2.3000000000000007
31,also,26.28,26.68,4,0.3999999999999986,0.09999999999999964,10.000000000000036,0.7199999999999989
32,the,27.4,27.46,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.03999999999999915
33,person,27.5,27.82,6,0.3200000000000003,0.05333333333333338,18.749999999999982,0.0
34,to,27.82,27.9,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.0
35,your,27.9,28.02,4,0.120000000000001,0.03000000000000025,33.33333333333306,0.05999999999999872
36,left,28.08,28.42,4,0.3400000000000034,0.08500000000000085,11.764705882352823,0.019999999999999574
37,is,28.44,28.54,2,0.09999999999999787,0.049999999999998934,20.000000000000426,0.03999999999999915
38,a,28.58,28.62,1,0.0400000000000027,0.0400000000000027,24.999999999998312,0.03999999999999915
39,liar,28.66,29.06,4,0.3999999999999986,0.09999999999999964,10.000000000000036,1.2600000000000016
40,also,30.32,30.56,4,0.23999999999999844,0.05999999999999961,16.666666666666774,0.060000000000002274
41,the,30.62,30.66,3,0.03999999999999915,0.01333333333333305,75.0000000000016,0.03999999999999915
42,person,30.7,31.0,6,0.3000000000000007,0.05000000000000012,19.999999999999954,0.03999999999999915
43,sitting,31.04,31.36,7,0.3200000000000003,0.045714285714285756,21.874999999999982,0.019999999999999574
44,in,31.38,31.44,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999999915
45,your,31.48,31.58,4,0.09999999999999787,0.024999999999999467,40.00000000000085,0.0400000000000027
46,very,31.62,31.84,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.05999999999999872
47,seats,31.9,32.22,5,0.3200000000000003,0.06400000000000006,15.624999999999986,0.03999999999999915
48,is,32.26,32.36,2,0.10000000000000142,0.05000000000000071,19.999999999999716,0.020000000000003126
49,a,32.38,32.42,1,0.03999999999999915,0.03999999999999915,25.000000000000533,0.03999999999999915
50,liar,32.46,32.84,4,0.38000000000000256,0.09500000000000064,10.526315789473614,0.6599999999999966
51,we're,33.5,33.66,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.060000000000002274
52,all,33.72,33.94,3,0.21999999999999886,0.07333333333333296,13.636363636363706,0.1600000000000037
53,liars,34.1,34.58,5,0.4799999999999969,0.09599999999999938,10.416666666666735,0.7199999999999989
54,what,35.3,35.44,4,0.14000000000000057,0.03500000000000014,28.571428571428456,0.0
55,i'm,35.44,35.54,3,0.10000000000000142,0.033333333333333805,29.999999999999574,0.020000000000003126
56,gonna,35.56,35.7,5,0.14000000000000057,0.028000000000000115,35.714285714285566,0.05999999999999517
57,do,35.76,35.86,2,0.10000000000000142,0.05000000000000071,19.999999999999716,0.03999999999999915
58,today's,35.9,36.2,7,0.30000000000000426,0.04285714285714347,23.333333333333,0.01999999999999602
59,i'm,36.22,36.32,3,0.10000000000000142,0.033333333333333805,29.999999999999574,0.020000000000003126
60,going,36.34,36.44,5,0.09999999999999432,0.019999999999998862,50.00000000000284,0.0
61,to,36.44,36.5,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.0799999999999983
62,show,36.58,36.82,4,0.240000000000002,0.0600000000000005,16.66666666666653,0.0799999999999983
63,you,36.9,37.04,3,0.14000000000000057,0.046666666666666856,21.428571428571342,0.5200000000000031
64,what,37.56,37.7,4,0.14000000000000057,0.03500000000000014,28.571428571428456,0.01999999999999602
65,the,37.72,37.78,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.03999999999999915
66,research,37.82,38.26,8,0.4399999999999977,0.054999999999999716,18.181818181818276,0.060000000000002274
67,says,38.32,38.54,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.020000000000003126
68,about,38.56,38.76,5,0.19999999999999574,0.03999999999999915,25.000000000000533,0.03999999999999915
69,why,38.8,38.98,3,0.17999999999999972,0.05999999999999991,16.666666666666693,0.020000000000003126
70,we're,39.0,39.06,5,0.060000000000002274,0.012000000000000455,83.33333333333017,0.03999999999999915
71,all,39.1,39.22,3,0.11999999999999744,0.03999999999999915,25.000000000000533,0.060000000000002274
72,liars,39.28,39.7,5,0.4200000000000017,0.08400000000000034,11.904761904761857,0.4799999999999969
73,how,40.18,40.32,3,0.14000000000000057,0.046666666666666856,21.428571428571342,0.020000000000003126
74,you,40.34,40.38,3,0.03999999999999915,0.01333333333333305,75.0000000000016,0.03999999999999915
75,can,40.42,40.5,3,0.0799999999999983,0.0266666666666661,37.5000000000008,0.03999999999999915
76,become,40.54,40.76,6,0.21999999999999886,0.03666666666666648,27.272727272727412,0.020000000000003126
77,a,40.78,40.84,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.03999999999999915
78,lie,40.88,41.08,3,0.19999999999999574,0.06666666666666525,15.00000000000032,0.060000000000002274
79,spotter,41.14,41.62,7,0.4799999999999969,0.06857142857142813,14.583333333333428,0.5399999999999991
80,and,42.16,42.3,3,0.14000000000000057,0.046666666666666856,21.428571428571342,0.020000000000003126
81,why,42.32,42.46,3,0.14000000000000057,0.046666666666666856,21.428571428571342,0.060000000000002274
82,you,42.52,42.58,3,0.05999999999999517,0.01999999999999839,50.00000000000403,0.03999999999999915
83,might,42.62,42.76,5,0.14000000000000057,0.028000000000000115,35.714285714285566,0.03999999999999915
84,want,42.8,42.94,4,0.14000000000000057,0.03500000000000014,28.571428571428456,0.0
85,to,42.94,43.0,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.5
86,go,43.5,43.62,2,0.11999999999999744,0.05999999999999872,16.666666666667023,0.03999999999999915
87,the,43.66,43.72,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.0799999999999983
88,extra,43.8,44.08,5,0.28000000000000114,0.05600000000000023,17.857142857142783,0.03999999999999915
89,mile,44.12,44.36,4,0.240000000000002,0.0600000000000005,16.66666666666653,0.020000000000003126
90,and,44.38,44.44,3,0.05999999999999517,0.01999999999999839,50.00000000000403,0.03999999999999915
91,go,44.48,44.58,2,0.10000000000000142,0.05000000000000071,19.999999999999716,0.060000000000002274
92,from,44.64,44.76,4,0.11999999999999744,0.02999999999999936,33.333333333334046,0.060000000000002274
93,lie,44.82,45.04,3,0.21999999999999886,0.07333333333333296,13.636363636363706,0.020000000000003126
94,spotting,45.06,45.54,8,0.4799999999999969,0.05999999999999961,16.666666666666774,0.4200000000000017
95,to,45.96,46.06,2,0.10000000000000142,0.05000000000000071,19.999999999999716,0.0799999999999983
96,truth,46.14,46.42,5,0.28000000000000114,0.05600000000000023,17.857142857142783,0.01999999999999602
97,seeking,46.44,46.86,7,0.4200000000000017,0.06000000000000024,16.6666666666666,0.7000000000000028
98,an,47.56,47.64,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.01999999999999602
99,ultimately,47.66,48.14,10,0.480000000000004,0.048000000000000397,20.83333333333316,0.060000000000002274
100,to,48.2,48.3,2,0.09999999999999432,0.04999999999999716,20.000000000001137,0.17999999999999972
101,trust,48.48,48.82,5,0.3400000000000034,0.06800000000000068,14.705882352941028,0.020000000000003126
102,building,48.84,49.2,8,0.35999999999999943,0.04499999999999993,22.222222222222257,1.2199999999999989
103,now,50.42,50.56,3,0.14000000000000057,0.046666666666666856,21.428571428571342,0.0799999999999983
104,speaking,50.64,51.0,8,0.35999999999999943,0.04499999999999993,22.222222222222257,0.0
105,of,51.0,51.06,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.05999999999999517
106,trust,51.12,51.66,5,0.5399999999999991,0.10799999999999983,9.259259259259274,1.1800000000000068
107,ever,52.84,53.02,4,0.17999999999999972,0.04499999999999993,22.222222222222257,0.01999999999999602
108,since,53.04,53.24,5,0.20000000000000284,0.04000000000000057,24.999999999999645,0.01999999999999602
109,i,53.26,53.3,1,0.03999999999999915,0.03999999999999915,25.000000000000533,0.0800000000000054
110,wrote,53.38,53.58,5,0.19999999999999574,0.03999999999999915,25.000000000000533,0.020000000000003126
111,this,53.6,53.74,4,0.14000000000000057,0.03500000000000014,28.571428571428456,0.03999999999999915
112,book,53.78,54.0,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.0
113,lie,54.0,54.22,3,0.21999999999999886,0.07333333333333296,13.636363636363706,0.020000000000003126
114,spotting,54.24,54.66,8,0.4199999999999946,0.052499999999999325,19.047619047619293,1.1400000000000006
115,no,55.8,55.92,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.05999999999999517
116,one,55.98,56.12,3,0.14000000000000057,0.046666666666666856,21.428571428571342,0.020000000000003126
117,wants,56.14,56.34,5,0.20000000000000284,0.04000000000000057,24.999999999999645,0.01999999999999602
118,to,56.36,56.44,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.03999999999999915
119,meet,56.48,56.62,4,0.14000000000000057,0.03500000000000014,28.571428571428456,0.03999999999999915
120,me,56.66,56.72,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999999915
121,in,56.76,56.8,2,0.03999999999999915,0.019999999999999574,50.000000000001066,0.04000000000000625
