,Unnamed: 0,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude
0,0,i,6.39,6.51,100.0,0.12,1,0.7058823529411764,0.0,0.7813722727663087
1,1,met,6.51,6.72,100.0,0.21,3,0.31372549019607837,0.0,0.6928116460426459
2,2,a,6.72,6.78,100.0,0.06,1,0.23529411764705882,0.0,0.08342288464233982
3,3,traveller,6.78,7.14,100.0,0.36,9,0.07843137254901962,0.0,0.5670121295989509
4,4,from,7.14,7.32,100.0,0.18,4,0.11764705882352941,0.0,0.4441382235981112
5,5,an,7.32,7.44,100.0,0.12,2,0.23529411764705882,0.0,0.46797411866582705
6,6,antique,7.44,7.95,100.0,0.51,7,0.3361344537815126,0.0,0.33526660872968556
7,7,land,7.95,8.49,100.0,0.54,4,0.823529411764706,0.0600000000000005,0.35326888796265427
8,8,who,8.55,8.73,100.0,0.18,3,0.23529411764705882,0.0,0.1886805412816663
9,9,said,8.73,9.09,100.0,0.36,4,0.47058823529411764,0.870000000000001,0.22391467634827636
10,10,two,9.96,10.2,100.0,0.24,3,0.39215686274509803,0.0,0.5934921152591908
11,11,vast,10.2,10.83,100.0,0.63,4,1.0,0.0,0.48536110804078963
12,12,and,10.83,11.07,100.0,0.24,3,0.39215686274509803,0.0,0.16691784540676718
13,13,trunk,11.07,11.34,87.6396,0.27,5,0.1882352941176471,0.0,0.4262930144755509
14,14,less,11.34,11.55,76.113,0.21,4,0.1764705882352941,0.0,0.5114556729085253
15,15,legs,11.55,11.85,100.0,0.3,4,0.3529411764705882,0.0,0.37604212225600336
16,16,of,11.85,11.97,100.0,0.12,2,0.23529411764705882,0.0,0.3018514351724661
17,17,stone,11.97,12.54,100.0,0.57,5,0.6588235294117646,0.0,0.4351240095487123
18,18,stand,12.54,12.96,100.0,0.42,5,0.4235294117647058,0.0,0.3428011568052585
19,19,in,12.96,13.08,100.0,0.12,2,0.23529411764705882,0.0,0.6086414563488698
20,20,the,13.08,13.2,100.0,0.12,3,0.07843137254901962,0.0,0.3258736327699633
21,21,desert,13.2,13.62,100.0,0.42,6,0.31372549019607837,0.5100000000000016,0.18047625832257067
