,Unnamed: 0,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude
0,0,i,10.65,10.83,100.0,0.18,1,0.9093504963060326,0.0,0.35437373837966246
1,1,met,10.83,11.13,100.0,0.3,3,0.4258864766048739,0.0,0.47892342226656304
2,2,a,11.13,11.22,100.0,0.09,1,0.36545347414222906,0.05999999999999872,0.35841597091420446
3,3,traveller,11.28,11.73,100.0,0.45,9,0.12372146429164968,0.05999999999999872,0.6503697497138478
4,4,from,11.79,11.94,100.0,0.15,4,0.04818021121334359,0.0,0.41031099681184885
5,5,an,11.94,12.03,100.0,0.09,2,0.09350496306032723,0.0,0.46776714978194456
6,6,antique,12.03,12.57,100.0,0.54,7,0.28775389954740005,0.0,0.21441094934129817
7,7,land,12.57,13.2,100.0,0.63,4,0.7733762407650818,0.0,0.38496163219152185
8,8,who,13.2,13.38,100.0,0.18,3,0.1841544667542945,0.0,0.1782208475568922
9,9,said,13.38,13.92,100.0,0.54,4,0.6374019852241309,0.7799999999999994,0.21220328885592454
10,10,two,14.7,15.03,100.0,0.33,3,0.4863194790675188,0.0,0.32113090541205425
11,11,vast,15.03,15.81,100.0,0.78,4,1.0,0.0,0.40834646985022566
12,12,and,15.81,15.96,100.0,0.15,3,0.12372146429164964,0.17999999999999972,0.26740527781313794
13,13,tranquil,16.14,16.612326,100.0,0.472326,8,0.17835743099306534,0.11511700000000147,0.14579585682263133
14,14,legs,16.727443,17.31,100.0,0.582557,4,0.7016981673692003,0.0,0.2722225967202696
15,15,of,17.31,17.43,100.0,0.12,2,0.1841544667542945,0.0,0.11572447942385018
16,16,stone,17.43,18.18,100.0,0.75,5,0.7280514889180981,0.05999999999999872,0.23512550617431538
17,17,stand,18.24,18.72,100.0,0.48,5,0.401713275619816,0.0,0.2493337923995473
18,18,in,18.72,18.84,100.0,0.12,2,0.1841544667542945,0.0,0.31463316223833704
19,19,the,18.84,18.96,100.0,0.12,3,0.06328846182900481,0.0,0.13733068156615094
20,20,desert,18.96,19.35,100.0,0.39,6,0.21437096798561697,1.1999999999999993,0.114986050568312
21,21,near,20.55,20.91,100.0,0.36,4,0.36545347414222906,0.0,0.7217137682209571
22,22,them,20.91,21.24,100.0,0.33,4,0.32012872229524547,0.0,0.4560353830240809
23,23,on,21.24,21.39,100.0,0.15,2,0.2748039704482618,0.0,0.4497288123428763
24,24,the,21.39,21.51,100.0,0.12,3,0.06328846182900481,0.0,0.2254719785848491
25,25,sand,21.51,22.17,100.0,0.66,4,0.8187009926120654,0.4499999999999993,0.3703824416953968
26,26,half,22.62,22.95,100.0,0.33,4,0.32012872229524547,0.0,0.4385751916720903
27,27,sunk,22.95,23.49,100.0,0.54,4,0.6374019852241309,0.5700000000000003,0.11077646620046884
28,28,a,24.06,24.12,100.0,0.06,1,0.1841544667542945,0.0,0.13833998447171172
29,29,shattered,24.12,24.57,100.0,0.45,9,0.12372146429164968,0.0,0.37384012502186637
30,30,visage,24.57,24.93,100.0,0.36,6,0.1841544667542945,0.0,0.363109053029575
31,31,lies,24.93,25.56,100.0,0.63,4,0.7733762407650818,0.45000000000000284,0.30011917250673653
32,32,was,26.01,26.19,100.0,0.18,3,0.1841544667542945,0.0,0.09288347569367066
33,33,frown,26.19,26.73,100.0,0.54,5,0.4742328785749899,0.0,0.5184903227658891
34,34,and,26.73,26.85,100.0,0.12,3,0.06328846182900481,0.0,0.4571563806178169
35,35,wrinkled,26.85,27.27,100.0,0.42,8,0.13882971490731086,0.0,0.31147112975554586
