,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time,pitch
0,independence,0.88,1.56,0.68,0.04,2,12,0.05666666666666667,0.5213170693391063,0.040000000000000036,1.22,152.84161695913173
1,candidate,1.6,2.12,0.52,0.04,2,9,0.05777777777777778,0.6741041523853476,0.040000000000000036,1.86,119.85035346138777
2,john,2.16,2.4,0.2399999999999997,0.06,2,4,0.05999999999999993,0.6280360361682957,0.06000000000000005,2.2800000000000002,132.1599251062522
3,anderson,2.46,2.84,0.3799999999999999,0.06,2,8,0.04749999999999999,0.5526679438978525,0.06000000000000005,2.65,134.18924824666982
4,had,2.9,3.02,0.1200000000000001,0.02,2,3,0.040000000000000036,0.7950831152548048,0.020000000000000018,2.96,138.3720236408844
5,a,3.04,3.08,0.04,0.06,2,1,0.04,0.39510019055920376,0.06000000000000005,3.06,130.3430392222526
6,problem,3.14,3.54,0.3999999999999999,0.04,2,7,0.05714285714285713,0.5908253402250304,0.040000000000000036,3.34,138.29091626851036
7,solved,3.58,3.86,0.2799999999999998,0.06,2,6,0.046666666666666634,0.7064002558856386,0.06000000000000005,3.7199999999999998,106.46971696295327
8,for,3.92,4.08,0.1600000000000001,0.04,2,3,0.053333333333333365,0.7296090196406616,0.040000000000000036,4.0,105.08208636717927
9,him,4.12,4.22,0.0999999999999996,0.04,2,3,0.0333333333333332,0.5708267563241995,0.040000000000000036,4.17,100.66962887865584
10,today,4.26,4.56,0.2999999999999998,0.0600000000000005,2,5,0.05999999999999996,0.6894395496122813,0.0600000000000005,4.41,108.79591003678826
11,by,4.62,4.72,0.0999999999999996,0.04,2,2,0.0499999999999998,0.868144262549826,0.040000000000000036,4.67,113.40859212298905
12,the,4.76,4.82,0.0600000000000005,0.0599999999999996,2,3,0.020000000000000167,0.7465983087137558,0.05999999999999961,4.79,88.07040244835227
13,federal,4.88,5.22,0.3399999999999998,0.04,2,7,0.04857142857142854,0.6517851995612034,0.040000000000000036,5.05,98.84492453376497
14,election,5.26,5.66,0.4000000000000003,0.08,2,8,0.05000000000000004,0.5635325850927198,0.08000000000000007,5.46,100.79944567319939
15,commission,5.74,6.16,0.4199999999999999,0.2199999999999997,2,10,0.04199999999999999,0.5577529806709102,0.21999999999999975,5.95,131.00650222306174
16,the,6.38,6.46,0.08,0.0999999999999996,2,3,0.02666666666666667,0.7582162914835489,0.09999999999999964,6.42,106.0904474265385
17,commission,6.56,7.04,0.4800000000000004,0.0599999999999996,2,10,0.04800000000000004,0.4799168336485126,0.05999999999999961,6.8,165.33688228349854
18,had,7.1,7.28,0.1800000000000006,0.04,2,3,0.0600000000000002,0.6652509158397694,0.040000000000000036,7.1899999999999995,135.1824045674863
19,ruled,7.32,7.52,0.1999999999999993,0.0600000000000005,2,5,0.039999999999999855,0.8379549275809837,0.0600000000000005,7.42,123.2442256626035
20,previously,7.58,8.18,0.5999999999999996,0.3200000000000003,2,10,0.05999999999999996,0.5563940584261945,0.3200000000000003,7.88,111.5449702378681
21,that,8.5,8.62,0.1199999999999992,0.0400000000000009,2,4,0.0299999999999998,0.6204294719886712,0.040000000000000924,8.559999999999999,82.46905203279724
22,if,8.66,8.8,0.1400000000000005,0.0599999999999987,2,2,0.07000000000000026,0.5727592722661184,0.05999999999999872,8.73,140.8634761013329
