,Unnamed: 0,Word,Start,End,length,time_spent,std_time_spent,post_space,time,speed
0,0,sixty,2.4,2.78,5,0.3799999999999999,0.0759999999999999,0.06,2.59,13.15789473684211
1,1,minutes,2.84,3.16,7,0.3200000000000003,0.0457142857142857,0.08,3.0,21.874999999999982
2,2,rewind,3.24,3.8,6,0.5599999999999996,0.0933333333333332,1.92,3.52,10.714285714285722
3,3,president,5.72,6.16,9,0.4400000000000004,0.0488888888888889,0.04,5.94,20.454545454545435
4,4,obama,6.2,6.66,5,0.4599999999999999,0.0919999999999999,0.08,6.43,10.869565217391306
5,5,is,6.74,6.86,2,0.1200000000000001,0.06,0.0199999999999995,6.800000000000001,16.666666666666654
6,6,on,6.88,7.0,2,0.1200000000000001,0.06,0.04,6.94,16.666666666666654
7,7,a,7.04,7.08,1,0.04,0.04,0.08,7.0600000000000005,25.0
8,8,trade,7.16,7.48,5,0.3200000000000003,0.064,0.0399999999999991,7.32,15.624999999999986
9,9,mission,7.52,7.86,7,0.3400000000000007,0.0485714285714286,0.04,7.689999999999999,20.588235294117606
10,10,in,7.9,7.98,2,0.08,0.04,0.0999999999999996,7.94,25.0
11,11,india,8.08,8.4,5,0.3200000000000003,0.064,0.0399999999999991,8.24,15.624999999999986
12,12,tonight,8.44,8.8,7,0.3600000000000012,0.0514285714285716,0.0599999999999987,8.620000000000001,19.44444444444438
13,13,following,8.86,9.26,9,0.4000000000000003,0.0444444444444444,0.0199999999999995,9.06,22.499999999999982
14,14,a,9.28,9.32,1,0.0400000000000009,0.0400000000000009,0.08,9.3,24.999999999999435
15,15,long,9.4,9.7,4,0.2999999999999989,0.0749999999999997,0.0400000000000009,9.55,13.333333333333384
16,16,flight,9.74,10.12,6,0.379999999999999,0.0633333333333331,0.3600000000000012,9.93,15.789473684210568
17,17,and,10.48,10.62,3,0.1399999999999988,0.0466666666666662,0.0400000000000009,10.55,21.428571428571612
18,18,an,10.66,10.72,2,0.0600000000000005,0.0300000000000002,0.0599999999999987,10.69,33.33333333333306
19,19,even,10.78,11.02,4,0.2400000000000002,0.06,0.08,10.9,16.666666666666654
20,20,longer,11.1,11.48,6,0.3800000000000008,0.0633333333333334,0.0399999999999991,11.29,15.789473684210494
21,21,week,11.52,11.84,4,0.3200000000000003,0.08,0.2799999999999993,11.68,12.49999999999999
22,22,which,12.12,12.28,5,0.1600000000000001,0.032,0.0400000000000009,12.2,31.249999999999982
23,23,saw,12.32,12.54,3,0.2199999999999988,0.0733333333333329,0.0200000000000013,12.43,13.63636363636371
24,24,him,12.56,12.64,3,0.08,0.0266666666666666,0.08,12.6,37.5
25,25,loses,12.72,13.1,5,0.379999999999999,0.0759999999999998,0.0400000000000009,12.91,13.15789473684214
26,26,democratic,13.14,13.66,10,0.5199999999999996,0.0519999999999999,0.0399999999999991,13.4,19.230769230769248
27,27,majority,13.7,14.12,8,0.4199999999999999,0.0524999999999999,0.0400000000000009,13.91,19.047619047619055
28,28,in,14.16,14.22,2,0.0600000000000005,0.0300000000000002,0.0199999999999995,14.19,33.33333333333306
29,29,the,14.24,14.28,3,0.0399999999999991,0.013333333333333,0.0600000000000005,14.26,75.00000000000169
30,30,house,14.34,14.56,5,0.2200000000000006,0.0440000000000001,0.0,14.45,22.727272727272663
31,31,of,14.56,14.62,2,0.0599999999999987,0.0299999999999993,0.0400000000000009,14.59,33.33333333333405
32,32,representatives,14.66,15.36,15,0.6999999999999993,0.0466666666666666,0.3200000000000003,15.01,21.428571428571452
33,33,in,15.68,15.8,2,0.120000000000001,0.0600000000000005,0.0399999999999991,15.74,16.66666666666653
34,34,nearly,15.84,16.1,6,0.2600000000000015,0.0433333333333335,0.0599999999999987,15.97,23.07692307692294
35,35,lose,16.16,16.38,4,0.2199999999999988,0.0549999999999997,0.0,16.27,18.18181818181828
36,36,it,16.38,16.44,2,0.0600000000000022,0.0300000000000011,0.0399999999999991,16.41,33.333333333332114
37,37,in,16.48,16.54,2,0.0599999999999987,0.0299999999999993,0.0199999999999995,16.509999999999998,33.33333333333405
38,38,the,16.56,16.62,3,0.0600000000000022,0.0200000000000007,0.0599999999999987,16.59,49.99999999999817
39,39,senate,16.68,17.04,6,0.3599999999999994,0.0599999999999998,0.6600000000000001,16.86,16.666666666666696
40,40,although,17.7,17.96,8,0.2600000000000015,0.0325000000000001,0.0399999999999991,17.83,30.769230769230592
41,41,his,18.0,18.08,3,0.0799999999999983,0.0266666666666661,0.0400000000000027,18.04,37.5000000000008
42,42,name,18.12,18.3,4,0.1799999999999997,0.0449999999999999,0.0199999999999995,18.21,22.22222222222226
43,43,wasn't,18.32,18.6,6,0.2800000000000011,0.0466666666666668,0.0199999999999995,18.46,21.428571428571345
44,44,on,18.62,18.72,2,0.0999999999999978,0.0499999999999989,0.0400000000000027,18.67,20.00000000000044
45,45,the,18.76,18.82,3,0.0599999999999987,0.0199999999999995,0.0599999999999987,18.79,50.00000000000108
46,46,ballot,18.88,19.22,6,0.3399999999999998,0.0566666666666666,0.0400000000000027,19.05,17.647058823529424
47,47,his,19.26,19.42,3,0.1600000000000001,0.0533333333333333,0.0599999999999987,19.340000000000003,18.74999999999999
48,48,performance,19.48,19.98,11,0.5,0.0454545454545454,0.0199999999999995,19.73,22.0
49,49,in,20.0,20.06,2,0.0599999999999987,0.0299999999999993,0.0600000000000022,20.03,33.33333333333405
50,50,office,20.12,20.5,6,0.379999999999999,0.0633333333333331,0.0399999999999991,20.31,15.789473684210568
51,51,was,20.54,20.68,3,0.1400000000000005,0.0466666666666668,0.0399999999999991,20.61,21.42857142857135
52,52,certainly,20.72,21.06,9,0.3399999999999998,0.0377777777777777,0.0400000000000027,20.89,26.470588235294134
53,53,a,21.1,21.16,1,0.0599999999999987,0.0599999999999987,0.0599999999999987,21.130000000000003,16.666666666667027
