,Unnamed: 0,Word,Start,End,length,time_spent,std_time_spent,post_space,time,speed
0,0,hi,10.38,10.48,2,0.0999999999999996,0.0499999999999998,0.08,10.43,20.000000000000078
1,1,everybody,10.56,10.98,9,0.4199999999999999,0.0466666666666666,1.1199999999999992,10.77,21.428571428571434
2,2,today,12.1,12.38,5,0.2800000000000011,0.0560000000000002,0.0599999999999987,12.24,17.857142857142787
3,3,our,12.44,12.56,3,0.120000000000001,0.0400000000000003,0.0199999999999995,12.5,24.999999999999794
4,4,economy,12.58,13.04,7,0.4599999999999991,0.0657142857142855,0.0400000000000009,12.81,15.217391304347856
5,5,is,13.08,13.16,2,0.08,0.04,0.0600000000000005,13.12,25.0
6,6,growing,13.22,13.56,7,0.3399999999999998,0.0485714285714285,0.0199999999999995,13.39,20.58823529411766
7,7,and,13.58,13.64,3,0.0600000000000005,0.0200000000000001,0.0199999999999995,13.61,49.99999999999959
8,8,our,13.66,13.76,3,0.0999999999999996,0.0333333333333332,0.0600000000000005,13.71,30.00000000000012
9,9,businesses,13.82,14.4,10,0.5800000000000001,0.058,0.0999999999999996,14.11,17.241379310344826
10,10,are,14.5,14.6,3,0.0999999999999996,0.0333333333333332,0.0600000000000005,14.55,30.00000000000012
11,11,consistently,14.66,15.36,12,0.6999999999999993,0.0583333333333332,0.1000000000000014,15.01,17.14285714285716
12,12,generating,15.46,15.9,10,0.4399999999999995,0.0439999999999999,0.0600000000000005,15.68,22.72727272727275
13,13,new,15.96,16.08,3,0.1199999999999974,0.0399999999999991,0.0400000000000027,16.02,25.00000000000054
14,14,jobs,16.12,16.5,4,0.379999999999999,0.0949999999999997,1.0199999999999996,16.310000000000002,10.526315789473712
15,15,but,17.52,17.64,3,0.120000000000001,0.0400000000000003,0.0999999999999978,17.58,24.999999999999794
16,16,decades,17.74,18.22,7,0.4800000000000004,0.0685714285714286,0.0400000000000027,17.979999999999997,14.58333333333332
17,17,long,18.26,18.52,4,0.259999999999998,0.0649999999999995,0.0599999999999987,18.39,15.384615384615502
18,18,trends,18.58,19.04,6,0.4600000000000008,0.0766666666666668,0.1999999999999993,18.81,13.043478260869543
19,19,still,19.24,19.48,5,0.240000000000002,0.0480000000000003,0.0799999999999983,19.36,20.83333333333316
20,20,threatened,19.56,19.88,10,0.3200000000000003,0.032,0.0,19.72,31.24999999999997
21,21,the,19.88,19.92,3,0.0400000000000027,0.0133333333333342,0.0399999999999991,19.9,74.99999999999494
22,22,middle,19.96,20.14,6,0.1799999999999997,0.0299999999999999,0.0199999999999995,20.05,33.33333333333339
23,23,class,20.16,20.56,5,0.3999999999999986,0.0799999999999997,1.0600000000000025,20.36,12.500000000000044
24,24,although,21.62,21.86,8,0.2399999999999984,0.0299999999999998,0.1400000000000005,21.74,33.333333333333556
25,25,the,22.0,22.06,3,0.0599999999999987,0.0199999999999995,0.0600000000000022,22.03,50.00000000000108
26,26,top,22.12,22.44,3,0.3200000000000003,0.1066666666666667,0.0399999999999991,22.28,9.374999999999991
27,27,are,22.48,22.54,3,0.0599999999999987,0.0199999999999995,0.0399999999999991,22.51,50.00000000000108
28,28,doing,22.58,22.78,5,0.2000000000000028,0.0400000000000005,0.0399999999999991,22.68,24.999999999999652
29,29,better,22.82,23.04,6,0.2199999999999988,0.0366666666666664,0.0399999999999991,22.93,27.27272727272742
30,30,than,23.08,23.18,4,0.1000000000000014,0.0250000000000003,0.0199999999999995,23.13,39.999999999999446
31,31,ever,23.2,23.38,4,0.1799999999999997,0.0449999999999999,0.6999999999999993,23.29,22.22222222222226
32,32,too,24.08,24.2,3,0.120000000000001,0.0400000000000003,0.0800000000000018,24.14,24.999999999999794
33,33,many,24.28,24.46,4,0.1799999999999997,0.0449999999999999,0.0399999999999991,24.37,22.22222222222226
34,34,americans,24.5,24.92,9,0.4200000000000017,0.0466666666666668,0.0399999999999991,24.71,21.428571428571342
35,35,are,24.96,25.06,3,0.0999999999999978,0.0333333333333326,0.0600000000000022,25.01,30.00000000000066
36,36,working,25.12,25.44,7,0.3200000000000003,0.0457142857142857,0.0999999999999978,25.28,21.874999999999982
37,37,harder,25.54,25.86,6,0.3200000000000003,0.0533333333333333,0.0399999999999991,25.7,18.749999999999982
38,38,than,25.9,26.02,4,0.120000000000001,0.0300000000000002,0.0,25.96,33.33333333333306
39,39,ever,26.02,26.2,4,0.1799999999999997,0.0449999999999999,0.5399999999999991,26.11,22.22222222222226
40,40,but,26.74,26.84,3,0.1000000000000014,0.0333333333333338,0.0599999999999987,26.79,29.99999999999958
41,41,feel,26.9,27.1,4,0.2000000000000028,0.0500000000000007,0.0399999999999991,27.0,19.999999999999723
42,42,like,27.14,27.28,4,0.1400000000000005,0.0350000000000001,0.0199999999999995,27.21,28.571428571428466
