,time,amplitude,pitch
0,0.32,,
1,0.32,,
2,0.32,,
3,0.32,,
4,5.327500000000001,0.07729519359483286,116.12300156537388
5,5.342499999999999,0.12462573312348191,114.82580997127363
6,5.3575,0.2619182973585644,102.93319387088096
7,5.3725000000000005,0.3505909029657915,102.33244140614443
8,5.5,0.17565480099563432,240.44801889481283
9,5.540000000000001,0.3070188943230411,267.60487187775715
10,5.58,0.3666816392404179,271.1972078607191
11,5.619999999999999,0.4508907809661348,272.2208285302958
12,5.6975,0.36216075091909006,262.28054282882795
13,5.7325,0.3262107719710529,248.61775789109166
14,5.7675,0.33912265382468276,233.2687805122173
15,5.8025,0.1714838986178718,
16,6.495,0.013790888276660654,
17,6.525,0.15035800174576594,
18,6.555,0.2381111279092562,195.36575742795287
19,6.585,0.24632487930149946,195.3623987415965
20,6.6525,0.2805739428340002,188.30004625796573
21,6.6775,0.23194923153634933,184.4497062561107
22,6.7025,0.16339142566064271,182.42466612655298
23,6.7275,0.08962037178603305,185.4442289671999
24,6.775,0.11191333538391468,190.5647238799231
25,6.805,0.20246821586405245,89.01401673033905
26,6.835,0.20808138225368883,86.93431373515384
27,6.865,0.18020260905763644,85.10349881039501
28,6.9975000000000005,0.2328608403029798,182.7958916986032
29,7.112500000000001,0.13838022870478586,181.6034112217135
30,7.2275,0.20436924189906874,166.5122999081111
31,7.3425,0.14935324121468493,177.53606959243572
32,7.470000000000001,0.13256776695204708,
33,7.49,0.18726719748460852,189.93444573251122
34,7.51,0.16083972923790463,185.2477680731208
35,7.529999999999999,0.14834120640352483,182.14283958057734
36,7.567499999999999,0.1528715859339141,184.47189457794747
37,7.5825,0.16747522846843363,188.0277794827969
38,7.5975,0.15375113949386554,194.19047983650515
39,7.612500000000001,0.13019801213057913,197.83415546960202
40,7.72,0.021210718906221483,175.80218875710014
41,7.8,0.22741361740764376,335.1673400647309
42,7.88,0.24533799390801242,309.06234533322214
43,7.96,0.26555351390763143,246.41268212879217
44,8.294999999999998,0.07616203121628545,203.4220695956751
45,8.325,0.18816684503974093,199.4892665050538
46,8.355,0.19831266462617275,189.06334222157545
47,8.385000000000002,0.25138186988446004,184.7865848352006
48,8.4225,,
49,8.4275,,
50,8.4325,,
51,8.4375,,
52,8.52,0.06618489749306393,185.54788428553172
53,8.559999999999999,0.2396554235198325,228.05337678389714
54,8.600000000000001,0.19908958607389804,211.9218076802424
55,8.64,0.1548890685524922,196.51969678498344
56,8.692499999999999,0.2392248532565493,193.68651781242036
57,8.717500000000001,0.19596943146276258,194.07712325682473
58,8.7425,0.12345680676932604,187.87715039123486
59,8.767499999999998,0.07152851901490731,181.38692669196683
60,8.8275,0.0880071750675666,186.52607866525224
61,8.842500000000001,0.21167798854777226,191.15547561856505
62,8.857500000000002,0.25181005779182225,188.74659503543035
63,8.8725,0.2380185058352734,187.74347571042202
64,8.945,0.15277770212816916,191.5156447895316
65,8.995,0.27013652886003897,217.6252084930582
66,9.045,0.23168344651456463,228.97183430571553
67,9.094999999999999,0.2275810996653747,223.64804413446655
68,9.260000000000002,0.051135996520663016,
69,9.34,0.3835350447493237,224.835713138794
70,9.419999999999998,0.32690546154695654,230.9797165344581
71,9.5,0.17128829226929582,238.7333023613684
72,9.6125,0.10784184380426214,226.70331946392722
73,9.6775,0.18792109172481472,208.60598709130784
74,9.7425,0.13812051750914187,192.455137529431
75,9.807500000000001,0.10222198559584646,186.48767219193766
76,9.942499999999999,0.0189583728737126,
77,9.9875,0.1015804658700126,
78,10.032499999999999,0.1486586863162075,88.99592666388321
79,10.0775,0.17877526360453946,87.0895194587172
80,10.8375,0.1477091140671713,202.54683225352028
81,10.8725,0.3209918594898769,199.81810960341673
82,10.9075,0.3380504165051026,192.69825791538082
83,10.9425,0.23198302280332617,190.07397436517445
84,10.9925,0.03188709659342466,
85,11.017500000000002,0.17818583599097862,
86,11.0425,0.27784195574083287,206.27871028663822
87,11.067499999999999,0.20668392700501154,196.76629527079456
88,11.18,0.3536207680220651,224.2129568428532
89,11.299999999999999,0.24362817883206056,216.2693456208965
90,11.42,0.3797344565023098,233.70191328281206
91,11.54,0.29601035388072544,215.33732290697728
92,11.629999999999999,0.18009695497701333,192.95914631313357
93,11.649999999999999,0.25762556804163833,190.0425058033571
94,11.67,0.25208725199927284,184.41876463938323
95,11.69,0.1745661971514364,202.24531353533467
96,11.785,0.09534012418728546,174.67400604322216
97,11.875,0.21347711695675078,196.7342249378961
98,11.965,0.14254886702041203,193.738672094589
99,12.055,0.12375242608989581,187.8863310355625
100,12.1675,0.05239519853376707,161.39446217804598
101,12.182500000000001,0.10772044022040121,183.8390616509388
102,12.197500000000002,0.13121350781629199,166.65864032744346
103,12.2125,0.1256055644888747,169.3915407668929
104,12.295,0.11083510909545198,165.89209848756903
105,12.364999999999998,0.2592801598291525,167.38959044526214
106,12.434999999999999,0.3126525213092862,188.8621502002969
107,12.504999999999999,0.22554804720374078,213.14177365654567
108,12.65,0.13028466737308173,150.02797360757637
109,12.79,0.08611376515505448,163.17111834021614
