,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time,pitch
0,good,2.08,2.22,0.1400000000000001,0.02,0,4,0.035000000000000024,0.7115345813542865,0.020000000000000018,2.1500000000000004,159.82668787016115
1,evening,2.24,2.52,0.2799999999999998,0.02,0,7,0.03999999999999997,0.6498083431250657,0.020000000000000018,2.38,197.18740106020167
2,you're,2.54,2.66,0.1200000000000001,0.06,0,6,0.020000000000000018,0.7537740180442631,0.06000000000000005,2.6,172.30996092392195
3,looking,2.72,2.98,0.2599999999999998,0.08,0,7,0.03714285714285711,0.5070965214242263,0.08000000000000007,2.85,174.29330575264495
4,live,3.06,3.48,0.4199999999999999,0.02,0,4,0.10499999999999997,0.6069881452024989,0.020000000000000018,3.27,175.38264545677015
5,at,3.5,3.6,0.1,0.06,0,2,0.05,0.5650168432020046,0.06000000000000005,3.55,156.0706209127311
6,times,3.66,4.12,0.4599999999999999,0.0199999999999995,0,5,0.09199999999999998,0.45158396243186444,0.019999999999999574,3.89,194.01954218660484
7,square,4.14,4.52,0.3799999999999999,0.0600000000000005,0,6,0.06333333333333331,0.5813413047928397,0.0600000000000005,4.33,177.8460108717607
8,in,4.58,4.7,0.1200000000000001,0.0599999999999996,0,2,0.06000000000000005,0.35518310621307797,0.05999999999999961,4.640000000000001,171.5091751090865
9,new,4.76,4.92,0.1600000000000001,0.0,0,3,0.053333333333333365,0.4029054250814671,0.0,4.84,152.31561094256057
10,york,4.92,5.32,0.4000000000000003,0.3599999999999994,0,4,0.10000000000000007,0.5791137769813574,0.35999999999999943,5.12,150.00070450434686
11,where,5.68,5.82,0.1400000000000005,0.0199999999999995,0,5,0.0280000000000001,0.540832124935934,0.019999999999999574,5.75,152.58204718450918
12,a,5.84,5.9,0.0600000000000005,0.0999999999999996,0,1,0.0600000000000005,0.8173738671901709,0.09999999999999964,5.87,157.0527098241922
13,massive,6.0,6.46,0.4599999999999999,0.04,0,7,0.0657142857142857,0.5337944859329312,0.040000000000000036,6.23,179.36039206081495
14,crowd,6.5,6.86,0.3600000000000003,0.04,0,5,0.07200000000000006,0.6253110681514968,0.040000000000000036,6.68,151.8327946212851
15,has,6.9,7.02,0.1199999999999992,0.0,0,3,0.03999999999999974,0.520199187544205,0.0,6.96,150.8262581270526
16,been,7.02,7.14,0.1200000000000001,0.0600000000000005,0,4,0.030000000000000027,0.3810494293990136,0.0600000000000005,7.08,139.97182882629852
17,gathered,7.2,7.56,0.3599999999999994,0.04,0,8,0.04499999999999992,0.6842288529103575,0.040000000000000036,7.38,172.93932172107475
18,since,7.6,7.86,0.2600000000000007,0.08,0,5,0.052000000000000136,0.38544335841076866,0.08000000000000007,7.73,140.90661909248374
19,early,7.94,8.2,0.2599999999999989,0.0400000000000009,0,5,0.05199999999999978,0.7369012923670731,0.040000000000000924,8.07,194.49510672696465
20,this,8.24,8.4,0.1600000000000001,0.0399999999999991,0,4,0.04000000000000002,0.537741792324529,0.03999999999999915,8.32,188.5361698307546
21,morning,8.44,8.8,0.3600000000000012,0.5199999999999996,0,7,0.0514285714285716,0.5646008683380104,0.5199999999999996,8.620000000000001,151.03653055204688
22,waiting,9.32,9.66,0.3399999999999998,0.08,0,7,0.04857142857142854,0.6579177433121068,0.08000000000000007,9.49,161.6176434735823
23,patiently,9.74,10.26,0.5199999999999996,0.120000000000001,0,9,0.057777777777777733,0.4515288729339474,0.120000000000001,10.0,175.70553468119743
24,for,10.38,10.46,0.08,0.0399999999999991,0,3,0.02666666666666667,0.23574105775765583,0.03999999999999915,10.420000000000002,
25,the,10.5,10.56,0.0600000000000005,0.0599999999999987,0,3,0.020000000000000167,0.8303346821022313,0.05999999999999872,10.530000000000001,131.66601395758437
26,stroke,10.62,10.94,0.3200000000000003,0.0,0,6,0.05333333333333338,0.5455857924760424,0.0,10.78,182.22943660050115
27,of,10.94,11.0,0.0600000000000005,0.0600000000000005,0,2,0.03000000000000025,0.659699417741209,0.0600000000000005,10.969999999999999,176.5184711423327
28,midnight,11.06,11.54,0.4799999999999986,0.5800000000000001,0,8,0.059999999999999824,0.623047078761416,0.5800000000000001,11.3,121.90918209791784
29,now,12.12,12.4,0.2800000000000011,0.1399999999999988,0,3,0.0933333333333337,0.7515198643045528,0.1399999999999988,12.26,145.35025741732872
30,less,12.54,12.72,0.1800000000000015,0.0199999999999995,0,4,0.04500000000000037,0.42560806679954943,0.019999999999999574,12.629999999999999,148.87652105838413
31,than,12.74,12.88,0.1400000000000005,0.0999999999999996,0,4,0.03500000000000013,0.32180273680660193,0.09999999999999964,12.81,134.67534154640913
32,six,12.98,13.18,0.1999999999999993,0.0400000000000009,0,3,0.06666666666666643,0.3482420033149961,0.040000000000000924,13.08,215.09827245090844
33,hours,13.22,13.52,0.2999999999999989,0.0199999999999995,0,5,0.059999999999999776,0.629878195584262,0.019999999999999574,13.370000000000001,172.73981864668963
34,away,13.54,13.96,0.4200000000000017,0.3999999999999986,0,4,0.10500000000000043,0.5908500515081692,0.3999999999999986,13.75,141.22272694521575
35,signalling,14.36,14.9,0.5400000000000009,0.4000000000000003,0,10,0.05400000000000009,0.5727216893009806,0.40000000000000036,14.629999999999999,164.4924453972072
36,the,15.3,15.38,0.08,0.08,0,3,0.02666666666666667,0.7165720162557809,0.08000000000000007,15.34,122.79178748019108
37,dawn,15.46,15.94,0.4799999999999986,0.5400000000000009,0,4,0.11999999999999965,0.6417265823508702,0.5400000000000009,15.7,165.5586453309908
38,of,16.48,16.62,0.1400000000000005,0.0599999999999987,0,2,0.07000000000000026,0.5867834319079129,0.05999999999999872,16.55,134.9396740036074
39,a,16.68,16.72,0.0399999999999991,0.0400000000000027,0,1,0.0399999999999991,0.6937891413704452,0.0400000000000027,16.7,148.0100210605003
40,new,16.76,16.94,0.1799999999999997,0.0599999999999987,0,3,0.059999999999999894,0.6834575485860488,0.05999999999999872,16.85,182.22774752702182
41,year,17.0,17.4,0.3999999999999986,0.360000000000003,0,4,0.09999999999999964,0.5367004031508602,0.360000000000003,17.2,133.51879751794255
42,a,17.76,17.84,0.0799999999999983,0.0800000000000018,0,1,0.0799999999999983,0.49373553100333656,0.08000000000000185,17.8,130.09992254580118
43,new,17.92,18.12,0.1999999999999993,0.0799999999999983,0,3,0.06666666666666643,0.663792739650071,0.0799999999999983,18.020000000000003,180.1540883454953
44,century,18.2,18.6,0.4000000000000021,0.2199999999999988,0,7,0.05714285714285744,0.488248349932122,0.21999999999999886,18.4,136.24364542269535
45,a,18.82,18.9,0.0799999999999983,0.0800000000000018,0,1,0.0799999999999983,0.5630923940855206,0.08000000000000185,18.86,125.26603043508723
46,new,18.98,19.16,0.1799999999999997,0.0399999999999991,0,3,0.059999999999999894,0.7071797403560286,0.03999999999999915,19.07,188.77278183057354
47,millennium,19.2,19.78,0.5800000000000018,0.0999999999999978,0,10,0.05800000000000018,0.5696227824890848,0.09999999999999787,19.490000000000002,174.45586572103835
48,in,19.88,20.0,0.120000000000001,0.0399999999999991,0,2,0.0600000000000005,0.5037329963137505,0.03999999999999915,19.939999999999998,157.88632693591623
49,the,20.04,20.1,0.0600000000000022,0.0599999999999987,0,3,0.020000000000000732,0.6855266530084503,0.05999999999999872,20.07,157.37429778917743
50,united,20.16,20.62,0.4600000000000008,0.0399999999999991,0,6,0.0766666666666668,0.6631378967569174,0.03999999999999915,20.39,166.68027388027772
51,states,20.66,21.24,0.5799999999999983,0.9800000000000004,0,6,0.09666666666666639,0.4235317265002661,0.9800000000000004,20.95,143.90905784795845
52,the,22.22,22.32,0.1000000000000014,0.0599999999999987,0,3,0.0333333333333338,0.5114929587590663,0.05999999999999872,22.27,105.48449231660169
53,traditional,22.38,22.92,0.5400000000000027,0.0599999999999987,0,11,0.04909090909090934,0.5518567594109095,0.05999999999999872,22.65,153.3071778816168
54,ball,22.98,23.36,0.379999999999999,0.1799999999999997,0,4,0.09499999999999975,0.6371707694361785,0.17999999999999972,23.17,158.97509683393105
55,this,23.54,23.76,0.2200000000000024,0.0199999999999995,0,4,0.0550000000000006,0.5137453734209201,0.019999999999999574,23.65,162.91897051138193
56,year,23.78,23.98,0.1999999999999993,0.0599999999999987,0,4,0.04999999999999982,0.4544217613129396,0.05999999999999872,23.880000000000003,147.67237381265906
57,made,24.04,24.22,0.1799999999999997,0.0199999999999995,0,4,0.04499999999999992,0.8143296227545468,0.019999999999999574,24.13,144.5772253812305
58,a,24.24,24.28,0.0400000000000027,0.0999999999999978,0,1,0.0400000000000027,0.6394630591064199,0.09999999999999787,24.259999999999998,128.72848571473162
59,waterford,24.38,24.92,0.5400000000000027,0.0799999999999983,0,9,0.0600000000000003,0.5226708828869594,0.0799999999999983,24.65,162.28450961221176
60,crystal,25.0,25.44,0.4400000000000013,0.0799999999999983,0,7,0.06285714285714304,0.5652335762325393,0.0799999999999983,25.22,128.14090807534183
61,will,25.52,25.64,0.120000000000001,0.0399999999999991,0,4,0.03000000000000025,0.5477068613774403,0.03999999999999915,25.58,124.98162495872701
62,drop,25.68,26.02,0.3399999999999998,0.1000000000000014,0,4,0.08499999999999995,0.6358003996355395,0.10000000000000142,25.85,149.5445573296203
63,at,26.12,26.24,0.1199999999999974,0.0200000000000031,0,2,0.0599999999999987,0.5243353823083429,0.020000000000003126,26.18,124.83134975697779
64,the,26.26,26.34,0.0799999999999983,0.1000000000000014,0,3,0.0266666666666661,0.34880786144476345,0.10000000000000142,26.3,115.07904439655563
65,stroke,26.44,26.88,0.4399999999999977,0.1000000000000014,0,6,0.07333333333333296,0.49388141680537256,0.10000000000000142,26.66,162.44873484954
66,of,26.98,27.1,0.120000000000001,0.0799999999999983,0,2,0.0600000000000005,0.674604273339244,0.0799999999999983,27.04,131.41454231230662
