,Word,Start,End,length,time_spent,std_time_spent,post_space
0,sixty,2.4,2.78,5,0.3799999999999999,0.07599999999999998,0.06000000000000005
1,minutes,2.84,3.16,7,0.3200000000000003,0.045714285714285756,0.08000000000000007
2,rewind,3.24,3.8,6,0.5599999999999996,0.09333333333333327,1.92
3,president,5.72,6.16,9,0.4400000000000004,0.04888888888888893,0.040000000000000036
4,obama,6.2,6.66,5,0.45999999999999996,0.092,0.08000000000000007
5,is,6.74,6.86,2,0.1200000000000001,0.06000000000000005,0.019999999999999574
6,on,6.88,7.0,2,0.1200000000000001,0.06000000000000005,0.040000000000000036
7,a,7.04,7.08,1,0.040000000000000036,0.040000000000000036,0.08000000000000007
8,trade,7.16,7.48,5,0.3200000000000003,0.06400000000000006,0.03999999999999915
9,mission,7.52,7.86,7,0.34000000000000075,0.048571428571428675,0.040000000000000036
10,in,7.9,7.98,2,0.08000000000000007,0.040000000000000036,0.09999999999999964
11,india,8.08,8.4,5,0.3200000000000003,0.06400000000000006,0.03999999999999915
12,tonight,8.44,8.8,7,0.3600000000000012,0.0514285714285716,0.05999999999999872
13,following,8.86,9.26,9,0.40000000000000036,0.04444444444444448,0.019999999999999574
14,a,9.28,9.32,1,0.040000000000000924,0.040000000000000924,0.08000000000000007
15,long,9.4,9.7,4,0.29999999999999893,0.07499999999999973,0.040000000000000924
16,flight,9.74,10.12,6,0.379999999999999,0.06333333333333317,0.3600000000000012
17,and,10.48,10.62,3,0.1399999999999988,0.046666666666666266,0.040000000000000924
18,an,10.66,10.72,2,0.0600000000000005,0.03000000000000025,0.05999999999999872
19,even,10.78,11.02,4,0.2400000000000002,0.06000000000000005,0.08000000000000007
20,longer,11.1,11.48,6,0.3800000000000008,0.06333333333333346,0.03999999999999915
21,week,11.52,11.84,4,0.3200000000000003,0.08000000000000007,0.27999999999999936
22,which,12.12,12.28,5,0.16000000000000014,0.03200000000000003,0.040000000000000924
23,saw,12.32,12.54,3,0.21999999999999886,0.07333333333333296,0.02000000000000135
24,him,12.56,12.64,3,0.08000000000000007,0.02666666666666669,0.08000000000000007
25,loses,12.72,13.1,5,0.379999999999999,0.0759999999999998,0.040000000000000924
26,democratic,13.14,13.66,10,0.5199999999999996,0.051999999999999956,0.03999999999999915
27,majority,13.7,14.12,8,0.41999999999999993,0.05249999999999999,0.040000000000000924
28,in,14.16,14.22,2,0.0600000000000005,0.03000000000000025,0.019999999999999574
29,the,14.24,14.28,3,0.03999999999999915,0.01333333333333305,0.0600000000000005
30,house,14.34,14.56,5,0.22000000000000064,0.04400000000000013,0.0
31,of,14.56,14.62,2,0.05999999999999872,0.02999999999999936,0.040000000000000924
32,representatives,14.66,15.36,15,0.6999999999999993,0.04666666666666662,0.3200000000000003
33,in,15.68,15.8,2,0.120000000000001,0.0600000000000005,0.03999999999999915
34,nearly,15.84,16.1,6,0.26000000000000156,0.04333333333333359,0.05999999999999872
35,lose,16.16,16.38,4,0.21999999999999886,0.054999999999999716,0.0
36,it,16.38,16.44,2,0.060000000000002274,0.030000000000001137,0.03999999999999915
37,in,16.48,16.54,2,0.05999999999999872,0.02999999999999936,0.019999999999999574
38,the,16.56,16.62,3,0.060000000000002274,0.020000000000000757,0.05999999999999872
39,senate,16.68,17.04,6,0.35999999999999943,0.05999999999999991,0.6600000000000001
