,Unnamed: 0,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude
0,0,i,14.7,14.88,100.0,0.18,1,0.16666666666666666,0.0,0.40940867873215253
1,1,met,14.88,15.09,100.0,0.21,3,0.04444444444444444,0.0,0.39875734786043254
2,2,a,15.09,15.21,100.0,0.12,1,0.09999999999999999,0.02999999999999936,0.2189425917192221
3,3,traveller,15.24,16.08,100.0,0.84,9,0.07037037037037036,0.9300000000000033,0.23638894686889197
4,4,from,17.01,17.25,100.0,0.24,4,0.03333333333333333,0.0,0.4240150146452075
5,5,an,17.25,17.4,100.0,0.15,2,0.049999999999999996,0.0,0.3771869058055917
6,6,antique,17.4,18.18,100.0,0.78,7,0.09047619047619047,0.0,0.27135604456040274
7,7,land,18.18,18.72,100.0,0.54,4,0.11666666666666667,0.0,0.3900365016971516
8,8,who,18.72,18.9,100.0,0.18,3,0.03333333333333333,0.0,0.22562423801040885
9,9,said,18.9,19.41,100.0,0.51,4,0.10833333333333334,2.34,0.18962855964273337
10,10,too,21.75,22.29,99.8087,0.54,3,0.16666666666666669,0.15000000000000213,0.4866084700494231
11,11,fast,22.44,23.19,99.8087,0.75,4,0.175,0.0,0.13867003043150947
12,12,and,23.19,23.49,100.0,0.3,3,0.07777777777777777,0.18000000000000327,0.23604835725813597
13,13,thankless,23.67,24.36,42.793,0.69,9,0.05185185185185184,0.08999999999999986,0.08086886937335667
14,14,legs,24.45,24.99,100.0,0.54,4,0.11666666666666667,0.0,0.18568533953910965
15,15,of,24.99,25.17,100.0,0.18,2,0.06666666666666667,0.0,0.09411519317914534
16,16,stone,25.17,26.01,100.0,0.84,5,0.15333333333333332,0.11999999999999744,0.14371291353774682
17,17,stand,26.13,26.76,100.0,0.63,5,0.10666666666666666,0.0,0.08779623858401324
18,18,in,26.76,26.91,100.0,0.15,2,0.049999999999999996,0.0,0.11975308600122969
19,19,the,26.91,27.06,100.0,0.15,3,0.02222222222222222,0.0,0.07955387036814945
20,20,desert,27.06,27.75,100.0,0.69,6,0.09444444444444443,4.050000000000001,0.008491221572904249
21,22,knew,31.8,32.1,67.8195,0.3,4,0.049999999999999996,0.0,0.554692638626615
22,23,them,32.1,32.55,100.0,0.45,4,0.09166666666666667,0.09000000000000341,0.3127060124100937
23,24,on,32.64,32.85,100.0,0.21,2,0.08333333333333333,0.0,0.24002917489840245
24,25,the,32.85,32.94,100.0,0.09,3,0.0,0.0,0.22770406064043316
25,26,sand,32.94,33.63,100.0,0.69,4,0.15833333333333333,0.6899999999999977,0.17458197703405096
26,27,half,34.32,34.71,100.0,0.39,4,0.075,0.0,0.15659033387693164
27,28,sung,34.71,35.19,59.9444,0.48,4,0.09999999999999999,1.2899999999999991,0.07091584725858571
28,29,a,36.48,36.51,100.0,0.03,1,0.0,0.0,0.3295770310813655
29,30,shattered,36.51,37.23,100.0,0.72,9,0.05555555555555556,0.060000000000002274,0.27070348077235895
30,31,visage,37.29,37.86,100.0,0.57,6,0.0722222222222222,0.0,0.20855873246770276
31,32,lies,37.86,38.7,100.0,0.84,4,0.19999999999999998,1.1400000000000006,0.09961188549879961
32,33,whose,39.84,40.05,100.0,0.21,5,0.013333333333333329,0.0,0.28350679563849485
33,34,frown,40.05,40.71,100.0,0.66,5,0.11333333333333334,0.0,0.32386977204926237
34,35,and,40.71,41.04,100.0,0.33,3,0.08888888888888889,0.0,0.1711171484278767
35,36,wrinkled,41.04,41.85,100.0,0.81,8,0.07916666666666668,0.05999999999999517,0.2493170736795916
36,37,lip,41.91,42.33,100.0,0.42,3,0.1222222222222222,0.0,0.18714919766751142
37,38,and,42.33,42.6,100.0,0.27,3,0.06666666666666668,0.0,0.1514478384098002
38,39,sneer,42.6,43.44,100.0,0.84,5,0.15333333333333332,0.0,0.32295259778159685
