,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time
0,okay,6.18,6.58,0.4000000000000003,0.5,1,4,0.10000000000000007,0.0,0.5,6.38
1,good,7.08,7.22,0.1399999999999996,0.04,1,4,0.0349999999999999,0.3857216408520054,0.040000000000000036,7.15
2,evening,7.26,7.58,0.3200000000000003,0.2000000000000001,1,7,0.045714285714285756,0.5354690118929786,0.20000000000000018,7.42
3,my,7.78,7.9,0.1200000000000001,0.0599999999999996,1,2,0.06000000000000005,0.0737275041142458,0.05999999999999961,7.84
4,follow,7.96,8.2,0.2399999999999993,0.0200000000000013,1,6,0.03999999999999988,0.2714937114034756,0.02000000000000135,8.08
5,americans,8.22,8.82,0.5999999999999996,1.0199999999999996,1,9,0.06666666666666662,0.1142881376848498,1.0199999999999996,8.52
6,tonight,9.84,10.16,0.3200000000000003,0.0199999999999995,1,7,0.045714285714285756,0.5104180204029058,0.019999999999999574,10.0
7,i,10.18,10.22,0.0400000000000009,0.08,1,1,0.0400000000000009,0.4902457578077438,0.08000000000000007,10.2
8,want,10.3,10.46,0.1600000000000001,0.0199999999999995,1,4,0.04000000000000002,0.3215452560167774,0.019999999999999574,10.38
9,to,10.48,10.54,0.0599999999999987,0.0400000000000009,1,2,0.02999999999999935,0.1455098346119075,0.040000000000000924,10.51
10,talk,10.58,10.8,0.2200000000000006,0.0399999999999991,1,4,0.05500000000000015,0.1713083624477287,0.03999999999999915,10.690000000000001
11,to,10.84,10.92,0.08,0.0400000000000009,1,2,0.04,0.0784048840194629,0.040000000000000924,10.879999999999999
12,you,10.96,11.06,0.0999999999999996,0.1199999999999992,1,3,0.0333333333333332,0.3011153755193038,0.11999999999999922,11.010000000000002
13,on,11.18,11.26,0.08,0.0400000000000009,1,2,0.04,0.2067874348037593,0.040000000000000924,11.219999999999999
14,a,11.3,11.34,0.0399999999999991,0.0600000000000005,1,1,0.0399999999999991,0.186550162533289,0.0600000000000005,11.32
15,subject,11.4,11.86,0.4599999999999991,0.0200000000000013,1,7,0.06571428571428559,0.188908601548331,0.02000000000000135,11.629999999999999
16,of,11.88,11.98,0.0999999999999996,0.08,1,2,0.0499999999999998,0.1312443598115344,0.08000000000000007,11.93
17,deep,12.06,12.3,0.2400000000000002,0.0599999999999987,1,4,0.06000000000000005,0.4425593357635162,0.05999999999999872,12.18
18,concern,12.36,12.94,0.5800000000000001,0.08,1,7,0.08285714285714287,0.2710348691324388,0.08000000000000007,12.649999999999999
19,to,13.02,13.12,0.0999999999999996,0.200000000000001,1,2,0.0499999999999998,0.1418520944036346,0.20000000000000107,13.07
20,all,13.32,13.48,0.1600000000000001,0.0599999999999987,1,3,0.053333333333333365,0.4791497620275786,0.05999999999999872,13.4
21,americans,13.54,14.1,0.5600000000000005,0.0600000000000005,1,9,0.062222222222222276,0.2051376165682286,0.0600000000000005,13.82
22,and,14.16,14.26,0.0999999999999996,0.0400000000000009,1,3,0.0333333333333332,0.1849813877572614,0.040000000000000924,14.21
23,to,14.3,14.38,0.08,0.0999999999999996,1,2,0.04,0.156466245144296,0.09999999999999964,14.34
24,many,14.48,14.68,0.1999999999999993,0.0600000000000005,1,4,0.04999999999999982,0.7311628899169903,0.0600000000000005,14.58
25,people,14.74,15.08,0.3399999999999998,0.3200000000000003,1,6,0.056666666666666636,0.3584268574360429,0.3200000000000003,14.91
26,in,15.4,15.5,0.0999999999999996,0.0399999999999991,1,2,0.0499999999999998,0.1444492294154128,0.03999999999999915,15.45
27,all,15.54,15.66,0.120000000000001,0.0600000000000005,1,3,0.040000000000000334,0.615545986422574,0.0600000000000005,15.6
28,parts,15.72,16.02,0.2999999999999989,0.0199999999999995,1,5,0.059999999999999776,0.2357291314897483,0.019999999999999574,15.870000000000001
29,of,16.04,16.1,0.0600000000000022,0.0199999999999995,1,2,0.0300000000000011,0.19935762472585,0.019999999999999574,16.07
30,the,16.12,16.18,0.0599999999999987,0.0599999999999987,1,3,0.019999999999999567,0.2500268674299726,0.05999999999999872,16.15
31,world,16.24,16.58,0.3399999999999998,0.5,1,5,0.06799999999999996,0.3045742992440233,0.5,16.409999999999997
32,the,17.08,17.14,0.0600000000000022,0.0599999999999987,1,3,0.020000000000000732,0.0969390221177699,0.05999999999999872,17.11
33,war,17.2,17.4,0.1999999999999993,0.0400000000000027,1,3,0.06666666666666643,0.5905328924688399,0.0400000000000027,17.299999999999997
34,in,17.44,17.5,0.0599999999999987,0.0399999999999991,1,2,0.02999999999999935,0.4423000251221087,0.03999999999999915,17.47
35,vietnam,17.54,18.06,0.5199999999999996,1.0400000000000027,1,7,0.07428571428571422,0.2167911728309205,1.0400000000000027,17.799999999999997
36,i,19.1,19.18,0.0799999999999983,0.0800000000000018,1,1,0.0799999999999983,0.2981572441770685,0.08000000000000185,19.14
37,believe,19.26,19.48,0.2199999999999988,0.0199999999999995,1,7,0.03142857142857126,0.6222209198040887,0.019999999999999574,19.37
38,that,19.5,19.58,0.0799999999999983,0.0200000000000031,1,4,0.019999999999999574,0.499662968972153,0.020000000000003126,19.54
39,one,19.6,19.72,0.1199999999999974,0.0199999999999995,1,3,0.039999999999999133,0.5938292561376354,0.019999999999999574,19.66
40,of,19.74,19.78,0.0400000000000027,0.0399999999999991,1,2,0.02000000000000135,0.8670371035062028,0.03999999999999915,19.759999999999998
41,the,19.82,19.86,0.0399999999999991,0.0600000000000022,1,3,0.013333333333333032,0.6617715564256679,0.060000000000002274,19.84
42,reasons,19.92,20.32,0.3999999999999986,0.0399999999999991,1,7,0.05714285714285694,0.3912585496975457,0.03999999999999915,20.12
43,for,20.36,20.44,0.0800000000000018,0.0399999999999991,1,3,0.02666666666666727,0.2395315614541344,0.03999999999999915,20.4
44,the,20.48,20.54,0.0599999999999987,0.0600000000000022,1,3,0.019999999999999567,0.5487242511024949,0.060000000000002274,20.509999999999998
45,deep,20.6,20.82,0.2199999999999988,0.0599999999999987,1,4,0.0549999999999997,0.4219279551487789,0.05999999999999872,20.71
46,division,20.88,21.38,0.5,0.7600000000000016,1,8,0.0625,0.3773733518697365,0.7600000000000016,21.13
47,about,22.14,22.44,0.3000000000000007,0.0599999999999987,1,5,0.060000000000000143,0.3638691170086384,0.05999999999999872,22.29
48,vietnam,22.5,23.14,0.6400000000000006,0.759999999999998,1,7,0.09142857142857151,0.2869958140200296,0.759999999999998,22.82
49,is,23.9,24.04,0.1400000000000005,0.0199999999999995,1,2,0.07000000000000026,0.3726212096967098,0.019999999999999574,23.97
50,that,24.06,24.16,0.1000000000000014,0.0399999999999991,1,4,0.02500000000000035,0.4118353162649414,0.03999999999999915,24.11
51,many,24.2,24.4,0.1999999999999993,0.0600000000000022,1,4,0.04999999999999982,0.7563182791189651,0.060000000000002274,24.299999999999997
