,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time
0,today's,0.72,1.08,0.3600000000000001,0.04,0,7,0.05142857142857144,0.3889972586010305,0.040000000000000036,0.9
1,crash,1.12,1.6,0.48,0.1999999999999999,0,5,0.096,0.289177453286589,0.19999999999999996,1.36
2,is,1.8,1.94,0.1399999999999999,0.06,0,2,0.06999999999999995,0.0965857361198653,0.06000000000000005,1.87
3,the,2.0,2.04,0.04,0.08,0,3,0.013333333333333334,0.2413255595516172,0.08000000000000007,2.02
4,first,2.12,2.46,0.3399999999999998,0.04,0,5,0.06799999999999996,0.2630713198853379,0.040000000000000036,2.29
5,in,2.5,2.56,0.06,0.02,0,2,0.03,0.1593987437810432,0.020000000000000018,2.5300000000000002
6,the,2.58,2.62,0.04,0.04,0,3,0.013333333333333334,0.181394419520555,0.040000000000000036,2.6
7,united,2.66,3.04,0.3799999999999999,0.04,0,6,0.06333333333333331,0.2055529482500263,0.040000000000000036,2.85
8,states,3.08,3.38,0.2999999999999998,0.06,0,6,0.04999999999999997,0.2498270089822127,0.06000000000000005,3.23
9,since,3.44,3.62,0.1800000000000001,0.06,0,5,0.03600000000000002,0.1337946541575748,0.06000000000000005,3.5300000000000002
10,last,3.68,3.94,0.2599999999999998,0.06,0,4,0.06499999999999995,0.2818253746426598,0.06000000000000005,3.81
11,january,4.0,4.52,0.5199999999999996,0.04,0,7,0.07428571428571422,0.302281225133548,0.040000000000000036,4.26
12,when,4.56,4.68,0.1200000000000001,0.08,0,4,0.030000000000000027,0.2657130360867708,0.08000000000000007,4.619999999999999
13,fourteen,4.76,5.28,0.5200000000000005,0.08,0,8,0.06500000000000006,0.2693955156646566,0.08000000000000007,5.02
14,people,5.36,5.68,0.3199999999999994,0.08,0,6,0.05333333333333323,0.3075120036335323,0.08000000000000007,5.52
15,died,5.76,6.04,0.2800000000000002,0.0199999999999995,0,4,0.07000000000000005,0.3717804190626851,0.019999999999999574,5.9
16,in,6.06,6.12,0.0600000000000005,0.04,0,2,0.03000000000000025,0.3067607251684593,0.040000000000000036,6.09
17,the,6.16,6.2,0.04,0.0599999999999996,0,3,0.013333333333333334,0.3088631204709585,0.05999999999999961,6.18
18,collision,6.26,6.72,0.4599999999999999,0.04,0,9,0.0511111111111111,0.3479639385441189,0.040000000000000036,6.49
19,over,6.76,6.96,0.2000000000000001,0.0599999999999996,0,4,0.050000000000000024,0.3086018315969003,0.05999999999999961,6.859999999999999
20,california,7.02,7.72,0.7000000000000002,0.0600000000000005,0,10,0.07000000000000002,0.2854641493244066,0.0600000000000005,7.369999999999999
21,of,7.78,7.86,0.08,0.04,0,2,0.04,0.3134333584632053,0.040000000000000036,7.82
22,an,7.9,7.96,0.0599999999999996,0.0599999999999996,0,2,0.0299999999999998,0.1900135879827029,0.05999999999999961,7.93
23,airliner,8.02,8.56,0.5400000000000009,0.0999999999999996,0,8,0.06750000000000012,0.3129488226418468,0.09999999999999964,8.29
24,and,8.66,8.76,0.0999999999999996,0.0400000000000009,0,3,0.0333333333333332,0.1382203724988568,0.040000000000000924,8.71
25,a,8.8,8.84,0.0399999999999991,0.0400000000000009,0,1,0.0399999999999991,0.3575084761822368,0.040000000000000924,8.82
26,private,8.88,9.24,0.3599999999999994,0.0399999999999991,0,7,0.05142857142857134,0.2137859204971411,0.03999999999999915,9.06
