,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time,pitch
0,okay,6.18,6.58,0.4000000000000003,0.5,1,4,0.10000000000000007,0.020910998547620917,0.5,6.38,
1,good,7.08,7.22,0.1399999999999996,0.04,1,4,0.0349999999999999,0.6985543310894311,0.040000000000000036,7.15,114.3973587595126
2,evening,7.26,7.58,0.3200000000000003,0.2000000000000001,1,7,0.045714285714285756,0.5249593862083737,0.20000000000000018,7.42,113.87984361049311
3,my,7.78,7.9,0.1200000000000001,0.0599999999999996,1,2,0.06000000000000005,0.16973807591063783,0.05999999999999961,7.84,93.7900764347798
4,follow,7.96,8.2,0.2399999999999993,0.0200000000000013,1,6,0.03999999999999988,0.3828378272054465,0.02000000000000135,8.08,104.62544499959156
5,americans,8.22,8.82,0.5999999999999996,1.0199999999999996,1,9,0.06666666666666662,0.15317900026642975,1.0199999999999996,8.52,91.40719220488172
6,tonight,9.84,10.16,0.3200000000000003,0.0199999999999995,1,7,0.045714285714285756,0.6199509964808737,0.019999999999999574,10.0,142.60791818993192
7,i,10.18,10.22,0.0400000000000009,0.08,1,1,0.0400000000000009,0.5882388019302337,0.08000000000000007,10.2,137.34886496989068
8,want,10.3,10.46,0.1600000000000001,0.0199999999999995,1,4,0.04000000000000002,0.27998864526131545,0.019999999999999574,10.38,128.90857481470164
9,to,10.48,10.54,0.0599999999999987,0.0400000000000009,1,2,0.02999999999999935,0.2735690617258271,0.040000000000000924,10.51,110.50603322112146
10,talk,10.58,10.8,0.2200000000000006,0.0399999999999991,1,4,0.05500000000000015,0.2776521705316768,0.03999999999999915,10.690000000000001,118.51739570519572
11,to,10.84,10.92,0.08,0.0400000000000009,1,2,0.04,0.12144661417038383,0.040000000000000924,10.879999999999999,109.28541151815469
12,you,10.96,11.06,0.0999999999999996,0.1199999999999992,1,3,0.0333333333333332,0.3791088076838188,0.11999999999999922,11.010000000000002,95.63238236451667
13,on,11.18,11.26,0.08,0.0400000000000009,1,2,0.04,0.2520976365303406,0.040000000000000924,11.219999999999999,92.21264320245905
14,a,11.3,11.34,0.0399999999999991,0.0600000000000005,1,1,0.0399999999999991,0.1762661120919065,0.0600000000000005,11.32,87.91985194486651
15,subject,11.4,11.86,0.4599999999999991,0.0200000000000013,1,7,0.06571428571428559,0.28846788030683446,0.02000000000000135,11.629999999999999,108.28066878414376
16,of,11.88,11.98,0.0999999999999996,0.08,1,2,0.0499999999999998,0.15881986911154974,0.08000000000000007,11.93,89.33915788010034
17,deep,12.06,12.3,0.2400000000000002,0.0599999999999987,1,4,0.06000000000000005,0.43930741302283427,0.05999999999999872,12.18,131.06237385274395
18,concern,12.36,12.94,0.5800000000000001,0.08,1,7,0.08285714285714287,0.31453049815027895,0.08000000000000007,12.649999999999999,96.70893783730799
19,to,13.02,13.12,0.0999999999999996,0.200000000000001,1,2,0.0499999999999998,0.24811216667123046,0.20000000000000107,13.07,100.9209454983952
20,all,13.32,13.48,0.1600000000000001,0.0599999999999987,1,3,0.053333333333333365,0.7645482776382098,0.05999999999999872,13.4,117.38983891204683
21,americans,13.54,14.1,0.5600000000000005,0.0600000000000005,1,9,0.062222222222222276,0.2553928345019737,0.0600000000000005,13.82,91.0692155494457
22,and,14.16,14.26,0.0999999999999996,0.0400000000000009,1,3,0.0333333333333332,0.2956006738322193,0.040000000000000924,14.21,100.24520499023116
23,to,14.3,14.38,0.08,0.0999999999999996,1,2,0.04,0.22407039159980716,0.09999999999999964,14.34,108.33297594938261
