,Word,Start,End,length,time_spent,std_time_spent,speed,post_space
0,the,0.32,0.32,3,0.0,0.0,inf,0.8399999999999999
1,the,1.16,1.16,3,0.0,0.0,inf,0.4600000000000002
2,the,1.62,1.68,3,0.05999999999999983,0.019999999999999945,50.00000000000014,4.12
3,the,5.8,5.8,3,0.0,0.0,inf,2.1400000000000006
4,the,7.94,7.94,3,0.0,0.0,inf,1.46
5,the,9.4,9.4,3,0.0,0.0,inf,1.1600000000000001
6,the,10.56,10.56,3,0.0,0.0,inf,3.7799999999999994
7,the,14.34,14.34,3,0.0,0.0,inf,10.3
8,yeah,24.64,24.64,4,0.0,0.0,inf,1.6400000000000006
9,mm,26.28,26.28,2,0.0,0.0,inf,0.4599999999999973
10,good,26.74,26.86,4,0.120000000000001,0.03000000000000025,33.33333333333306,0.019999999999999574
11,morning,26.88,27.14,7,0.26000000000000156,0.037142857142857366,26.92307692307676,1.4199999999999982
12,how,28.56,28.7,3,0.14000000000000057,0.046666666666666856,21.428571428571342,0.019999999999999574
13,are,28.72,28.8,3,0.08000000000000185,0.026666666666667282,37.49999999999913,0.019999999999999574
14,you,28.82,28.92,3,0.10000000000000142,0.033333333333333805,29.999999999999574,1.8999999999999986
15,it's,30.82,30.96,4,0.14000000000000057,0.03500000000000014,28.571428571428456,0.019999999999999574
16,been,30.98,31.12,4,0.14000000000000057,0.03500000000000014,28.571428571428456,0.03999999999999915
17,great,31.16,31.34,5,0.17999999999999972,0.03599999999999994,27.77777777777782,0.03999999999999915
18,as,31.38,31.46,2,0.08000000000000185,0.040000000000000924,24.999999999999424,0.05999999999999872
19,it,31.52,31.66,2,0.14000000000000057,0.07000000000000028,14.285714285714228,1.4999999999999964
20,that's,33.16,33.28,6,0.12000000000000455,0.020000000000000757,49.9999999999981,0.01999999999999602
21,been,33.3,33.44,4,0.14000000000000057,0.03500000000000014,28.571428571428456,0.1600000000000037
22,i've,33.6,33.74,4,0.14000000000000057,0.03500000000000014,28.571428571428456,0.19999999999999574
23,been,33.94,34.06,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.03999999999999915
24,blown,34.1,34.26,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.020000000000003126
25,away,34.28,34.5,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.03999999999999915
26,by,34.54,34.62,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.03999999999999915
27,the,34.66,34.7,3,0.04000000000000625,0.013333333333335418,74.99999999998828,0.03999999999999915
28,whole,34.74,34.88,5,0.14000000000000057,0.028000000000000115,35.714285714285566,0.01999999999999602
29,thing,34.9,35.1,5,0.20000000000000284,0.04000000000000057,24.999999999999645,0.3999999999999986
30,in,35.5,35.6,2,0.10000000000000142,0.05000000000000071,19.999999999999716,0.01999999999999602
31,fact,35.62,35.8,4,0.17999999999999972,0.04499999999999993,22.222222222222257,0.04000000000000625
32,i'm,35.84,35.94,3,0.09999999999999432,0.03333333333333144,30.000000000001705,0.03999999999999915
33,leaving,35.98,36.24,7,0.2600000000000051,0.03714285714285787,26.923076923076394,4.280000000000001
34,um,40.52,40.62,2,0.09999999999999432,0.04999999999999716,20.000000000001137,2.3400000000000034
35,there,42.96,43.06,5,0.10000000000000142,0.020000000000000285,49.99999999999929,0.0
36,were,43.06,43.12,4,0.05999999999999517,0.014999999999998792,66.66666666667203,0.020000000000003126
37,being,43.14,43.3,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.04000000000000625
38,three,43.34,43.5,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.0799999999999983
39,themes,43.58,43.96,6,0.38000000000000256,0.06333333333333376,15.78947368421042,0.03999999999999915
40,have,44.0,44.12,4,0.11999999999999744,0.02999999999999936,33.333333333334046,0.060000000000002274
