,Unnamed: 0,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude
0,0,i,2.79,2.94,100.0,0.15,1,0.5531914893617021,0.0,0.6912175805890248
1,1,met,2.94,3.15,100.0,0.21,3,0.21276595744680846,0.0,0.5539584644731779
2,2,a,3.15,3.24,100.0,0.09,1,0.29787234042553185,0.029999999999999805,0.34094449000596244
3,3,traveller,3.27,3.72,100.0,0.45,9,0.1276595744680851,0.029999999999999805,0.13313267336204004
4,4,from,3.75,3.9,100.0,0.15,4,0.07446808510638296,0.0,0.1163352531340319
5,5,an,3.9,3.99,100.0,0.09,2,0.10638297872340424,0.0,0.26098875042028924
6,6,antique,3.99,4.41,100.0,0.42,7,0.17021276595744678,0.0,0.7551694723768363
7,7,land,4.41,4.77,100.0,0.36,4,0.29787234042553185,0.0,0.6890040990148645
8,8,who,4.77,4.95,100.0,0.18,3,0.17021276595744678,0.0,0.2983037898878285
9,9,said,4.95,5.4,100.0,0.45,4,0.3936170212765957,1.08,0.2533294913255778
10,10,two,6.48,6.66,73.7794,0.18,3,0.17021276595744678,0.0,0.7845469008095365
11,11,vast,6.66,7.29,100.0,0.63,4,0.5851063829787234,0.17999999999999972,0.12855507289071616
12,12,and,7.47,7.62,100.0,0.15,3,0.12765957446808507,0.0,0.5618218424914584
13,13,chocolate,7.62,8.01,51.6642,0.39,9,0.09929078014184398,0.08536100000000069,0.5661720424767142
14,14,legs,8.095361,8.43,100.0,0.334639,4,0.27089255319148936,0.0,0.572296951873766
15,15,of,8.43,8.52,100.0,0.09,2,0.10638297872340424,0.0,0.36420958276026516
16,16,stone,8.52,9.06,100.0,0.54,5,0.374468085106383,0.3899999999999988,0.10728480963771124
17,17,stand,9.45,9.96,100.0,0.51,5,0.34893617021276596,0.0,0.5294912618619121
18,18,in,9.96,10.05,100.0,0.09,2,0.10638297872340424,0.0,0.6327604688084574
19,19,the,10.05,10.14,100.0,0.09,3,0.042553191489361694,0.0,0.43481331080994334
20,20,desert,10.14,10.56,100.0,0.42,6,0.21276595744680846,0.8699999999999992,0.12476791737908474
21,21,near,11.43,11.67,100.0,0.24,4,0.17021276595744678,0.0,0.8777436579058182
22,22,them,11.67,12.09,100.0,0.42,4,0.36170212765957444,0.120000000000001,0.5539974098314444
23,23,on,12.21,12.39,100.0,0.18,2,0.29787234042553185,0.0,0.2567649729915818
24,24,the,12.39,12.45,100.0,0.06,3,0.0,0.0,0.002283241220999394
25,25,sand,12.45,13.02,100.0,0.57,4,0.5212765957446808,0.3000000000000007,0.03574637857111443
26,26,half,13.32,13.59,100.0,0.27,4,0.20212765957446807,0.0,0.7912455569271901
27,27,sunk,13.59,14.1,100.0,0.51,4,0.45744680851063824,0.2699999999999996,0.42415714258713916
28,28,a,14.37,14.46,100.0,0.09,1,0.29787234042553185,0.0,0.40942350883334383
29,29,shattered,14.46,14.94,100.0,0.48,9,0.14184397163120563,0.0,0.3165344787240083
30,30,visage,14.94,15.39,100.0,0.45,6,0.2340425531914893,0.0,0.6583327581116288
31,31,lies,15.39,16.08,100.0,0.69,4,0.648936170212766,0.360000000000003,0.33687347343106483
32,32,whose,16.44,16.65,100.0,0.21,5,0.09361702127659571,0.0,0.4606686896540067
33,33,frown,16.65,17.16,100.0,0.51,5,0.34893617021276596,0.0,0.42918943712097246
34,34,and,17.16,17.37,100.0,0.21,3,0.21276595744680846,0.0,0.7172026659457773
35,35,wrinkled,17.37,17.82,100.0,0.45,8,0.15425531914893617,0.030000000000001137,0.5699034329339573
36,36,lip,17.85,18.21,100.0,0.36,3,0.42553191489361697,0.4499999999999993,0.08810837636531406
37,37,and,18.66,18.75,100.0,0.09,3,0.042553191489361694,0.0,0.6564456535745402
38,38,sneer,18.75,19.35,100.0,0.6,5,0.42553191489361697,0.0,0.7845845024778269
39,39,of,19.35,19.56,100.0,0.21,2,0.36170212765957444,0.0,0.3885371140787235
40,40,cold,19.56,19.86,100.0,0.3,4,0.2340425531914893,0.0,0.2802381322282321
41,41,command,19.86,20.43,100.0,0.57,7,0.26139817629179324,0.4499999999999993,0.08643831046847135
42,42,tell,20.88,21.18,100.0,0.3,4,0.2340425531914893,0.0,1.0
43,43,that,21.18,21.36,100.0,0.18,4,0.10638297872340424,0.0,0.6919521817756384
44,44,it's,21.36,21.51,100.0,0.15,4,0.07446808510638296,0.0,0.30464606578371817
45,45,sculptor,21.51,22.11,100.0,0.6,8,0.2340425531914893,0.0,0.01186638687462316
46,46,well,22.11,22.47,100.0,0.36,4,0.29787234042553185,0.0,0.29499728964564464
47,47,those,22.47,22.77,100.0,0.3,5,0.17021276595744678,0.0,0.6044512036513006
48,48,passions,22.77,23.37,100.0,0.6,8,0.2340425531914893,0.0,0.47362806515031386
49,49,read,23.37,23.76,100.0,0.39,4,0.32978723404255317,0.0,0.08727474356540037
50,50,which,23.76,24.03,100.0,0.27,5,0.1446808510638298,0.0,0.10649640252680857
51,51,yet,24.03,24.36,100.0,0.33,3,0.38297872340425526,0.0,0.20708816891463794
52,52,survive,24.36,25.08,100.0,0.72,7,0.35258358662613976,0.6000000000000014,0.6288775328572066
53,53,stamped,25.68,26.165991,100.0,0.485991,7,0.2103288753799392,0.024008999999999503,0.10822079792311967
54,54,tony,26.19,26.64,64.7126,0.45,4,0.3936170212765957,0.0,0.7128262080429818
55,55,these,26.64,26.88,100.0,0.24,5,0.11914893617021276,0.5100000000000016,0.40129747190130516
56,56,lifeless,27.39,27.99,100.0,0.6,8,0.2340425531914893,0.0,0.11034678923431043
57,57,things,27.99,28.56,100.0,0.57,6,0.31914893617021267,1.9200000000000017,0.510020026906423
58,58,the,30.48,30.63,100.0,0.15,3,0.12765957446808507,0.0,0.696026523734922
59,59,hand,30.63,30.99,100.0,0.36,4,0.29787234042553185,0.0,0.44004282538347866
60,60,that,30.99,31.14,100.0,0.15,4,0.07446808510638296,0.0,0.5257594269635659
61,61,mocked,31.14,31.5,100.0,0.36,6,0.17021276595744678,0.0,0.3104850199818828
62,62,them,31.5,31.86,100.0,0.36,4,0.29787234042553185,0.480000000000004,0.3083718786002875
63,63,and,32.34,32.425052,58.4677,0.085052,3,0.03553475177304964,0.0,0.351177654835732
64,64,the,32.425052,32.493442,100.0,0.06839,3,0.011900709219858167,0.0,0.4995196871253274
65,65,art,32.493442,32.79,85.8778,0.296558,3,0.33554326241134746,0.0,0.5292840266975272
66,66,that,32.79,32.94,100.0,0.15,4,0.07446808510638296,0.0,0.241113826800901
67,67,fed,32.94,33.33,100.0,0.39,3,0.4680851063829787,1.0799999999999983,0.12482448267217985
68,68,and,34.41,34.53,100.0,0.12,3,0.0851063829787234,0.0,0.5368187156948377
69,69,on,34.53,34.71,100.0,0.18,2,0.29787234042553185,0.0,0.6670068137643806
70,70,the,34.71,34.83,100.0,0.12,3,0.0851063829787234,0.0,0.7112272045994674
71,71,pedestal,34.83,35.49,100.0,0.66,8,0.26595744680851063,0.0,0.16987284232190453
72,72,these,35.49,35.85,100.0,0.36,5,0.2212765957446808,0.0,0.2996870438232458
73,73,words,35.85,36.21,100.0,0.36,5,0.2212765957446808,0.0,0.17901148427697078
74,74,appear,36.21,36.66,100.0,0.45,6,0.2340425531914893,1.7700000000000031,0.1292254403058081
75,75,my,38.43,38.94,100.0,0.51,2,1.0,0.030000000000001137,0.3764505087708549
76,76,name,38.97,39.57,100.0,0.6,4,0.5531914893617021,0.030000000000001137,0.4565272736604044
77,77,is,39.6,39.99,100.0,0.39,2,0.7446808510638299,0.14999999999999858,0.25959821602568917
78,78,ozymandias,40.14,41.31,100.0,1.17,10,0.41276595744680844,0.11999999999999744,0.3663530974562154
79,79,king,41.43,41.82,100.0,0.39,4,0.32978723404255317,0.0,0.49559811196651443
80,80,of,41.82,42.0,100.0,0.18,2,0.29787234042553185,0.0,0.04883374777597051
81,81,kings,42.0,42.72,100.0,0.72,5,0.527659574468085,0.75,0.14246119816050423
82,82,look,43.47,43.8,100.0,0.33,4,0.26595744680851063,0.0,0.6420736546895169
83,83,on,43.8,43.95,100.0,0.15,2,0.2340425531914893,0.0,0.38556647667972965
84,84,my,43.95,44.13,100.0,0.18,2,0.29787234042553185,0.0,0.5955068255007903
85,85,works,44.13,44.52,100.0,0.39,5,0.24680851063829784,0.0,0.2944484893462253
86,86,ye,44.52,44.67,100.0,0.15,2,0.2340425531914893,0.0,0.5006065368389346
87,87,mighty,44.67,45.21,100.0,0.54,6,0.2978723404255319,0.0,0.716523151776888
88,88,and,45.21,45.33,100.0,0.12,3,0.0851063829787234,0.0,0.4840761821738567
89,89,despair,45.33,46.08,100.0,0.75,7,0.37082066869300906,4.710000000000001,0.4367881626768611
90,90,nothing,50.79,51.12,100.0,0.33,7,0.11550151975683891,0.0,0.5055790504895513
91,91,beside,51.12,51.6,100.0,0.48,6,0.2553191489361702,0.0,0.4456041614570789
92,92,remains,51.6,52.2,100.0,0.6,7,0.2796352583586626,0.8099999999999952,0.631328645407122
93,93,round,53.01,53.31,100.0,0.3,5,0.17021276595744678,0.0,0.4198137309792802
94,94,the,53.31,53.4,100.0,0.09,3,0.042553191489361694,0.0,0.5357755686480624
95,95,decay,53.4,53.88,100.0,0.48,5,0.3234042553191489,0.0,0.4444260163174661
96,96,of,53.88,54.12,100.0,0.24,2,0.42553191489361697,0.0,0.4675964862999356
97,97,that,54.12,54.36,100.0,0.24,4,0.17021276595744678,0.0,0.47212253542707666
98,98,colossal,54.36,54.93,100.0,0.57,8,0.21808510638297868,0.060000000000002274,0.4000918492737699
99,99,wreck,54.99,55.35,100.0,0.36,5,0.2212765957446808,0.4799999999999969,0.0
100,100,boundless,55.83,56.7,100.0,0.87,9,0.326241134751773,0.0,0.44132039505269866
101,101,and,56.7,56.85,100.0,0.15,3,0.12765957446808507,0.0,0.3517058975601577
102,102,bare,56.85,57.36,100.0,0.51,4,0.45744680851063824,0.240000000000002,0.21862623703939912
103,103,the,57.6,57.78,100.0,0.18,3,0.17021276595744678,0.0,0.6629420786802893
104,104,lone,57.78,58.38,100.0,0.6,4,0.5531914893617021,0.0,0.47426125596444757
105,105,and,58.38,58.47,100.0,0.09,3,0.042553191489361694,0.0,0.4492613582656055
106,106,level,58.47,58.83,100.0,0.36,5,0.2212765957446808,0.0,0.27328106580813744
107,107,sands,58.83,59.46,100.0,0.63,5,0.451063829787234,1.019999999999996,0.105649864586163
108,108,stretch,60.48,60.87,100.0,0.39,7,0.1519756838905775,0.0,0.3224063376831158
109,109,far,60.87,61.2,100.0,0.33,3,0.38297872340425526,0.0,0.22464003617750236
110,110,away,61.2,61.59,100.0,0.39,4,0.32978723404255317,0.0,0.21911465172403524
