,Unnamed: 0,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space,amplitude
0,0,i,3.99,4.08,100.0,0.09,1,0.517795083576445,0.0,0.1915896366477549
1,1,met,4.08,4.26,100.0,0.18,3,0.3111358336806357,0.0,0.4341705029479969
2,2,a,4.26,4.35,100.0,0.09,1,0.517795083576445,0.0,0.2550087066673332
3,3,traveller,4.35,5.01,100.0,0.66,9,0.4029843891898843,0.15000000000000036,0.14636633222614834
4,4,from,5.16,5.37,100.0,0.21,4,0.25947102120668336,0.0,0.0545533410138822
5,5,an,5.37,5.46,100.0,0.09,2,0.20780620873273103,0.0,0.16008080417802728
6,6,antique,5.46,5.97,100.0,0.51,7,0.39970408363598253,0.0,0.06462406585967329
7,7,land,5.97,6.45,100.0,0.48,4,0.7244543334722542,0.0,0.0839091314209397
8,8,who,6.45,6.6,100.0,0.15,3,0.24224941704869923,0.0,0.03624079350740768
9,9,said,6.6,7.05,100.0,0.45,4,0.6727895209983019,0.7800000000000002,0.08742778236890113
10,10,two,7.83,8.1,100.0,0.27,3,0.517795083576445,0.0,0.36124404974137736
11,11,vast,8.1,8.61,100.0,0.51,4,0.7761191459462066,0.0,0.24030002452127433
12,12,and,8.61,8.73,100.0,0.12,3,0.17336300041676284,0.0,0.11213874099204973
13,13,trunk,8.73,9.03,100.0,0.3,5,0.3111358336806357,0.0,0.0876415003312181
14,14,lists,9.03,9.24,62.0029,0.21,5,0.1871402837431501,0.011398999999999049,0.06424915896733058
15,15,legs,9.251399,9.6,100.0,0.348601,4,0.49816417699675886,0.0,0.12978145565421287
16,16,of,9.6,9.72,100.0,0.12,2,0.3111358336806357,0.0,0.03823667029432471
17,17,stone,9.72,10.14,100.0,0.42,5,0.47646323359728304,0.0,0.09864389496258096
18,18,stand,10.14,10.5,100.0,0.36,5,0.39379953363895936,0.0,0.09105015528982639
19,19,in,10.5,10.62,100.0,0.12,2,0.3111358336806357,0.0,0.04696006873060448
20,20,the,10.62,10.71,100.0,0.09,3,0.10447658378482638,0.0,0.027458490250294794
21,21,desert,10.71,11.28,100.0,0.57,6,0.5522382918924131,0.9000000000000004,0.06275705454820242
22,22,near,12.18,12.39,100.0,0.21,4,0.25947102120668336,0.0,0.26326264772289554
23,23,them,12.39,12.69,100.0,0.3,4,0.4144654586285403,0.0,0.08095180973598204
24,24,on,12.69,12.81,100.0,0.12,2,0.3111358336806357,0.0,0.06220680834860772
25,25,the,12.81,12.9,100.0,0.09,3,0.10447658378482638,0.0,0.043014953294960974
