,Word,Start,End,length,time_spent,std_time_spent,post_space
0,the,0.32,0.32,3,0.0,0.0,0.8399999999999999
1,the,1.16,1.16,3,0.0,0.0,0.4600000000000002
2,the,1.62,1.68,3,0.05999999999999983,0.019999999999999945,4.12
3,the,5.8,5.8,3,0.0,0.0,2.1400000000000006
4,the,7.94,7.94,3,0.0,0.0,1.46
5,the,9.4,9.4,3,0.0,0.0,1.1799999999999997
6,the,10.58,10.58,3,0.0,0.0,3.76
7,the,14.34,14.34,3,0.0,0.0,10.280000000000001
8,yeah,24.62,24.62,4,0.0,0.0,1.7799999999999976
9,mm-hmm,26.4,26.4,6,0.0,0.0,1.6799999999999997
10,thank,28.08,28.26,5,0.18000000000000327,0.036000000000000656,0.0
11,you,28.26,28.32,3,0.05999999999999872,0.019999999999999574,0.05999999999999872
12,so,28.38,28.48,2,0.10000000000000142,0.05000000000000071,0.05999999999999872
13,much,28.54,28.74,4,0.1999999999999993,0.04999999999999982,0.08000000000000185
14,grass,28.82,29.14,5,0.3200000000000003,0.06400000000000006,0.03999999999999915
15,and,29.18,29.28,3,0.10000000000000142,0.033333333333333805,0.03999999999999915
16,it's,29.32,29.5,4,0.17999999999999972,0.04499999999999993,0.03999999999999915
17,a,29.54,29.66,1,0.120000000000001,0.120000000000001,0.14000000000000057
18,it's,29.8,30.02,4,0.21999999999999886,0.054999999999999716,1.0
19,truly,31.02,31.28,5,0.26000000000000156,0.05200000000000031,0.019999999999999574
20,a,31.3,31.36,1,0.05999999999999872,0.05999999999999872,0.060000000000002274
21,great,31.42,31.66,5,0.23999999999999844,0.04799999999999969,0.03999999999999915
22,honor,31.7,31.98,5,0.28000000000000114,0.05600000000000023,0.019999999999999574
23,to,32.0,32.06,2,0.060000000000002274,0.030000000000001137,0.05999999999999517
24,have,32.12,32.28,4,0.1600000000000037,0.040000000000000924,0.03999999999999915
25,the,32.32,32.4,3,0.0799999999999983,0.0266666666666661,0.12000000000000455
26,opportunity,32.52,33.08,11,0.5599999999999952,0.05090909090909047,0.03999999999999915
27,to,33.12,33.18,2,0.060000000000002274,0.030000000000001137,0.060000000000002274
28,come,33.24,33.4,4,0.1599999999999966,0.03999999999999915,0.03999999999999915
29,to,33.44,33.5,2,0.060000000000002274,0.030000000000001137,0.020000000000003126
30,this,33.52,33.64,4,0.11999999999999744,0.02999999999999936,0.03999999999999915
31,stage,33.68,34.02,5,0.3400000000000034,0.06800000000000068,0.09999999999999432
32,twice,34.12,34.5,5,0.38000000000000256,0.07600000000000051,0.020000000000003126
33,i'm,34.52,34.66,3,0.13999999999999346,0.04666666666666449,0.3200000000000003
34,extremely,34.98,35.5,9,0.5200000000000031,0.05777777777777812,0.03999999999999915
35,grateful,35.54,35.94,8,0.3999999999999986,0.04999999999999982,0.480000000000004
36,i,36.42,36.52,1,0.10000000000000142,0.10000000000000142,0.13999999999999346
37,have,36.66,36.8,4,0.14000000000000057,0.03500000000000014,0.04000000000000625
38,been,36.84,36.98,4,0.13999999999999346,0.034999999999998366,0.0800000000000054
39,balone,37.06,37.56,6,0.5,0.08333333333333333,0.0
40,away,37.56,37.88,4,0.3200000000000003,0.08000000000000007,0.0799999999999983
41,by,37.96,38.12,2,0.1599999999999966,0.0799999999999983,0.10000000000000142
42,this,38.22,38.44,4,0.21999999999999886,0.054999999999999716,0.4200000000000017
43,conference,38.86,39.48,10,0.6199999999999974,0.06199999999999974,0.4000000000000057
44,and,39.88,40.0,3,0.11999999999999744,0.03999999999999915,0.03999999999999915
45,i,40.04,40.08,1,0.03999999999999915,0.03999999999999915,0.060000000000002274
46,want,40.14,40.26,4,0.11999999999999744,0.02999999999999936,0.0
47,to,40.26,40.32,2,0.060000000000002274,0.030000000000001137,0.060000000000002274
48,thank,40.38,40.66,5,0.27999999999999403,0.05599999999999881,0.28000000000000114
49,all,40.94,41.18,3,0.240000000000002,0.08000000000000067,0.03999999999999915
50,of,41.22,41.28,2,0.060000000000002274,0.030000000000001137,0.10000000000000142
51,you,41.38,41.52,3,0.14000000000000057,0.046666666666666856,0.21999999999999886
52,for,41.74,42.0,3,0.259999999999998,0.086666666666666,0.1599999999999966
53,the,42.16,42.3,3,0.14000000000000057,0.046666666666666856,0.38000000000000256
54,the,42.68,42.74,3,0.060000000000002274,0.020000000000000757,0.05999999999999517
55,many,42.8,43.14,4,0.3400000000000034,0.08500000000000085,1.6199999999999974
56,nice,44.76,45.0,4,0.240000000000002,0.0600000000000005,0.060000000000002274
57,comments,45.06,45.52,8,0.46000000000000085,0.05750000000000011,0.11999999999999744
58,about,45.64,45.98,5,0.3399999999999963,0.06799999999999926,0.12000000000000455
59,what,46.1,46.22,4,0.11999999999999744,0.02999999999999936,0.020000000000003126
60,i,46.24,46.26,1,0.01999999999999602,0.01999999999999602,0.060000000000002274
61,had,46.32,46.4,3,0.0799999999999983,0.0266666666666661,0.020000000000003126
62,to,46.42,46.48,2,0.05999999999999517,0.029999999999997584,0.04000000000000625
63,say,46.52,46.66,3,0.13999999999999346,0.04666666666666449,0.0800000000000054
64,the,46.74,46.84,3,0.10000000000000142,0.033333333333333805,0.3999999999999986
65,the,47.24,47.3,3,0.05999999999999517,0.01999999999999839,0.060000000000002274
66,other,47.36,47.5,5,0.14000000000000057,0.028000000000000115,0.020000000000003126
67,night,47.52,47.72,5,0.19999999999999574,0.03999999999999915,0.0799999999999983
68,and,47.8,47.96,3,0.1600000000000037,0.053333333333334565,0.01999999999999602
69,i,47.98,48.04,1,0.060000000000002274,0.060000000000002274,0.14000000000000057
70,and,48.18,48.32,3,0.14000000000000057,0.046666666666666856,0.03999999999999915
71,i,48.36,48.4,1,0.03999999999999915,0.03999999999999915,0.21999999999999886
72,say,48.62,48.76,3,0.14000000000000057,0.046666666666666856,0.060000000000002274
73,that,48.82,48.92,4,0.10000000000000142,0.025000000000000355,0.03999999999999915
74,sincerely,48.96,49.48,9,0.519999999999996,0.05777777777777734,1.240000000000002
