,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time,pitch
0,yeah,0.32,0.32,0.0,5.0,1,4,0.0,,5.0,0.32,
1,the,5.32,5.38,0.0599999999999996,0.1000000000000005,1,3,0.01999999999999987,,0.10000000000000053,5.35,107.82952813691077
2,thing,5.48,5.64,0.1599999999999992,0.04,1,5,0.03199999999999984,,0.040000000000000036,5.5600000000000005,268.54774680633545
3,that,5.68,5.82,0.1400000000000005,0.6600000000000001,1,4,0.03500000000000013,,0.6600000000000001,5.75,247.27404856300745
4,i'm,6.48,6.6,0.1199999999999992,0.04,1,3,0.03999999999999974,,0.040000000000000036,6.54,194.83182390395064
5,just,6.64,6.74,0.1000000000000005,0.0199999999999995,1,4,0.025000000000000126,,0.019999999999999574,6.6899999999999995,185.19620076001775
6,gonna,6.76,6.88,0.1200000000000001,0.0600000000000005,1,5,0.02400000000000002,,0.0600000000000005,6.82,116.9115971220605
7,emphasize,6.94,7.4,0.4599999999999999,0.0599999999999996,1,9,0.0511111111111111,,0.05999999999999961,7.17,177.125155701464
8,from,7.46,7.54,0.08,0.0199999999999995,1,4,0.02,,0.019999999999999574,7.5,186.40500661452077
9,the,7.56,7.62,0.0600000000000005,0.0599999999999996,1,3,0.020000000000000167,,0.05999999999999961,7.59,189.90959344717422
10,start,7.68,8.0,0.3200000000000003,0.2799999999999993,1,5,0.06400000000000006,,0.27999999999999936,7.84,267.7208430948175
11,that,8.28,8.4,0.120000000000001,0.0199999999999995,1,4,0.03000000000000025,,0.019999999999999574,8.34,193.36651690954076
12,i,8.42,8.44,0.0199999999999995,0.0600000000000005,1,1,0.0199999999999995,,0.0600000000000005,8.43,186.04438670785117
13,think,8.5,8.66,0.1600000000000001,0.0199999999999995,1,5,0.032000000000000015,,0.019999999999999574,8.58,207.61238366831336
14,is,8.68,8.78,0.0999999999999996,0.0400000000000009,1,2,0.0499999999999998,,0.040000000000000924,8.73,189.57634971402155
15,the,8.82,8.88,0.0600000000000005,0.0399999999999991,1,3,0.020000000000000167,,0.03999999999999915,8.850000000000001,189.06542012964695
16,really,8.92,9.12,0.1999999999999993,0.1000000000000014,1,6,0.033333333333333215,,0.10000000000000142,9.02,216.87431210720987
17,hard,9.22,9.54,0.3199999999999985,0.0400000000000009,1,4,0.07999999999999963,,0.040000000000000924,9.379999999999999,231.07415997775198
18,thing,9.58,9.84,0.2599999999999998,0.08,1,5,0.051999999999999956,,0.08000000000000007,9.71,197.5089166712616
19,for,9.92,10.1,0.1799999999999997,0.7200000000000006,1,3,0.059999999999999894,,0.7200000000000006,10.01,88.40232607975405
20,well,10.82,10.96,0.1400000000000005,0.0199999999999995,1,4,0.03500000000000013,,0.019999999999999574,10.89,195.91161755094365
21,for,10.98,11.08,0.0999999999999996,0.0399999999999991,1,3,0.0333333333333332,,0.03999999999999915,11.030000000000001,201.5225027787164
22,engineers,11.12,11.6,0.4800000000000004,0.0199999999999995,1,9,0.05333333333333338,,0.019999999999999574,11.36,222.53239977613003
23,but,11.62,11.7,0.08,0.0400000000000009,1,3,0.02666666666666667,,0.040000000000000924,11.66,187.86002667620858
24,especially,11.74,12.1,0.3599999999999994,0.0600000000000005,1,10,0.035999999999999935,,0.0600000000000005,11.92,185.8907610608321
25,the,12.16,12.22,0.0600000000000005,0.0399999999999991,1,3,0.020000000000000167,,0.03999999999999915,12.190000000000001,173.02455331485197
26,non,12.26,12.54,0.2799999999999993,0.0400000000000009,1,3,0.0933333333333331,,0.040000000000000924,12.399999999999999,184.42476409426854
27,engineers,12.58,13.14,0.5600000000000005,0.6199999999999992,1,9,0.062222222222222276,,0.6199999999999992,12.86,156.84220787114546
28,is,13.76,13.96,0.200000000000001,0.0399999999999991,1,2,0.1000000000000005,,0.03999999999999915,13.86,182.13458237791724
29,that,14.0,14.24,0.2400000000000002,0.3599999999999994,1,4,0.06000000000000005,,0.35999999999999943,14.120000000000001,194.5119002105317
30,the,14.6,14.68,0.08,0.0999999999999996,1,3,0.02666666666666667,,0.09999999999999964,14.64,203.30673595834838
31,advent,14.78,15.22,0.4400000000000013,0.0399999999999991,1,6,0.07333333333333354,,0.03999999999999915,15.0,231.37180748707937
32,of,15.26,15.36,0.0999999999999996,0.0600000000000005,1,2,0.0499999999999998,,0.0600000000000005,15.309999999999999,185.8236258065062
33,these,15.42,15.58,0.1600000000000001,0.0399999999999991,1,5,0.032000000000000015,,0.03999999999999915,15.5,179.10258138360933
34,a,15.62,15.74,0.120000000000001,0.0600000000000005,1,1,0.120000000000001,,0.0600000000000005,15.68,153.9182916483469
35,i,15.8,15.86,0.0599999999999987,0.1000000000000014,1,1,0.0599999999999987,,0.10000000000000142,15.83,169.30903842710282
36,systems,15.96,16.62,0.6600000000000001,0.0999999999999978,1,7,0.0942857142857143,,0.09999999999999787,16.29,159.68952698871516
37,are,16.72,16.84,0.120000000000001,0.0399999999999991,1,3,0.040000000000000334,,0.03999999999999915,16.78,152.4603827836835
38,really,16.88,17.08,0.1999999999999993,0.0800000000000018,1,6,0.033333333333333215,,0.08000000000000185,16.979999999999997,222.70671197546835
39,requiring,17.16,17.8,0.6400000000000006,0.1999999999999993,1,9,0.07111111111111118,,0.1999999999999993,17.48,184.85795631354918
40,us,18.0,18.22,0.2199999999999988,0.3800000000000025,1,2,0.1099999999999994,,0.38000000000000256,18.11,232.32404117262942
41,as,18.6,18.76,0.1600000000000001,0.0799999999999983,1,2,0.08000000000000004,,0.0799999999999983,18.68,168.196403539909
42,people,18.84,19.34,0.5,0.120000000000001,1,6,0.08333333333333333,,0.120000000000001,19.09,125.03886681489249
43,to,19.46,19.54,0.0799999999999983,0.0800000000000018,1,2,0.03999999999999915,,0.08000000000000185,19.5,183.29905104761326
44,formalize,19.62,20.38,0.759999999999998,0.3000000000000007,1,9,0.08444444444444422,,0.3000000000000007,20.0,171.58292384409083
45,what,20.68,20.86,0.1799999999999997,0.0399999999999991,1,4,0.04499999999999992,,0.03999999999999915,20.77,190.2751800144551
46,we,20.9,20.98,0.0800000000000018,0.0799999999999983,1,2,0.0400000000000009,,0.0799999999999983,20.939999999999998,189.629015556249
47,think,21.06,21.26,0.2000000000000028,0.0199999999999995,1,5,0.040000000000000556,,0.019999999999999574,21.16,84.97004955896641
48,are,21.28,21.36,0.0799999999999983,0.0600000000000022,1,3,0.0266666666666661,,0.060000000000002274,21.32,86.00614542149195
49,successful,21.42,21.94,0.5199999999999996,0.0599999999999987,1,10,0.051999999999999956,,0.05999999999999872,21.68,167.34109238888087
50,outcomes,22.0,22.6,0.6000000000000014,0.3200000000000003,1,8,0.07500000000000018,,0.3200000000000003,22.3,110.88170364540211
51,in,22.92,23.04,0.1199999999999974,0.0399999999999991,1,2,0.0599999999999987,,0.03999999999999915,22.98,235.24378289961732
52,ways,23.08,23.28,0.2000000000000028,0.0,1,4,0.0500000000000007,,0.0,23.18,251.996846443861
53,that,23.28,23.36,0.0799999999999983,0.0199999999999995,1,4,0.019999999999999574,,0.019999999999999574,23.32,240.81275905709535
54,we,23.38,23.44,0.0600000000000022,0.0599999999999987,1,2,0.0300000000000011,,0.05999999999999872,23.41,227.91792370616477
55,just,23.5,23.6,0.1000000000000014,0.0599999999999987,1,4,0.02500000000000035,,0.05999999999999872,23.55,218.5874907771441
56,haven't,23.66,23.9,0.2399999999999984,0.0400000000000027,1,7,0.03428571428571406,,0.0400000000000027,23.78,182.6365584695432
57,had,23.94,24.14,0.1999999999999993,0.0399999999999991,1,3,0.06666666666666643,,0.03999999999999915,24.04,163.40362505020835
58,two,24.18,24.3,0.120000000000001,0.0399999999999991,1,3,0.040000000000000334,,0.03999999999999915,24.240000000000002,165.69491560890785
59,before,24.34,24.74,0.3999999999999986,0.3399999999999998,1,6,0.06666666666666643,,0.33999999999999986,24.54,148.0180871528725
60,so,25.08,25.18,0.1000000000000014,0.1000000000000014,1,2,0.0500000000000007,,0.10000000000000142,25.13,173.0389301722801
61,when,25.28,25.44,0.1600000000000001,0.0999999999999978,1,4,0.04000000000000002,,0.09999999999999787,25.36,258.0731214186709
62,will,25.54,25.7,0.1600000000000001,0.0399999999999991,1,4,0.04000000000000002,,0.03999999999999915,25.619999999999997,337.9027864470432
63,the,25.74,25.82,0.0800000000000018,0.0599999999999987,1,3,0.02666666666666727,,0.05999999999999872,25.78,262.2655043630897
64,a,25.88,25.98,0.1000000000000014,0.0799999999999983,1,1,0.1000000000000014,,0.0799999999999983,25.93,149.81904225975552
65,i,26.06,26.1,0.0400000000000027,0.1199999999999974,1,1,0.0400000000000027,,0.11999999999999744,26.08,175.64788116357263
66,work,26.22,26.5,0.2800000000000011,0.620000000000001,1,4,0.07000000000000027,,0.620000000000001,26.36,85.89296907047748
67,time,27.12,27.32,0.1999999999999993,0.1400000000000005,1,4,0.04999999999999982,,0.14000000000000057,27.22,88.24210852148252
68,so,27.46,27.54,0.0799999999999983,0.0399999999999991,1,2,0.03999999999999915,,0.03999999999999915,27.5,237.94603428714098
69,we've,27.58,27.74,0.1600000000000001,0.0600000000000022,1,5,0.032000000000000015,,0.060000000000002274,27.659999999999997,248.90115963846532
70,seen,27.8,28.12,0.3200000000000003,0.0999999999999978,1,4,0.08000000000000007,,0.09999999999999787,27.96,321.2236631267796
71,that,28.22,28.46,0.240000000000002,0.0799999999999983,1,4,0.0600000000000005,,0.0799999999999983,28.34,212.54458491546598
72,a,28.54,28.66,0.120000000000001,0.0599999999999987,1,1,0.120000000000001,,0.05999999999999872,28.6,222.39281205133275
73,i,28.72,28.78,0.0600000000000022,0.0799999999999983,1,1,0.0600000000000022,,0.0799999999999983,28.75,237.70774934969828
74,specifically,28.86,29.34,0.4800000000000004,0.0800000000000018,1,12,0.040000000000000036,,0.08000000000000185,29.1,158.67688489167648
75,work,29.42,29.62,0.1999999999999993,0.0399999999999991,1,4,0.04999999999999982,,0.03999999999999915,29.520000000000003,190.51411389946608
76,when,29.66,29.78,0.120000000000001,0.0199999999999995,1,4,0.03000000000000025,,0.019999999999999574,29.72,179.6631307721812
