Unnamed: 0,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude
0,under,2.8,2.8,0.0,3.1800000000000006,0,5,0.0,
1,the,5.98,5.98,0.0,1.739999999999999,0,3,0.0,
2,the,7.72,7.72,0.0,0.8400000000000007,0,3,0.0,
3,the,8.56,8.62,0.0599999999999987,2.0,0,3,0.09999999999999819,0.5609667941233198
4,the,10.62,10.62,0.0,2.92,0,3,0.0,
5,this,13.54,13.72,0.1800000000000015,0.0199999999999995,0,4,0.22500000000000267,0.2610305836160908
6,is,13.74,13.86,0.1199999999999992,0.0400000000000009,0,2,0.2999999999999991,0.3271020408288094
7,an,13.9,13.96,0.0600000000000005,0.0999999999999996,0,2,0.15000000000000177,0.49843103741451517
8,n,14.06,14.1,0.0399999999999991,0.1400000000000005,0,1,0.1999999999999962,0.6283187985582732
9,b,14.24,14.34,0.0999999999999996,0.1600000000000001,0,1,0.4999999999999998,0.4062039597331035
10,c,14.5,14.7,0.1999999999999993,0.3600000000000012,0,1,1.0,0.3228118117534417
11,special,15.06,15.52,0.4599999999999991,0.0600000000000005,0,7,0.3285714285714291,0.42227824972137046
12,news,15.58,15.92,0.3399999999999998,0.0400000000000009,0,4,0.42500000000000127,0.48434694790172417
13,report,15.96,16.42,0.4600000000000008,1.639999999999997,0,6,0.38333333333333536,0.3206430078559846
14,brought,18.06,18.3,0.240000000000002,0.0399999999999991,0,7,0.17142857142857346,0.5731577547253905
15,to,18.34,18.42,0.0800000000000018,0.0399999999999991,0,2,0.20000000000000523,0.4235575978138404
16,you,18.46,18.56,0.0999999999999978,0.1400000000000005,0,3,0.16666666666666358,0.5255084028010831
17,by,18.7,18.86,0.1600000000000001,0.1000000000000014,0,2,0.40000000000000163,0.7371330642974435
18,the,18.96,19.04,0.0799999999999983,0.0600000000000022,0,3,0.13333333333333097,0.45120878574192697
19,gulf,19.1,19.42,0.3200000000000003,0.1599999999999966,0,4,0.4000000000000018,0.5355612766006466
20,oil,19.58,19.9,0.3200000000000003,0.0600000000000022,0,3,0.5333333333333357,0.7681971893035092
21,cooperation,19.96,20.58,0.6199999999999974,2.0400000000000027,0,11,0.28181818181818163,0.5322631025018176
22,this,22.62,22.8,0.1799999999999997,0.0399999999999991,0,4,0.22500000000000042,0.4560932931865943
23,program,22.84,23.28,0.4400000000000013,0.0199999999999995,0,7,0.31428571428571633,0.628275683376899
24,is,23.3,23.38,0.0799999999999983,0.0400000000000027,0,2,0.19999999999999646,0.5371000065447774
25,sponsored,23.42,23.86,0.4399999999999977,0.0399999999999991,0,9,0.24444444444444405,0.44640224582436333
26,by,23.9,24.04,0.1400000000000005,0.0800000000000018,0,2,0.35000000000000253,0.7643939303028674
27,the,24.12,24.18,0.0599999999999987,0.0399999999999991,0,3,0.09999999999999819,0.33437691271631914
28,golf,24.22,24.5,0.2800000000000011,0.0399999999999991,0,4,0.3500000000000026,0.5501554231738949
29,oil,24.54,24.8,0.2600000000000015,0.0599999999999987,0,3,0.4333333333333374,0.6242382344803219
30,cooperation,24.86,25.52,0.6600000000000001,0.3000000000000007,0,11,0.3000000000000011,0.3891935899956208
31,in,25.82,25.94,0.120000000000001,0.0199999999999995,0,2,0.30000000000000354,0.3365251951505849
32,the,25.96,26.02,0.0599999999999987,0.0399999999999991,0,3,0.09999999999999819,0.581544308551394
33,belief,26.06,26.38,0.3200000000000003,0.0400000000000027,0,6,0.26666666666666783,0.5129242407344504
34,that,26.42,26.56,0.139999999999997,0.0400000000000027,0,4,0.17499999999999685,0.3018092100951634
35,the,26.6,26.66,0.0599999999999987,0.0599999999999987,0,3,0.09999999999999819,0.4049641219783415
36,american,26.72,27.18,0.4600000000000008,0.0399999999999991,0,8,0.28750000000000153,0.5764459220096905
37,people,27.22,27.56,0.3399999999999998,0.0800000000000018,0,6,0.2833333333333342,0.39864025321440677
38,want,27.64,27.86,0.2199999999999988,0.0,0,4,0.27499999999999947,0.5982230465729776
39,to,27.86,27.92,0.0600000000000022,0.0599999999999987,0,2,0.15000000000000602,0.506182062253271
40,know,27.98,28.28,0.3000000000000007,0.1999999999999993,0,4,0.3750000000000022,0.525419997333156
41,the,28.48,28.54,0.0599999999999987,0.0800000000000018,0,3,0.09999999999999819,0.28817057973679794
42,important,28.62,29.12,0.5,0.0599999999999987,0,9,0.27777777777777873,0.46089152102667774
43,issues,29.18,29.66,0.4800000000000004,0.1000000000000014,0,6,0.4000000000000018,0.557078060896606
44,and,29.76,29.92,0.1600000000000001,0.0399999999999991,0,3,0.2666666666666678,0.44126783451866525
45,events,29.96,30.32,0.3599999999999994,0.0199999999999995,0,6,0.30000000000000054,0.46376444523462035
46,of,30.34,30.42,0.0800000000000018,0.0599999999999987,0,2,0.20000000000000523,0.41146642722839477
47,our,30.48,30.66,0.1799999999999997,0.0599999999999987,0,3,0.30000000000000054,0.7788601070461904
48,day,30.72,31.0,0.2800000000000011,0.6000000000000014,0,3,0.46666666666667017,0.3215888667771657
49,what,31.6,31.78,0.1799999999999997,0.0599999999999987,0,4,0.22500000000000042,0.4170643315607384
50,makes,31.84,32.1,0.2600000000000015,0.0399999999999991,0,5,0.26000000000000245,0.42876493932114546
51,them,32.14,32.26,0.1199999999999974,0.0399999999999991,0,4,0.14999999999999727,0.2899898647698093
52,important,32.3,32.78,0.480000000000004,0.1599999999999966,0,9,0.2666666666666698,0.2842966665572472
53,and,32.94,33.26,0.3200000000000003,0.0600000000000022,0,3,0.5333333333333357,0.43910835421987265
54,why,33.32,33.58,0.259999999999998,0.8000000000000043,0,3,0.43333333333333157,0.6208230815999345
55,and,34.38,34.62,0.2399999999999948,0.0600000000000022,0,3,0.39999999999999275,0.5574263447478874
56,that,34.68,34.78,0.1000000000000014,0.0399999999999991,0,4,0.1250000000000022,0.5625670737749339
57,such,34.82,35.04,0.2199999999999988,0.0399999999999991,0,4,0.27499999999999947,0.5046008942416226
58,knowledge,35.08,35.46,0.3800000000000025,0.0399999999999991,0,9,0.21111111111111325,0.49629636310610087
59,can,35.5,35.62,0.1199999999999974,0.0600000000000022,0,3,0.19999999999999638,0.2776512516428207
60,come,35.68,35.92,0.240000000000002,0.1799999999999997,0,4,0.30000000000000354,0.5075464750562422
61,only,36.1,36.4,0.2999999999999971,0.0799999999999983,0,4,0.3749999999999977,0.7016702741099613
62,from,36.48,36.66,0.1799999999999997,0.0400000000000062,0,4,0.22500000000000042,0.4177011900621054
63,an,36.7,36.76,0.0599999999999951,0.0399999999999991,0,2,0.14999999999998828,0.5128007998085091
64,objective,36.8,37.38,0.5800000000000054,0.0599999999999951,0,9,0.32222222222222635,0.34434809284593315
65,presentation,37.44,38.08,0.6400000000000006,0.0399999999999991,0,12,0.26666666666666783,0.4278105085322694
66,of,38.12,38.2,0.0800000000000054,0.0599999999999951,0,2,0.20000000000001422,0.5277111944647085
67,facts,38.26,38.7,0.4400000000000048,0.7199999999999989,0,5,0.44000000000000633,0.42476235191908035
68,the,39.42,39.5,0.0799999999999983,0.0600000000000022,0,3,0.13333333333333097,0.4597400102432903
69,important,39.56,40.0,0.4399999999999977,0.0600000000000022,0,9,0.24444444444444405,0.5532689954150228
70,thing,40.06,40.34,0.2800000000000011,0.0399999999999991,0,5,0.2800000000000021,0.43776329840824135
71,the,40.38,40.46,0.0799999999999983,0.0399999999999991,0,3,0.13333333333333097,0.30399754907257853
72,gulf,40.5,40.76,0.259999999999998,0.0399999999999991,0,4,0.3249999999999987,0.4973489377369737
73,oil,40.8,41.02,0.2200000000000059,0.0399999999999991,0,3,0.3666666666666778,0.802299676520063
74,cooperation,41.06,41.6,0.5399999999999991,0.0599999999999951,0,11,0.24545454545454592,0.45834759410671894
75,believes,41.66,42.16,0.5,0.3200000000000003,0,8,0.3125000000000011,0.30118223351847645
76,is,42.48,42.64,0.1600000000000037,0.0399999999999991,0,2,0.4000000000000107,0.4476420540386578
77,that,42.68,42.8,0.1199999999999974,0.0200000000000031,0,4,0.14999999999999727,0.4917917837148809
78,we,42.82,42.9,0.0799999999999983,0.1400000000000005,0,2,0.19999999999999646,0.6196543083189626
79,all,43.04,43.32,0.2800000000000011,0.1400000000000005,0,3,0.46666666666667017,0.8261508198972187
80,need,43.46,43.64,0.1799999999999997,0.0399999999999991,0,4,0.22500000000000042,0.3877469056387165
81,to,43.68,43.76,0.0799999999999983,0.0800000000000054,0,2,0.19999999999999646,0.3517000314393984
82,understand,43.84,44.44,0.5999999999999943,0.0399999999999991,0,10,0.2999999999999982,0.44356357323646783
83,the,44.48,44.54,0.0600000000000022,0.0600000000000022,0,3,0.10000000000000402,0.5283645253486776
84,world,44.6,44.92,0.3200000000000003,0.019999999999996,0,5,0.3200000000000014,0.597780014278217
85,in,44.94,44.98,0.0399999999999991,0.0600000000000022,0,2,0.0999999999999981,0.4365284522477946
86,which,45.04,45.22,0.1799999999999997,0.0399999999999991,0,5,0.18000000000000033,0.35985262900925385
87,we,45.26,45.34,0.0800000000000054,0.0599999999999951,0,2,0.20000000000001422,0.3976920407961874
88,live,45.4,45.6,0.2000000000000028,5.420000000000002,0,4,0.2500000000000044,0.2817437458636395
89,the,51.02,51.02,0.0,1.8399999999999963,0,3,0.0,
90,the,52.86,52.86,0.0,1.7000000000000028,0,3,0.0,
91,the,54.56,54.56,0.0,0.5999999999999943,0,3,0.0,
92,okay,55.16,55.36,0.2000000000000028,2.460000000000001,0,4,0.2500000000000044,0.4194425766116157
93,the,57.82,57.82,0.0,1.1000000000000014,0,3,0.0,
94,tonight,58.92,59.28,0.3599999999999994,0.1000000000000014,0,7,0.2571428571428576,0.4060437384149623
95,projection,59.38,60.06,0.6799999999999997,0.1799999999999997,0,10,0.3400000000000011,0.3419346045641121
96,sixty,60.24,60.62,0.3799999999999954,0.0800000000000054,0,5,0.3799999999999968,0.24363334476031379
97,one,60.7,60.98,0.279999999999994,0.2800000000000011,0,3,0.4666666666666583,0.3330153688968056
98,the,61.26,61.34,0.0800000000000054,0.0799999999999983,0,3,0.1333333333333428,0.33520149606273525
99,annual,61.42,61.82,0.3999999999999986,0.0399999999999991,0,6,0.3333333333333333,0.47006182775858285
100,report,61.86,62.28,0.4200000000000017,0.0399999999999991,0,6,0.35000000000000264,0.5280119753408395
101,of,62.32,62.38,0.0600000000000022,0.0799999999999983,0,2,0.15000000000000602,0.15043385146494953
102,twelve,62.46,62.86,0.3999999999999986,0.0399999999999991,0,6,0.3333333333333333,0.5888106069842767
103,top,62.9,63.22,0.3200000000000003,0.0799999999999983,0,3,0.5333333333333357,0.6338773770947875
104,n,63.3,63.4,0.1000000000000014,0.1200000000000045,0,1,0.5000000000000088,0.3954171266020942
105,b,63.52,63.6,0.0799999999999983,0.1000000000000014,0,1,0.3999999999999929,0.758350185455751
106,c,63.7,63.82,0.1199999999999974,0.1000000000000014,0,1,0.5999999999999891,0.38798860535888824
107,news,63.92,64.2,0.2800000000000011,0.019999999999996,0,4,0.3500000000000026,0.6282960578594448
108,correspondence,64.22,65.16,0.9399999999999976,0.2999999999999971,0,14,0.3357142857142861,0.34046520640203215
109,to,65.46,65.56,0.1000000000000085,0.039999999999992,0,2,0.25000000000002215,0.09713393795387827
110,moderate,65.6,66.1,0.5,0.0400000000000062,0,8,0.3125000000000011,0.5710004844358667
111,here,66.14,66.3,0.1599999999999966,0.019999999999996,0,4,0.19999999999999646,0.5499567287754497
112,is,66.32,66.48,0.1600000000000108,0.1199999999999903,0,2,0.40000000000002844,0.36005991427768697
113,frank,66.6,66.9,0.3000000000000113,0.019999999999996,0,5,0.30000000000001237,0.2753279728683292
114,mcgee,66.92,67.34,0.4200000000000017,1.6199999999999903,0,5,0.4200000000000032,0.22478123491417135
115,twenty,68.96,69.22,0.2600000000000051,0.0600000000000022,2,6,0.2166666666666717,0.5080578240266326
116,one,69.28,69.44,0.1599999999999966,0.0799999999999983,2,3,0.26666666666666194,0.5860434161883135
117,days,69.52,69.8,0.2800000000000011,0.0400000000000062,2,4,0.3500000000000026,0.6739093996286575
118,from,69.84,69.96,0.1199999999999903,0.0600000000000022,2,4,0.1499999999999884,0.34237553301198
119,now,70.02,70.3,0.2800000000000011,0.5400000000000063,2,3,0.46666666666667017,0.3941055038229131
120,control,70.84,71.26,0.4200000000000017,0.019999999999996,2,7,0.30000000000000226,0.5528510661462923
121,of,71.28,71.34,0.0600000000000022,0.039999999999992,2,2,0.15000000000000602,0.645430154990933
122,the,71.38,71.42,0.0400000000000062,0.039999999999992,2,3,0.06666666666667723,0.5967119578181955
123,most,71.46,71.68,0.220000000000013,0.059999999999988,2,4,0.27500000000001723,0.38404421615344503
124,powerful,71.74,72.26,0.5200000000000102,0.039999999999992,2,8,0.32500000000000756,0.45191545468041927
125,political,72.3,72.94,0.6400000000000006,0.1800000000000068,2,9,0.3555555555555572,0.39423488250697186
126,economic,73.12,73.64,0.519999999999996,0.0400000000000062,2,8,0.3249999999999987,0.3624448998899981
127,and,73.68,73.76,0.0799999999999983,0.059999999999988,2,3,0.13333333333333097,0.41045688000874264
128,military,73.82,74.3,0.480000000000004,0.0799999999999983,2,8,0.30000000000000354,0.4445293025591507
129,force,74.38,74.66,0.2800000000000011,0.0200000000000102,2,5,0.2800000000000021,0.2844237164677728
130,in,74.68,74.74,0.059999999999988,0.0200000000000102,2,2,0.14999999999997055,0.24587444547792572
131,the,74.76,74.82,0.059999999999988,0.0400000000000062,2,3,0.09999999999998035,0.3214841088316981
132,world,74.86,75.22,0.3599999999999994,0.5799999999999983,2,5,0.36000000000000065,0.44073733714683855
133,will,75.8,75.96,0.1599999999999966,0.0600000000000022,2,4,0.19999999999999646,0.5699750126104202
134,pass,76.02,76.3,0.2800000000000011,0.0400000000000062,2,4,0.3500000000000026,0.39084585074214045
135,from,76.34,76.46,0.1199999999999903,0.0200000000000102,2,4,0.1499999999999884,0.23709779182061844
136,the,76.48,76.56,0.0799999999999983,0.0600000000000022,2,3,0.13333333333333097,0.40504245287250484
137,hands,76.62,76.98,0.3599999999999994,0.039999999999992,2,5,0.36000000000000065,0.29530629864492525
138,of,77.02,77.1,0.0799999999999983,0.0200000000000102,2,2,0.19999999999999646,0.30883326802148314
139,a,77.12,77.16,0.039999999999992,0.0400000000000062,2,1,0.1999999999999607,0.5499326254915209
140,man,77.2,77.38,0.1799999999999926,0.0400000000000062,2,3,0.2999999999999887,0.34372075493702536
141,who,77.42,77.5,0.0799999999999983,0.0400000000000062,2,3,0.13333333333333097,0.33548962683350614
142,is,77.54,77.62,0.0799999999999983,0.0600000000000022,2,2,0.19999999999999646,0.6505132782525404
143,seventy,77.68,78.0,0.3199999999999932,0.0600000000000022,2,7,0.22857142857142454,0.35890171421179057
144,years,78.06,78.28,0.2199999999999988,0.039999999999992,2,5,0.21999999999999958,0.4158831824129762
145,old,78.32,78.66,0.3400000000000034,0.0799999999999983,2,3,0.5666666666666743,0.44991790124133446
146,into,78.74,78.98,0.2400000000000091,0.039999999999992,2,4,0.3000000000000124,0.2813169386996974
147,those,79.02,79.28,0.2600000000000051,0.019999999999996,2,5,0.26000000000000606,0.4536664179138888
148,of,79.3,79.38,0.0799999999999983,0.0400000000000062,2,2,0.19999999999999646,0.4055034162311297
149,another,79.42,79.72,0.2999999999999971,0.0999999999999943,2,7,0.21428571428571297,0.37994295849224635
150,who,79.82,79.94,0.1200000000000045,0.0400000000000062,2,3,0.2000000000000082,0.24237515582075383
151,is,79.98,80.08,0.0999999999999943,0.0600000000000022,2,2,0.24999999999998665,0.34248428132022635
152,forty,80.14,80.36,0.2199999999999988,0.0600000000000022,2,5,0.21999999999999958,0.31923160994445854
153,three,80.42,80.6,0.1799999999999926,0.8200000000000074,2,5,0.17999999999999325,0.1555210906983828
154,and,81.42,81.58,0.1599999999999966,0.0600000000000022,2,3,0.26666666666666194,0.026921201847462235
155,this,81.64,81.8,0.1599999999999966,0.0600000000000022,2,4,0.19999999999999646,0.5015417181651625
156,nation,81.86,82.22,0.3599999999999994,0.3200000000000074,2,6,0.30000000000000054,0.41174385392382856
157,and,82.54,82.68,0.1400000000000005,0.039999999999992,2,3,0.233333333333335,0.2984185740843472
158,the,82.72,82.78,0.0600000000000022,0.039999999999992,2,3,0.10000000000000402,0.616478485624121
159,world,82.82,83.26,0.4400000000000119,0.0999999999999943,2,5,0.4400000000000135,0.46771942575962877
160,senses,83.36,83.78,0.4200000000000017,0.039999999999992,2,6,0.35000000000000264,0.3057706573071203
161,that,83.82,83.92,0.1000000000000085,0.039999999999992,2,4,0.12500000000001107,0.21659530276630004
162,there,83.96,84.1,0.1400000000000005,0.0200000000000102,2,5,0.140000000000001,0.5193080911916149
163,will,84.12,84.28,0.1599999999999966,0.0600000000000022,2,4,0.19999999999999646,0.4960481955579514
164,be,84.34,84.44,0.0999999999999943,0.2000000000000028,2,2,0.24999999999998665,0.4622714170197652
165,changes,84.64,85.28,0.6400000000000006,0.1200000000000045,2,7,0.4571428571428592,0.25912943895455637
166,in,85.4,85.5,0.0999999999999943,0.0400000000000062,2,2,0.24999999999998665,0.2880146060676
167,the,85.54,85.6,0.059999999999988,0.0600000000000022,2,3,0.09999999999998035,0.4168024724986818
168,application,85.66,86.32,0.6599999999999966,0.0800000000000125,2,11,0.29999999999999954,0.2503438510434592
169,of,86.4,86.52,0.1199999999999903,0.0400000000000062,2,2,0.2999999999999768,0.22369154912232697
170,the,86.56,86.64,0.0799999999999983,0.0400000000000062,2,3,0.13333333333333097,0.3479112092873043
171,staggering,86.68,87.18,0.5,0.039999999999992,2,10,0.2500000000000009,0.27421239209782344
172,power,87.22,87.62,0.4000000000000057,0.8799999999999955,2,5,0.4000000000000071,0.16613143656438734
173,but,88.5,88.64,0.1400000000000005,0.0600000000000022,2,3,0.233333333333335,0.48469882285463095
174,sends,88.7,88.88,0.1799999999999926,0.0600000000000022,2,5,0.17999999999999325,0.4279982556774755
175,few,88.94,89.14,0.2000000000000028,0.019999999999996,2,3,0.33333333333333914,0.691584807675291
176,men,89.16,89.42,0.2600000000000051,0.1200000000000045,2,3,0.4333333333333434,0.4850468027656256
177,and,89.54,89.76,0.2199999999999988,0.0999999999999943,2,3,0.366666666666666,0.37589186726412765
178,fewer,89.86,90.2,0.3400000000000034,0.0799999999999983,2,5,0.34000000000000463,0.6477748901893797
179,nations,90.28,90.76,0.480000000000004,0.039999999999992,2,7,0.3428571428571469,0.37027633615404404
180,can,90.8,90.98,0.1800000000000068,0.1400000000000005,2,3,0.3000000000000124,0.28873424275157394
181,contemplate,91.12,91.7,0.5799999999999983,0.0600000000000022,2,11,0.2636363636363638,0.31732706253329945
182,change,91.76,92.18,0.4200000000000017,0.039999999999992,2,6,0.35000000000000264,0.33892871516901163
183,with,92.22,92.38,0.1599999999999966,0.0600000000000022,2,4,0.19999999999999646,0.4288278639925915
184,complete,92.44,92.88,0.4399999999999977,0.1000000000000085,2,8,0.2749999999999996,0.19106411881994417
185,tranquility,92.98,93.62,0.6400000000000006,0.519999999999996,2,11,0.29090909090909217,0.308637698830748
186,this,94.14,94.3,0.1599999999999966,0.019999999999996,2,4,0.19999999999999646,0.33379274417626936
187,is,94.32,94.42,0.1000000000000085,0.0600000000000022,2,2,0.25000000000002215,0.4496160499148363
188,also,94.48,94.82,0.3399999999999892,0.1000000000000085,2,4,0.424999999999988,0.6676451081032453
