,Unnamed: 0.1,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,time,post_space,pitch
0,0,we,1.3,1.36,0.06,4.54,2,2,0.03,0.26994575817819144,1.33,4.54,120.06783308819101
1,1,the,5.9,5.9,0.0,8.86,2,3,0.0,,5.9,8.86,
2,2,the,14.76,14.76,0.0,0.5600000000000005,2,3,0.0,,14.76,0.5600000000000005,
3,3,for,15.32,15.44,0.1199999999999992,0.0400000000000009,2,3,0.03999999999999974,0.31664425467381907,15.379999999999999,0.040000000000000924,105.55751440192903
4,4,london,15.48,15.78,0.2999999999999989,0.0400000000000009,2,6,0.049999999999999815,0.3572342972940477,15.629999999999999,0.040000000000000924,143.51404256716333
5,5,i,15.82,15.86,0.0399999999999991,0.1400000000000005,2,1,0.0399999999999991,0.5391437165808417,15.84,0.14000000000000057,116.30126545355508
6,6,talked,16.0,16.26,0.2600000000000015,0.0,2,6,0.043333333333333585,0.22811636451255884,16.130000000000003,0.0,81.56416949299077
7,7,about,16.26,16.46,0.1999999999999993,0.0799999999999983,2,5,0.039999999999999855,0.4386362992473628,16.36,0.0799999999999983,116.29038260757207
8,8,visualization,16.54,17.22,0.6799999999999997,0.0800000000000018,2,13,0.052307692307692284,0.1762756586492478,16.88,0.08000000000000185,99.7492135337289
9,9,today,17.3,17.54,0.2399999999999984,0.2200000000000024,2,5,0.04799999999999968,0.06401965682243212,17.42,0.22000000000000242,
10,10,and,17.76,18.06,0.2999999999999971,0.0400000000000027,2,3,0.09999999999999903,0.23619228068082038,17.91,0.0400000000000027,87.49233272407626
11,11,i,18.1,18.16,0.0599999999999987,0.0599999999999987,2,1,0.0599999999999987,0.29323410483672513,18.130000000000003,0.05999999999999872,71.6996231708875
12,12,think,18.22,18.42,0.2000000000000028,0.0799999999999983,2,5,0.040000000000000556,0.14005173385743003,18.32,0.0799999999999983,102.73946684539332
13,13,the,18.5,18.62,0.120000000000001,0.5399999999999991,2,3,0.040000000000000334,0.27058274358906825,18.560000000000002,0.5399999999999991,100.38055360096655
14,14,beautiful,19.16,19.54,0.379999999999999,0.0199999999999995,1,9,0.04222222222222211,0.23043764482785523,19.35,0.019999999999999574,145.74898818306187
15,15,thing,19.56,19.68,0.120000000000001,0.0199999999999995,1,5,0.024000000000000198,0.2350476780053605,19.619999999999997,0.019999999999999574,126.10997826729646
16,16,about,19.7,19.84,0.1400000000000005,0.0599999999999987,1,5,0.0280000000000001,0.34376779202661273,19.77,0.05999999999999872,94.57845447848852
17,17,data,19.9,20.1,0.2000000000000028,0.0199999999999995,1,4,0.0500000000000007,0.16912321604831657,20.0,0.019999999999999574,85.15725192748238
18,18,visualisation,20.12,20.76,0.6400000000000006,0.139999999999997,1,13,0.04923076923076927,0.12582344083560507,20.44,0.13999999999999702,82.60349608699025
19,19,is,20.9,21.06,0.1600000000000001,0.0600000000000022,1,2,0.08000000000000004,0.13223689571234523,20.979999999999997,0.060000000000002274,88.89816568541369
20,20,that,21.12,21.24,0.1199999999999974,0.0200000000000031,1,4,0.02999999999999935,0.25514512652125476,21.18,0.020000000000003126,99.26721137468878
21,21,it,21.26,21.32,0.0599999999999987,0.0399999999999991,1,2,0.02999999999999935,0.14901252176417015,21.29,0.03999999999999915,89.05891191168013
22,22,can,21.36,21.48,0.120000000000001,0.0799999999999983,1,3,0.040000000000000334,0.07065785750904299,21.42,0.0799999999999983,99.31675790479457
23,23,tell,21.56,21.78,0.2200000000000024,0.0599999999999987,1,4,0.0550000000000006,0.1424693746638525,21.67,0.05999999999999872,152.37822108180836
24,24,you,21.84,21.96,0.120000000000001,0.5,1,3,0.040000000000000334,0.24729190792346953,21.9,0.5,142.65452418751445
25,25,answers,22.46,22.84,0.379999999999999,0.0199999999999995,1,7,0.054285714285714146,0.18668968526675786,22.65,0.019999999999999574,143.94143901120634
26,26,to,22.86,22.94,0.0800000000000018,0.1199999999999974,1,2,0.0400000000000009,0.15448838473768284,22.9,0.11999999999999744,148.082293904417
27,27,questions,23.06,23.48,0.4200000000000017,0.0199999999999995,1,9,0.046666666666666856,0.17523326236385925,23.27,0.019999999999999574,112.75418696682513
28,28,you,23.5,23.58,0.0799999999999983,0.0400000000000027,1,3,0.0266666666666661,0.12178527900936456,23.54,0.0400000000000027,92.6496196361138
29,29,didn't,23.62,23.8,0.1799999999999997,0.0399999999999991,1,6,0.029999999999999947,0.141433374624451,23.71,0.03999999999999915,93.55533745211069
30,30,even,23.84,24.04,0.1999999999999993,0.0600000000000022,1,4,0.04999999999999982,0.13276813003587842,23.939999999999998,0.060000000000002274,93.57458696183576
31,31,know,24.1,24.22,0.1199999999999974,0.0400000000000027,1,4,0.02999999999999935,0.19445617611040272,24.16,0.0400000000000027,81.6075852027711
