Unnamed: 0,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude
0,you're,7.32,7.48,0.16,0.04,0,6,0.2,0.14873421222305824
1,walking,7.52,7.9,0.38,0.02,0,7,0.40714285714285714,0.1751292592892492
2,in,7.92,8.0,0.08,0.02,0,2,0.3,0.19771543168454594
3,the,8.02,8.08,0.06,0.06,0,3,0.15,0.18683316276007547
4,woods,8.14,8.6,0.46,0.98,0,5,0.69,0.060683162784008725
5,there's,9.58,9.9,0.32,0.1,0,7,0.34285714285714286,0.2869727973991244
6,no,10.0,10.16,0.16,0.04,0,2,0.6,0.418311648643944
7,one,10.2,10.32,0.12,0.02,0,3,0.3,0.33464700359348204
8,around,10.34,10.76,0.42,0.06,0,6,0.5249999999999999,0.28566474765704936
9,and,10.82,10.92,0.1,0.04,0,3,0.25,0.21057576891061577
10,your,10.96,11.1,0.14,0.1,0,4,0.2625,0.18491561446478147
11,phone,11.2,11.56,0.36,0.02,0,5,0.5399999999999999,0.20047954342092986
12,is,11.58,11.7,0.12,0.06,0,2,0.45,0.04463514705457133
13,dead,11.76,12.04,0.28,0.74,0,4,0.525,0.009111044045631516
14,out,12.78,12.94,0.16,0.0,0,3,0.4,0.19885316586289015
15,of,12.94,13.02,0.08,0.04,0,2,0.3,0.1816041434968296
16,the,13.06,13.12,0.06,0.06,0,3,0.15,0.12945963352783632
17,corner,13.18,13.48,0.3,0.02,0,6,0.375,0.2757220989245473
18,of,13.5,13.58,0.08,0.04,0,2,0.3,0.19872679822976813
19,your,13.62,13.76,0.14,0.04,0,4,0.2625,0.4553192822382261
20,eye,13.8,14.02,0.22,0.08,0,3,0.55,0.35093958826943805
21,you,14.1,14.18,0.08,0.1,0,3,0.2,0.073132661602849
22,spotted,14.28,14.84,0.56,2.36,0,7,0.6,0.13723631327110647
23,he's,17.2,17.44,0.24,0.08,0,4,0.45,0.03468067326363151
24,following,17.52,17.96,0.44,0.06,0,9,0.3666666666666667,0.3184501584195919
25,you,18.02,18.1,0.08,0.34,0,3,0.2,0.03135940991846575
