,Word,Start,End,length,time_spent,std_time_spent,speed,post_space,time
0,aussie,6.36,6.7,6,0.3399999999999998,0.056666666666666636,17.647058823529424,0.040000000000000036,6.53
1,mandius,6.74,7.24,7,0.5,0.07142857142857142,14.0,0.39999999999999947,6.99
2,by,7.64,7.78,2,0.1400000000000005,0.07000000000000026,14.285714285714233,0.05999999999999961,7.71
3,persea,7.84,8.28,6,0.4399999999999995,0.07333333333333325,13.636363636363651,0.0600000000000005,8.059999999999999
4,bish,8.34,8.66,4,0.3200000000000003,0.08000000000000007,12.49999999999999,0.11999999999999922,8.5
5,shelley,8.78,9.12,7,0.3399999999999998,0.04857142857142854,20.58823529411766,2.0200000000000014,8.95
6,the,11.14,11.14,3,0.0,0.0,inf,0.47999999999999865,11.14
7,i,11.62,11.72,1,0.1000000000000014,0.1000000000000014,9.999999999999861,0.03999999999999915,11.67
8,met,11.76,11.9,3,0.1400000000000005,0.046666666666666835,21.42857142857135,0.019999999999999574,11.83
9,a,11.92,11.96,1,0.0400000000000009,0.0400000000000009,24.999999999999435,0.0799999999999983,11.940000000000001
10,traveller,12.04,12.62,9,0.5800000000000001,0.06444444444444446,15.517241379310343,0.3200000000000003,12.329999999999998
11,from,12.94,13.08,4,0.1400000000000005,0.03500000000000013,28.571428571428466,0.019999999999999574,13.01
12,an,13.1,13.16,2,0.0600000000000005,0.03000000000000025,33.33333333333306,0.03999999999999915,13.129999999999999
13,ancheekland,13.2,14.18,11,0.9800000000000004,0.08909090909090912,11.224489795918362,0.7400000000000002,13.69
14,who,14.92,15.06,3,0.1400000000000005,0.046666666666666835,21.42857142857135,0.05999999999999872,14.99
15,said,15.12,15.48,4,0.3600000000000012,0.0900000000000003,11.111111111111073,1.0399999999999991,15.3
16,two,16.52,16.88,3,0.3599999999999994,0.11999999999999979,8.333333333333348,0.240000000000002,16.7
17,vast,17.12,17.7,4,0.5799999999999983,0.14499999999999957,6.896551724137951,0.5600000000000023,17.41
18,trunkless,18.26,18.9,9,0.639999999999997,0.07111111111111078,14.062500000000066,0.16000000000000014,18.58
19,legs,19.06,19.36,4,0.3000000000000007,0.07500000000000018,13.333333333333302,0.0,19.21
20,of,19.36,19.42,2,0.0600000000000022,0.0300000000000011,33.333333333332114,0.05999999999999872,19.39
21,stone,19.48,20.04,5,0.5599999999999987,0.11199999999999974,8.928571428571448,0.5199999999999996,19.759999999999998
22,stand,20.56,21.24,5,0.6799999999999997,0.13599999999999995,7.352941176470591,0.020000000000003126,20.9
23,in,21.26,21.34,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.05999999999999872,21.3
24,the,21.4,21.46,3,0.0600000000000022,0.020000000000000732,49.99999999999817,0.05999999999999872,21.43
25,desert,21.52,22.02,6,0.5,0.08333333333333333,12.0,1.620000000000001,21.77
26,near,23.64,23.84,4,0.1999999999999993,0.04999999999999982,20.00000000000007,0.05999999999999872,23.740000000000002
27,them,23.9,24.12,4,0.2200000000000024,0.0550000000000006,18.181818181817984,0.35999999999999943,24.009999999999998
28,on,24.48,24.66,2,0.1799999999999997,0.08999999999999984,11.11111111111113,0.03999999999999915,24.57
29,the,24.7,24.76,3,0.0600000000000022,0.020000000000000732,49.99999999999817,0.05999999999999872,24.73
30,sand,24.82,25.3,4,0.4800000000000004,0.1200000000000001,8.333333333333327,0.5199999999999996,25.060000000000002
31,half,25.82,26.08,4,0.259999999999998,0.0649999999999995,15.384615384615502,0.060000000000002274,25.95
32,sunk,26.14,26.54,4,0.3999999999999986,0.09999999999999964,10.000000000000036,0.740000000000002,26.34
33,a,27.28,27.36,1,0.0799999999999983,0.0799999999999983,12.500000000000266,0.08000000000000185,27.32
34,shattered,27.44,27.88,9,0.4399999999999977,0.048888888888888635,20.45454545454556,0.060000000000002274,27.66
35,visit,27.94,28.26,5,0.3200000000000003,0.06400000000000006,15.624999999999986,0.05999999999999872,28.1
36,lies,28.32,28.78,4,0.4600000000000008,0.1150000000000002,8.695652173913029,1.2799999999999976,28.55
37,whose,30.06,30.28,5,0.2200000000000024,0.044000000000000476,22.72727272727248,0.05999999999999872,30.17
38,frown,30.34,31.06,5,0.7199999999999989,0.14399999999999977,6.944444444444455,0.08000000000000185,30.7
39,and,31.14,31.24,3,0.0999999999999978,0.0333333333333326,30.00000000000066,0.16000000000000014,31.189999999999998
40,wrinkled,31.4,31.9,8,0.5,0.0625,16.0,0.060000000000002274,31.65
41,slip,31.96,32.38,4,0.4200000000000017,0.10500000000000043,9.523809523809485,0.5399999999999991,32.17
42,and,32.92,33.1,3,0.1799999999999997,0.059999999999999894,16.666666666666696,0.11999999999999744,33.010000000000005
43,sneer,33.22,33.92,5,0.7000000000000028,0.14000000000000057,7.142857142857114,0.8399999999999963,33.57
44,cool,34.76,35.54,4,0.7800000000000011,0.19500000000000028,5.128205128205121,0.1600000000000037,35.15
45,command,35.7,36.58,7,0.8799999999999955,0.12571428571428506,7.954545454545496,1.1400000000000006,36.14
46,tell,37.72,38.0,4,0.2800000000000011,0.07000000000000027,14.285714285714231,0.0799999999999983,37.86
47,that,38.08,38.2,4,0.1200000000000045,0.030000000000001126,33.333333333332085,0.01999999999999602,38.14
48,it's,38.22,38.32,4,0.1000000000000014,0.02500000000000035,39.999999999999446,0.14000000000000057,38.269999999999996
49,gold,38.46,38.7,4,0.240000000000002,0.0600000000000005,16.66666666666653,0.01999999999999602,38.58
50,to,38.72,38.82,2,0.1000000000000014,0.0500000000000007,19.999999999999723,0.060000000000002274,38.769999999999996
51,her,38.88,38.98,3,0.0999999999999943,0.03333333333333143,30.00000000000171,0.0800000000000054,38.93
52,well,39.06,39.42,4,0.3599999999999994,0.08999999999999984,11.11111111111113,0.14000000000000057,39.24
53,those,39.56,39.78,5,0.2199999999999988,0.04399999999999976,22.72727272727285,0.03999999999999915,39.67
54,passions,39.82,40.46,8,0.6400000000000006,0.08000000000000007,12.49999999999999,0.03999999999999915,40.14
55,red,40.5,40.76,3,0.259999999999998,0.086666666666666,11.538461538461627,1.1600000000000037,40.629999999999995
56,would,41.92,42.06,5,0.1400000000000005,0.0280000000000001,35.71428571428558,0.09999999999999432,41.99
57,yet,42.16,42.36,3,0.2000000000000028,0.0666666666666676,14.99999999999979,0.03999999999999915,42.26
58,survive,42.4,42.94,7,0.5399999999999991,0.07714285714285703,12.962962962962983,1.3000000000000043,42.67
59,stamp,44.24,44.74,5,0.5,0.1,10.0,0.05999999999999517,44.49
60,done,44.8,45.02,4,0.2200000000000059,0.05500000000000148,18.181818181817693,0.01999999999999602,44.91
61,these,45.04,45.46,5,0.4200000000000017,0.08400000000000034,11.904761904761857,0.3200000000000003,45.25
62,lifeless,45.78,46.24,8,0.4600000000000008,0.0575000000000001,17.391304347826058,0.05999999999999517,46.010000000000005
63,things,46.3,46.74,6,0.4400000000000048,0.07333333333333412,13.636363636363487,1.8200000000000003,46.519999999999996
64,the,48.56,48.64,3,0.0799999999999983,0.0266666666666661,37.5000000000008,0.0799999999999983,48.6
65,hand,48.72,48.96,4,0.240000000000002,0.0600000000000005,16.66666666666653,0.03999999999999915,48.84
66,that,49.0,49.14,4,0.1400000000000005,0.03500000000000013,28.571428571428466,0.10000000000000142,49.07
67,mocked,49.24,49.56,6,0.3200000000000003,0.05333333333333338,18.749999999999982,0.01999999999999602,49.400000000000006
68,them,49.58,49.74,4,0.1600000000000037,0.040000000000000924,24.999999999999424,0.9799999999999969,49.66
69,and,50.72,50.86,3,0.1400000000000005,0.046666666666666835,21.42857142857135,0.020000000000003126,50.79
70,the,50.88,50.92,3,0.0399999999999991,0.013333333333333032,75.00000000000169,0.0799999999999983,50.900000000000006
71,heart,51.0,51.4,5,0.3999999999999986,0.07999999999999971,12.500000000000044,0.5600000000000023,51.2
72,that,51.96,52.08,4,0.1199999999999974,0.02999999999999935,33.33333333333405,0.1600000000000037,52.019999999999996
73,fed,52.24,52.5,3,0.259999999999998,0.086666666666666,11.538461538461627,1.6400000000000006,52.370000000000005
74,and,54.14,54.28,3,0.1400000000000005,0.046666666666666835,21.42857142857135,0.060000000000002274,54.21
75,on,54.34,54.46,2,0.1199999999999974,0.0599999999999987,16.666666666667027,0.03999999999999915,54.400000000000006
76,the,54.5,54.54,3,0.0399999999999991,0.013333333333333032,75.00000000000169,0.060000000000002274,54.519999999999996
77,pedestal,54.6,55.24,8,0.6400000000000006,0.08000000000000007,12.49999999999999,0.29999999999999716,54.92
78,these,55.54,55.72,5,0.1799999999999997,0.035999999999999935,27.777777777777825,0.03999999999999915,55.629999999999995
79,words,55.76,56.04,5,0.2800000000000011,0.056000000000000216,17.857142857142787,0.020000000000003126,55.9
80,appear,56.06,56.48,6,0.4199999999999946,0.0699999999999991,14.28571428571447,2.940000000000005,56.269999999999996
81,my,59.42,59.62,2,0.1999999999999957,0.09999999999999785,10.000000000000215,0.10000000000000142,59.519999999999996
82,name,59.72,60.42,4,0.7000000000000028,0.1750000000000007,5.714285714285691,0.01999999999999602,60.07
83,is,60.44,60.56,2,0.1200000000000045,0.06000000000000225,16.666666666666043,0.0799999999999983,60.5
84,aussie,60.64,61.02,6,0.3800000000000025,0.06333333333333376,15.789473684210423,0.01999999999999602,60.83
85,manges,61.04,61.66,6,0.6199999999999974,0.1033333333333329,9.677419354838749,1.1400000000000006,61.349999999999994
86,king,62.8,63.28,4,0.480000000000004,0.120000000000001,8.333333333333265,0.5399999999999991,63.04
