,Word,Start,End,length,time_spent,std_time_spent,speed,post_space,time
0,i,14.54,14.64,1,0.1000000000000014,0.1000000000000014,9.999999999999861,0.08000000000000007,14.59
1,met,14.72,14.9,3,0.1799999999999997,0.059999999999999894,16.666666666666696,0.03999999999999915,14.81
2,a,14.94,14.98,1,0.0400000000000009,0.0400000000000009,24.999999999999435,0.05999999999999872,14.96
3,traveler,15.04,15.5,8,0.4600000000000008,0.0575000000000001,17.391304347826058,0.0600000000000005,15.27
4,from,15.56,15.7,4,0.1399999999999988,0.0349999999999997,28.571428571428818,0.02000000000000135,15.629999999999999
5,an,15.72,15.76,2,0.0399999999999991,0.01999999999999955,50.00000000000113,0.040000000000000924,15.74
6,antique,15.8,16.28,7,0.4800000000000004,0.06857142857142863,14.58333333333332,0.05999999999999872,16.04
7,land,16.34,16.72,4,0.379999999999999,0.09499999999999975,10.526315789473712,0.019999999999999574,16.53
8,who,16.74,16.86,3,0.120000000000001,0.040000000000000334,24.999999999999794,0.08000000000000185,16.799999999999997
9,said,16.94,17.24,4,0.2999999999999971,0.07499999999999928,13.333333333333462,0.6400000000000006,17.09
10,two,17.88,18.18,3,0.3000000000000007,0.10000000000000024,9.999999999999977,0.14000000000000057,18.03
11,fast,18.32,18.84,4,0.5199999999999996,0.1299999999999999,7.692307692307699,0.03999999999999915,18.58
12,and,18.88,18.98,3,0.1000000000000014,0.0333333333333338,29.99999999999958,0.03999999999999915,18.93
13,trunkless,19.02,19.56,9,0.5399999999999991,0.05999999999999991,16.666666666666693,0.08000000000000185,19.29
14,legs,19.64,19.92,4,0.2800000000000011,0.07000000000000027,14.285714285714231,0.019999999999999574,19.78
15,of,19.94,20.0,2,0.0599999999999987,0.02999999999999935,33.33333333333405,0.0799999999999983,19.97
16,stone,20.08,20.58,5,0.5,0.1,10.0,0.060000000000002274,20.33
17,stand,20.64,20.98,5,0.3399999999999998,0.06799999999999996,14.705882352941185,0.019999999999999574,20.810000000000002
